# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	ввод	профиль	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-20T12:30:02
1789889435.090	folder	fib	17.5	1.5	3.04	27	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889435.090	настройка_значение	fib	17.5	1.5	3.04	27	face	controllers	p18fd0f41789e					radius_cm=17.5
1789889435.107	folder	fib	20.0	1.5	3.47	27	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889435.193	folder	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889470.507	folder	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789889470.507	intent	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789889470.522	folder	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789889470.522	intent	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789889475.038	folder	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789889475.040	folder	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789889475.040	intent	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789889475.041	folder	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889475.041	intent	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "browse", "folder": "" }
1789889475.042	folder	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789889475.042	intent	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789889475.051	folder	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789889475.051	intent	lens	20.0	1.5	1.5	13	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789889479.564	folder	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789889479.565	folder	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789889479.565	intent	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789889479.566	folder	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889479.567	intent	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "browse", "folder": "" }
1789889479.570	клавиатура	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e					show
1789889479.592	toggle	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e					{ "open": false }
1789889488.752	самопроверка	globe	20.0	1.5	3.52	13	face	controllers	p18fd0f41789e			PASS		{ "глобус уровень 13, 632 ячеек, вращение": { "gpu95": 2.61299991607666, "cpu95": 0.21500000357628, "proc95": 2.408, "over": 0 }, "глобус крупный: уровень 1, 32 ячеек, радиус 20.0 см, вращение": { "gpu95": 2.26099991798401, "cpu95": 0.19099999964237, "proc95": 3.324, "over": 0 }, "линза α=0.037, 700 ячеек, вращение": { "gpu95": 4.25699996948242, "cpu95": 0.43599998950958, "proc95": 6.788, "over": 0 }, "world": { "gpu_off": 2.30100011825562, "gpu_on": 2.68300008773804, "cpu_on": 2.37399999797344 }, "pin_ms": 51.806 }
1789889488.756	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889488.756	toggle	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "open": true }
1789889488.758	ввод_готов	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					controllers, ждёт PIN
1789889497.363	профиль_pin_проверка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					Flamti: ok
1789889497.365	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889497.366	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					профиль: done
1789889499.937	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings				{ "folder": "settings", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789889499.937	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789889502.268	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "folder": "settings_space", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789889502.268	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "reload", "view": "browse", "folder": "settings_space" }
1789889505.312	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m
1789889505.313	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_radius_m" }
1789889506.620	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=5.5
1789889506.709	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=6.0
1789889506.742	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=6.5
1789889506.775	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=7.0
1789889506.809	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=7.5
1789889506.853	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=8.0
1789889506.886	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=8.5
1789889506.920	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=9.0
1789889506.931	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=9.5
1789889506.942	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889506.953	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889506.964	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=11.0
1789889506.986	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=11.5
1789889506.997	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=12.0
1789889507.008	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=12.5
1789889507.020	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=13.0
1789889507.041	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=13.5
1789889507.074	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=14.0
1789889507.154	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=13.5
1789889507.186	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=13.0
1789889507.242	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=12.5
1789889508.309	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889508.311	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=12.5
1789889509.712	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m
1789889509.713	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_radius_m" }
1789889512.910	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=14.0
1789889512.920	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=14.5
1789889512.942	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=15.0
1789889512.964	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=15.5
1789889512.976	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=16.0
1789889512.986	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=16.5
1789889512.997	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=17.0
1789889513.008	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=18.0
1789889513.020	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=18.5
1789889513.030	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=19.0
1789889513.041	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=19.5
1789889513.052	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=20.0
1789889514.020	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889514.021	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=20.0
1789889520.969	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m
1789889520.970	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_radius_m" }
1789889523.569	скриншот	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space		да		screenshot_2026-09-20_12-32-03.256.png, 1920×1080, 500974 байт, всего 4207109 (листинг), 313 мс
1789889525.455	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=1.0
1789889527.289	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889527.290	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=1.0
1789889542.425	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "none", "view": "browse", "folder": "settings_space" }
1789889543.949	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m
1789889543.950	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_radius_m" }
1789889549.331	скриншот	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space		да		screenshot_2026-09-20_12-32-29.047.png, 1920×1080, 259830 байт, всего 4466939 (листинг), 283 мс
1789889552.380	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=6.5
1789889552.413	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=7.0
1789889552.424	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=6.5
1789889552.458	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=6.0
1789889553.669	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=9.0
1789889553.713	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=8.5
1789889554.269	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889554.335	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889554.358	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889554.369	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889554.591	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=11.0
1789889554.714	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889554.735	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889556.058	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889556.059	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889557.584	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m
1789889557.584	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_radius_m" }
1789889562.514	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				default
1789889563.647	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=7.0
1789889563.658	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=8.0
1789889563.669	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=8.5
1789889563.680	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=9.0
1789889563.690	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889563.701	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889563.712	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=11.0
1789889563.723	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=12.0
1789889563.734	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=13.0
1789889563.745	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=14.0
1789889563.757	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=15.0
1789889563.768	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=15.5
1789889563.779	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=16.5
1789889563.791	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=17.0
1789889563.801	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=18.0
1789889563.812	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=18.5
1789889563.823	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=19.5
1789889563.835	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=20.0
1789889570.525	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889570.614	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=11.0
1789889571.270	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889571.425	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889571.614	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889571.714	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.0
1789889571.757	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889573.137	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889573.138	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_radius_m=10.5
1789889575.030	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm
1789889575.030	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_thickness_mm" }
1789889577.115	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=5.0
1789889577.148	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=6.0
1789889577.182	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=7.0
1789889577.193	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=8.0
1789889577.214	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=9.0
1789889577.236	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=10.0
1789889577.258	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=11.0
1789889577.281	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=12.0
1789889577.302	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=13.0
1789889577.314	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=14.0
1789889577.336	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=15.0
1789889577.359	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=16.0
1789889577.381	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=17.0
1789889577.393	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=18.0
1789889577.413	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=19.0
1789889577.426	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=20.0
1789889578.882	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889578.886	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=20.0
1789889579.918	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm
1789889579.919	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_thickness_mm" }
1789889582.638	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=9.0
1789889582.649	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=8.0
1789889582.670	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=7.0
1789889582.692	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=6.0
1789889582.716	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=5.0
1789889582.737	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=4.0
1789889582.749	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=3.0
1789889583.294	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=2.0
1789889583.827	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=3.0
1789889584.993	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889584.995	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm=3.0
1789889586.364	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_thickness_mm
1789889586.364	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_thickness_mm" }
1789889587.784	скриншот	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space		да		screenshot_2026-09-20_12-33-07.483.png, 1920×1080, 496455 байт, всего 4963394 (листинг), 301 мс
1789889590.733	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color
1789889590.733	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_color" }
1789889592.116	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color=white
1789889593.205	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889593.207	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color=white
1789889594.710	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color
1789889594.711	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_color" }
1789889596.006	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color=green
1789889596.839	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889596.840	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color=green
1789889598.166	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color
1789889598.166	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				{ "do": "edit", "view": "browse", "folder": "settings_space", "setting": "grid_color" }
1789889599.584	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color=orange
1789889600.328	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				done
1789889600.329	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color=orange
1789889601.555	настройка_открыта	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_space				grid_color
