unix_t	window	slot	hand	tracked	curl_index	curl_middle	curl_ring	curl_pinky	pinch_m	palm_head	palm_y_head	cls	hi_pinch	hi_grasp	aim_pinch	aim_menu	aim_pose
1789399274.4806	rest		L	1	0.0016	0.0018	0.0003	0.0032	0.1125	0.9804	-0.2235		0	0	0	0	1
1789399274.4806	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2327		0	0	0	0	1
1789399274.4918	rest		L	1	0.0016	0.0018	0.0003	0.0032	0.1125	0.9804	-0.2237		0	0	0	0	1
1789399274.4918	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9787	-0.2328		0	0	0	0	1
1789399274.5028	rest		L	1	0.0016	0.0018	0.0003	0.0032	0.1125	0.9803	-0.2239		0	0	0	0	1
1789399274.5028	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9787	-0.2328		0	0	0	0	1
1789399274.5138	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1124	0.9803	-0.2241		0	0	0	0	1
1789399274.5138	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2327		0	0	0	0	1
1789399274.5247	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1124	0.9803	-0.2243		0	0	0	0	1
1789399274.5247	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2327		0	0	0	0	1
1789399274.5361	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1124	0.9802	-0.2245		0	0	0	0	1
1789399274.5361	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2327		0	0	0	0	1
1789399274.5474	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1124	0.9802	-0.2247		0	0	0	0	1
1789399274.5474	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2326		0	0	0	0	1
1789399274.5583	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1123	0.9800	-0.2255		0	0	0	0	1
1789399274.5583	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2326		0	0	0	0	1
1789399274.5695	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1123	0.9799	-0.2261		0	0	0	0	1
1789399274.5695	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2325		0	0	0	0	1
1789399274.5807	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1123	0.9798	-0.2266		0	0	0	0	1
1789399274.5807	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2325		0	0	0	0	1
1789399274.5918	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1122	0.9798	-0.2265		0	0	0	0	1
1789399274.5918	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9788	-0.2323		0	0	0	0	1
1789399274.6027	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1122	0.9798	-0.2265		0	0	0	0	1
1789399274.6027	rest		R	1	0.0011	0.0021	0.0003	0.0023	0.1149	0.9789	-0.2322		0	0	0	0	1
1789399274.6140	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1121	0.9798	-0.2265		0	0	0	0	1
1789399274.6140	rest		R	1	0.0011	0.0021	0.0003	0.0022	0.1149	0.9789	-0.2321		0	0	0	0	1
1789399274.6249	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1121	0.9798	-0.2265		0	0	0	0	1
1789399274.6249	rest		R	1	0.0011	0.0021	0.0004	0.0022	0.1149	0.9789	-0.2319		0	0	0	0	1
1789399274.6359	rest		L	1	0.0016	0.0018	0.0003	0.0031	0.1121	0.9798	-0.2267		0	0	0	0	1
1789399274.6359	rest		R	1	0.0011	0.0021	0.0004	0.0022	0.1149	0.9790	-0.2315		0	0	0	0	1
1789399274.6471	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9798	-0.2267		0	0	0	0	1
1789399274.6471	rest		R	1	0.0011	0.0021	0.0004	0.0022	0.1150	0.9791	-0.2311		0	0	0	0	1
1789399274.6582	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9799	-0.2267		0	0	0	0	1
1789399274.6582	rest		R	1	0.0011	0.0021	0.0004	0.0022	0.1150	0.9791	-0.2307		0	0	0	0	1
1789399274.6694	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9799	-0.2268		0	0	0	0	1
1789399274.6694	rest		R	1	0.0011	0.0021	0.0004	0.0022	0.1150	0.9792	-0.2304		0	0	0	0	1
1789399274.6803	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9798	-0.2271		0	0	0	0	1
1789399274.6803	rest		R	1	0.0011	0.0021	0.0004	0.0022	0.1150	0.9793	-0.2298		0	0	0	0	1
1789399274.6916	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9797	-0.2273		0	0	0	0	1
1789399274.6916	rest		R	1	0.0011	0.0021	0.0004	0.0022	0.1151	0.9794	-0.2294		0	0	0	0	1
1789399274.7029	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9797	-0.2275		0	0	0	0	1
1789399274.7029	rest		R	1	0.0011	0.0022	0.0004	0.0022	0.1151	0.9795	-0.2290		0	0	0	0	1
1789399274.7137	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9797	-0.2277		0	0	0	0	1
1789399274.7137	rest		R	1	0.0011	0.0022	0.0004	0.0022	0.1151	0.9796	-0.2285		0	0	0	0	1
1789399274.7247	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9797	-0.2279		0	0	0	0	1
1789399274.7247	rest		R	1	0.0011	0.0022	0.0004	0.0022	0.1151	0.9797	-0.2280		0	0	0	0	1
1789399274.7362	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9796	-0.2281		0	0	0	0	1
1789399274.7362	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1151	0.9798	-0.2275		0	0	0	0	1
1789399274.7473	rest		L	1	0.0016	0.0018	0.0003	0.0030	0.1121	0.9796	-0.2282		0	0	0	0	1
1789399274.7473	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1151	0.9799	-0.2270		0	0	0	0	1
1789399274.7582	rest		L	1	0.0016	0.0018	0.0003	0.0029	0.1121	0.9796	-0.2284		0	0	0	0	1
1789399274.7582	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9797	-0.2278		0	0	0	0	1
1789399274.7693	rest		L	1	0.0016	0.0018	0.0003	0.0029	0.1121	0.9795	-0.2286		0	0	0	0	1
1789399274.7693	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9797	-0.2280		0	0	0	0	1
1789399274.7805	rest		L	1	0.0016	0.0018	0.0003	0.0029	0.1121	0.9795	-0.2288		0	0	0	0	1
1789399274.7805	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9796	-0.2282		0	0	0	0	1
1789399274.7919	rest		L	1	0.0016	0.0018	0.0003	0.0029	0.1121	0.9794	-0.2294		0	0	0	0	1
1789399274.7919	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9797	-0.2279		0	0	0	0	1
1789399274.8026	rest		L	1	0.0016	0.0018	0.0003	0.0029	0.1121	0.9793	-0.2298		0	0	0	0	1
1789399274.8026	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1152	0.9797	-0.2276		0	0	0	0	1
1789399274.8138	rest		L	1	0.0016	0.0018	0.0003	0.0029	0.1121	0.9792	-0.2302		0	0	0	0	1
1789399274.8138	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1152	0.9798	-0.2274		0	0	0	0	1
1789399274.8248	rest		L	1	0.0016	0.0018	0.0003	0.0029	0.1120	0.9791	-0.2306		0	0	0	0	1
1789399274.8248	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1152	0.9798	-0.2271		0	0	0	0	1
1789399274.8359	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1120	0.9791	-0.2308		0	0	0	0	1
1789399274.8359	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1152	0.9800	-0.2263		0	0	0	0	1
1789399274.8474	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9790	-0.2312		0	0	0	0	1
1789399274.8474	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9801	-0.2258		0	0	0	0	1
1789399274.8584	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9790	-0.2315		0	0	0	0	1
1789399274.8584	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1152	0.9802	-0.2253		0	0	0	0	1
1789399274.8696	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9789	-0.2319		0	0	0	0	1
1789399274.8696	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9804	-0.2247		0	0	0	0	1
1789399274.8807	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9789	-0.2317		0	0	0	0	1
1789399274.8807	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9804	-0.2244		0	0	0	0	1
1789399274.8917	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9789	-0.2319		0	0	0	0	1
1789399274.8917	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9805	-0.2240		0	0	0	0	1
1789399274.9030	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9789	-0.2320		0	0	0	0	1
1789399274.9030	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1152	0.9806	-0.2236		0	0	0	0	1
1789399274.9141	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9788	-0.2322		0	0	0	0	1
1789399274.9141	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1153	0.9807	-0.2233		0	0	0	0	1
1789399274.9250	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9788	-0.2325		0	0	0	0	1
1789399274.9250	rest		R	1	0.0011	0.0022	0.0004	0.0023	0.1154	0.9807	-0.2231		0	0	0	0	1
1789399274.9360	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9787	-0.2327		0	0	0	0	1
1789399274.9360	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1154	0.9808	-0.2229		0	0	0	0	1
1789399274.9472	rest		L	1	0.0016	0.0018	0.0003	0.0028	0.1119	0.9787	-0.2329		0	0	0	0	1
1789399274.9472	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1155	0.9808	-0.2227		0	0	0	0	1
1789399274.9583	rest		L	1	0.0016	0.0019	0.0003	0.0028	0.1120	0.9788	-0.2326		0	0	0	0	1
1789399274.9583	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1154	0.9809	-0.2220		0	0	0	0	1
1789399274.9696	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1120	0.9788	-0.2324		0	0	0	0	1
1789399274.9696	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1154	0.9810	-0.2215		0	0	0	0	1
1789399274.9807	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1120	0.9789	-0.2323		0	0	0	0	1
1789399274.9807	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1154	0.9811	-0.2210		0	0	0	0	1
1789399274.9917	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1121	0.9789	-0.2321		0	0	0	0	1
1789399274.9917	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1155	0.9813	-0.2203		0	0	0	0	1
1789399275.0030	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1121	0.9789	-0.2319		0	0	0	0	1
1789399275.0030	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1155	0.9814	-0.2197		0	0	0	0	1
1789399275.0142	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2316		0	0	0	0	1
1789399275.0142	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1156	0.9815	-0.2190		0	0	0	0	1
1789399275.0252	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1121	0.9791	-0.2313		0	0	0	0	1
1789399275.0252	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1156	0.9817	-0.2183		0	0	0	0	1
1789399275.0359	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2314		0	0	0	0	1
1789399275.0359	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1156	0.9818	-0.2176		0	0	0	0	1
1789399275.0474	rest		L	1	0.0016	0.0019	0.0003	0.0027	0.1121	0.9791	-0.2313		0	0	0	0	1
1789399275.0474	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1156	0.9820	-0.2169		0	0	0	0	1
1789399275.0582	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9791	-0.2313		0	0	0	0	1
1789399275.0582	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1156	0.9821	-0.2161		0	0	0	0	1
1789399275.0696	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9791	-0.2312		0	0	0	0	1
1789399275.0696	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1156	0.9822	-0.2154		0	0	0	0	1
1789399275.0807	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9791	-0.2309		0	0	0	0	1
1789399275.0807	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1156	0.9824	-0.2144		0	0	0	0	1
1789399275.0917	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9792	-0.2308		0	0	0	0	1
1789399275.0917	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1157	0.9826	-0.2135		0	0	0	0	1
1789399275.1029	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1120	0.9792	-0.2306		0	0	0	0	1
1789399275.1029	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1157	0.9828	-0.2126		0	0	0	0	1
1789399275.1139	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9791	-0.2310		0	0	0	0	1
1789399275.1139	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1157	0.9830	-0.2117		0	0	0	0	1
1789399275.1249	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9791	-0.2313		0	0	0	0	1
1789399275.1249	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1157	0.9831	-0.2108		0	0	0	0	1
1789399275.1361	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2315		0	0	0	0	1
1789399275.1361	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1157	0.9833	-0.2098		0	0	0	0	1
1789399275.1472	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2317		0	0	0	0	1
1789399275.1472	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1157	0.9835	-0.2089		0	0	0	0	1
1789399275.1579	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2315		0	0	0	0	1
1789399275.1579	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1159	0.9835	-0.2087		0	0	0	0	1
1789399275.1696	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2316		0	0	0	0	1
1789399275.1696	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1159	0.9836	-0.2083		0	0	0	0	1
1789399275.1807	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2318		0	0	0	0	1
1789399275.1807	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1160	0.9837	-0.2079		0	0	0	0	1
1789399275.1916	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1121	0.9790	-0.2316		0	0	0	0	1
1789399275.1916	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1160	0.9836	-0.2082		0	0	0	0	1
1789399275.2026	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1120	0.9791	-0.2314		0	0	0	0	1
1789399275.2026	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1161	0.9836	-0.2083		0	0	0	0	1
1789399275.2139	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1120	0.9791	-0.2312		0	0	0	0	1
1789399275.2139	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1161	0.9836	-0.2085		0	0	0	0	1
1789399275.2253	rest		L	1	0.0015	0.0019	0.0003	0.0027	0.1120	0.9791	-0.2310		0	0	0	0	1
1789399275.2253	rest		R	1	0.0011	0.0021	0.0004	0.0023	0.1162	0.9835	-0.2086		0	0	0	0	1
