# сессия 2026-09-16T19:16:51
1789568211.600	folder	globe	20.0	1.5	3.52	13	face					{ "folder": "", "view": "browse", "items": 6 }
1789568211.600	toggle	globe	20.0	1.5	3.52	13	face					{ "open": true }
1789568243.461	настройка_значение	fib	8.0	1.5	1.49	26	face					radius_cm=8.0
1789568243.481	настройка_значение	fib	17.5	1.5	3.04	27	face					radius_cm=17.5
1789568248.352	toggle	globe	20.0	1.5	3.52	13	face					{ "open": false }
1789568248.352	самопроверка	globe	20.0	1.5	3.52	13	face			FAIL		{ "глобус уровень 13, 632 ячеек, вращение": { "gpu95": 2.70600008964539, "cpu95": 0.17499999701977, "proc95": 1.975, "over": 0 }, "глобус крупный: уровень 1, 32 ячеек, радиус 20.0 см, вращение": { "gpu95": 1.9099999666214, "cpu95": 0.17000000178814, "proc95": 3.015, "over": 0 }, "линза α=0.037, 700 ячеек, вращение": { "gpu95": 2.78999996185303, "cpu95": 0.20800000429153, "proc95": 67.391, "over": 0 } }
1789568252.641	folder	lens	12.0	5.6	5.6	3	face					{ "folder": "", "view": "browse", "items": 6 }
1789568252.641	toggle	lens	12.0	5.6	5.6	3	face					{ "open": true }
1789568254.342	folder	lens	12.0	5.6	5.6	3	face	files				{ "folder": "files", "view": "browse", "items": 4 }
1789568254.342	intent	lens	12.0	5.6	5.6	3	face	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789568255.465	folder	lens	12.0	5.6	5.6	3	face	assets				{ "folder": "assets", "view": "browse", "items": 7 }
1789568255.465	intent	lens	12.0	5.6	5.6	3	face	assets				{ "do": "reload", "view": "browse", "folder": "assets" }
1789568271.176	shake	lens	12.0	5.6	5.6	3	face					{ "folder": "" }
1789568271.176	folder	lens	12.0	5.6	5.6	3	face					{ "folder": "", "view": "browse", "items": 6 }
1789568271.177	intent	lens	12.0	5.6	5.6	3	face					{ "do": "reload", "view": "browse", "folder": "" }
1789568277.865	folder	lens	12.0	5.6	5.6	3	face	files				{ "folder": "files", "view": "browse", "items": 4 }
1789568277.866	intent	lens	12.0	5.6	5.6	3	face	files				{ "do": "reload", "view": "browse", "folder": "files" }
