unix_t	window	slot	hand	tracked	curl_index	curl_middle	curl_ring	curl_pinky	pinch_m	palm_head	palm_y_head	cls	hi_pinch	hi_grasp	aim_pinch	aim_menu	aim_pose
1789353987.2671	rest		L	1	0.0029	0.0016	0.0033	0.0139	0.0967	-0.8088	0.1501		0	0	0	0	0
1789353987.2671	rest		R	1	0.0046	0.0020	0.0033	0.0096	0.0969	-0.8096	0.1129		0	0	0	0	0
1789353987.2779	rest		L	1	0.0029	0.0016	0.0033	0.0139	0.0966	-0.8077	0.1501		0	0	0	0	0
1789353987.2779	rest		R	1	0.0046	0.0020	0.0033	0.0095	0.0969	-0.8090	0.1124		0	0	0	0	0
1789353987.2891	rest		L	1	0.0030	0.0016	0.0034	0.0146	0.0965	-0.7813	0.1399		0	0	0	0	0
1789353987.2891	rest		R	1	0.0047	0.0020	0.0034	0.0097	0.0970	-0.7938	0.1063		0	0	0	0	0
1789353987.3003	rest		L	1	0.0030	0.0016	0.0035	0.0149	0.0964	-0.7698	0.1358		0	0	0	0	0
1789353987.3003	rest		R	1	0.0047	0.0021	0.0034	0.0098	0.0970	-0.7874	0.1036		0	0	0	0	0
1789353987.3114	rest		L	1	0.0031	0.0016	0.0035	0.0151	0.0962	-0.7581	0.1318		0	0	0	0	0
1789353987.3114	rest		R	1	0.0047	0.0021	0.0034	0.0098	0.0971	-0.7808	0.1009		0	0	0	0	0
1789353987.3226	rest		L	1	0.0032	0.0016	0.0039	0.0168	0.0965	-0.6065	0.1231		0	0	0	0	0
1789353987.3226	rest		R	1	0.0048	0.0021	0.0035	0.0100	0.0974	-0.6647	0.1116		0	0	0	0	0
1789353987.3336	rest		L	1	0.0034	0.0016	0.0041	0.0179	0.0966	-0.5132	0.1138		0	0	0	0	0
1789353987.3336	rest		R	1	0.0049	0.0021	0.0036	0.0101	0.0976	-0.5956	0.1132		0	0	0	0	0
1789353987.3447	rest		L	1	0.0035	0.0016	0.0043	0.0190	0.0967	-0.4134	0.1026		0	0	0	0	0
1789353987.3447	rest		R	1	0.0049	0.0021	0.0037	0.0103	0.0978	-0.5218	0.1133		0	0	0	0	0
1789353987.3558	rest		L	1	0.0036	0.0017	0.0045	0.0201	0.0968	-0.3083	0.0897		0	0	0	0	0
1789353987.3558	rest		R	1	0.0050	0.0022	0.0038	0.0104	0.0980	-0.4437	0.1117		0	0	0	0	0
1789353987.3669	rest		L	1	0.0033	0.0016	0.0041	0.0180	0.1024	-0.0418	0.0243		0	0	0	0	0
1789353987.3669	rest		R	1	0.0049	0.0021	0.0037	0.0105	0.0995	-0.2625	0.0728		0	0	0	0	0
1789353987.3780	rest		L	1	0.0033	0.0016	0.0041	0.0178	0.1049	0.1362	-0.0092		0	0	0	0	0
1789353987.3780	rest		R	1	0.0048	0.0021	0.0037	0.0107	0.1003	-0.1324	0.0547		0	0	0	0	0
1789353987.3892	rest		L	1	0.0033	0.0016	0.0040	0.0176	0.1074	0.3095	-0.0406		0	0	0	0	0
1789353987.3892	rest		R	1	0.0048	0.0022	0.0038	0.0108	0.1011	-0.0001	0.0364		0	0	0	0	0
1789353987.4003	rest		L	1	0.0030	0.0016	0.0032	0.0159	0.1102	0.4846	-0.0709		0	0	0	0	0
1789353987.4003	rest		R	1	0.0049	0.0021	0.0035	0.0107	0.1031	0.2373	0.0311		0	0	0	0	0
1789353987.4113	rest		L	1	0.0029	0.0016	0.0027	0.0149	0.1129	0.6372	-0.0941		0	0	0	0	0
1789353987.4113	rest		R	1	0.0049	0.0021	0.0033	0.0107	0.1046	0.4184	0.0248		0	0	0	0	0
1789353987.4227	rest		L	1	0.0028	0.0015	0.0023	0.0140	0.1156	0.7677	-0.1109		0	0	0	0	0
1789353987.4227	rest		R	1	0.0049	0.0020	0.0032	0.0107	0.1061	0.5843	0.0221		0	0	0	0	0
1789353987.4336	rest		L	1	0.0026	0.0015	0.0019	0.0130	0.1182	0.8717	-0.1210		0	0	0	0	0
1789353987.4336	rest		R	1	0.0049	0.0020	0.0031	0.0107	0.1077	0.7287	0.0232		0	0	0	0	0
1789353987.4449	rest		L	1	0.0025	0.0015	0.0017	0.0113	0.1159	0.9091	-0.1186		0	0	0	0	0
1789353987.4449	rest		R	1	0.0043	0.0014	0.0020	0.0095	0.1055	0.8141	0.0163		0	0	0	0	0
1789353987.4561	rest		L	1	0.0024	0.0014	0.0014	0.0101	0.1161	0.9569	-0.1203		0	0	0	0	0
1789353987.4561	rest		R	1	0.0040	0.0013	0.0015	0.0090	0.1055	0.8988	0.0198		0	0	0	0	0
1789353987.4674	rest		L	1	0.0022	0.0014	0.0012	0.0090	0.1158	0.9860	-0.1201		0	0	0	0	0
1789353987.4674	rest		R	1	0.0038	0.0012	0.0011	0.0085	0.1056	0.9584	0.0270		0	0	0	0	0
1789353987.4780	rest		L	1	0.0021	0.0015	0.0010	0.0079	0.1155	0.9960	-0.1180		0	0	0	0	0
1789353987.4780	rest		R	1	0.0036	0.0011	0.0008	0.0081	0.1058	0.9910	0.0378		0	0	0	0	0
1789353987.4891	rest		L	1	0.0020	0.0016	0.0008	0.0066	0.1142	0.9898	-0.1318		0	0	0	0	0
1789353987.4891	rest		R	1	0.0031	0.0011	0.0007	0.0068	0.1066	0.9885	-0.0128		0	0	0	0	0
1789353987.5003	rest		L	1	0.0018	0.0016	0.0007	0.0057	0.1135	0.9929	-0.1369		0	0	0	0	0
1789353987.5003	rest		R	1	0.0028	0.0012	0.0006	0.0061	0.1070	0.9982	-0.0245		0	0	0	0	0
1789353987.5115	rest		L	1	0.0017	0.0018	0.0006	0.0048	0.1128	0.9935	-0.1425		0	0	0	0	0
1789353987.5115	rest		R	1	0.0025	0.0013	0.0004	0.0055	0.1074	0.9995	-0.0352		0	0	0	0	0
1789353987.5226	rest		L	1	0.0017	0.0018	0.0006	0.0051	0.1116	0.9917	-0.1490		0	0	0	0	0
1789353987.5226	rest		R	1	0.0025	0.0013	0.0005	0.0049	0.1070	0.9995	-0.0595		0	0	0	0	0
1789353987.5336	rest		L	1	0.0017	0.0019	0.0006	0.0048	0.1106	0.9911	-0.1552		0	0	0	0	0
1789353987.5336	rest		R	1	0.0023	0.0014	0.0004	0.0044	0.1070	0.9983	-0.0771		0	0	0	0	0
1789353987.5447	rest		L	1	0.0016	0.0021	0.0006	0.0045	0.1097	0.9904	-0.1614		0	0	0	0	0
1789353987.5447	rest		R	1	0.0021	0.0015	0.0004	0.0039	0.1067	0.9958	-0.0946		0	0	0	0	0
1789353987.5556	rest		L	1	0.0016	0.0022	0.0006	0.0043	0.1088	0.9896	-0.1675		0	0	0	0	0
1789353987.5556	rest		R	1	0.0020	0.0015	0.0003	0.0035	0.1063	0.9919	-0.1118		0	0	0	0	0
1789353987.5669	rest		L	1	0.0016	0.0021	0.0006	0.0049	0.1089	0.9893	-0.1595		0	0	0	0	0
1789353987.5669	rest		R	1	0.0020	0.0016	0.0004	0.0039	0.1058	0.9958	-0.1168		0	0	0	0	0
1789353987.5780	rest		L	1	0.0016	0.0022	0.0007	0.0050	0.1085	0.9886	-0.1598		0	0	0	0	0
1789353987.5780	rest		R	1	0.0019	0.0016	0.0004	0.0038	0.1053	0.9948	-0.1289		0	0	0	0	0
1789353987.5891	rest		L	1	0.0016	0.0022	0.0007	0.0051	0.1080	0.9877	-0.1600		0	0	0	0	1
1789353987.5891	rest		R	1	0.0018	0.0017	0.0004	0.0038	0.1049	0.9936	-0.1409		0	0	0	0	1
1789353987.6004	rest		L	1	0.0016	0.0022	0.0007	0.0053	0.1083	0.9890	-0.1655		0	0	0	0	1
1789353987.6004	rest		R	1	0.0018	0.0017	0.0004	0.0039	0.1046	0.9949	-0.1296		0	0	0	0	1
1789353987.6113	rest		L	1	0.0016	0.0022	0.0007	0.0054	0.1083	0.9892	-0.1685		0	0	0	0	1
1789353987.6113	rest		R	1	0.0017	0.0017	0.0004	0.0039	0.1043	0.9949	-0.1289		0	0	0	0	1
1789353987.6215	rest		L	1	0.0016	0.0022	0.0007	0.0055	0.1082	0.9891	-0.1716		0	0	0	0	1
1789353987.6215	rest		R	1	0.0017	0.0017	0.0004	0.0039	0.1040	0.9948	-0.1282		0	0	0	0	1
1789353987.6328	rest		L	1	0.0016	0.0022	0.0007	0.0056	0.1082	0.9890	-0.1746		0	0	0	0	1
1789353987.6328	rest		R	1	0.0017	0.0017	0.0004	0.0039	0.1037	0.9947	-0.1276		0	0	0	0	1
1789353987.6438	rest		L	1	0.0016	0.0022	0.0007	0.0056	0.1083	0.9890	-0.1686		0	0	0	0	1
1789353987.6438	rest		R	1	0.0017	0.0017	0.0004	0.0040	0.1039	0.9946	-0.1274		0	0	0	0	1
1789353987.6551	rest		L	1	0.0016	0.0022	0.0007	0.0057	0.1084	0.9889	-0.1676		0	0	0	0	1
1789353987.6551	rest		R	1	0.0017	0.0017	0.0004	0.0041	0.1038	0.9944	-0.1271		0	0	0	0	1
1789353987.6661	rest		L	1	0.0016	0.0022	0.0007	0.0057	0.1084	0.9888	-0.1665		0	0	0	0	1
1789353987.6661	rest		R	1	0.0016	0.0017	0.0004	0.0042	0.1037	0.9941	-0.1267		0	0	0	0	1
1789353987.6771	rest		L	1	0.0016	0.0022	0.0008	0.0058	0.1085	0.9887	-0.1655		0	0	0	0	1
1789353987.6771	rest		R	1	0.0016	0.0017	0.0005	0.0042	0.1036	0.9938	-0.1262		0	0	0	0	1
1789353987.6881	rest		L	1	0.0016	0.0022	0.0007	0.0058	0.1085	0.9900	-0.1561		0	0	0	0	1
1789353987.6881	rest		R	1	0.0016	0.0017	0.0004	0.0042	0.1035	0.9949	-0.1224		0	0	0	0	1
1789353987.6992	rest		L	1	0.0016	0.0022	0.0007	0.0058	0.1086	0.9904	-0.1520		0	0	0	0	1
1789353987.6992	rest		R	1	0.0016	0.0017	0.0004	0.0042	0.1034	0.9951	-0.1208		0	0	0	0	1
1789353987.7105	rest		L	1	0.0015	0.0022	0.0008	0.0059	0.1087	0.9908	-0.1478		0	0	0	0	1
1789353987.7105	rest		R	1	0.0016	0.0017	0.0005	0.0042	0.1032	0.9953	-0.1191		0	0	0	0	1
1789353987.7215	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1087	0.9916	-0.1458		0	0	0	0	1
1789353987.7215	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1033	0.9952	-0.1197		0	0	0	0	1
1789353987.7327	rest		L	1	0.0015	0.0022	0.0007	0.0059	0.1087	0.9921	-0.1426		0	0	0	0	1
1789353987.7327	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1032	0.9953	-0.1191		0	0	0	0	1
1789353987.7439	rest		L	1	0.0015	0.0022	0.0007	0.0059	0.1087	0.9926	-0.1393		0	0	0	0	1
1789353987.7439	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1032	0.9953	-0.1185		0	0	0	0	1
1789353987.7548	rest		L	1	0.0015	0.0022	0.0007	0.0059	0.1087	0.9932	-0.1358		0	0	0	0	1
1789353987.7548	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1031	0.9953	-0.1180		0	0	0	0	1
1789353987.7659	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1088	0.9925	-0.1453		0	0	0	0	1
1789353987.7659	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1032	0.9950	-0.1232		0	0	0	0	1
1789353987.7770	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1088	0.9925	-0.1470		0	0	0	0	1
1789353987.7770	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1032	0.9948	-0.1250		0	0	0	0	1
1789353987.7883	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1088	0.9924	-0.1487		0	0	0	0	1
1789353987.7883	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1032	0.9947	-0.1268		0	0	0	0	1
1789353987.7997	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1089	0.9922	-0.1501		0	0	0	0	1
1789353987.7997	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1033	0.9945	-0.1284		0	0	0	0	1
1789353987.8107	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1089	0.9920	-0.1515		0	0	0	0	1
1789353987.8107	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1033	0.9943	-0.1301		0	0	0	0	1
1789353987.8216	rest		L	1	0.0015	0.0022	0.0007	0.0057	0.1090	0.9919	-0.1529		0	0	0	0	1
1789353987.8216	rest		R	1	0.0016	0.0017	0.0005	0.0043	0.1034	0.9940	-0.1320		0	0	0	0	1
1789353987.8328	rest		L	1	0.0015	0.0023	0.0007	0.0057	0.1090	0.9917	-0.1544		0	0	0	0	1
1789353987.8328	rest		R	1	0.0016	0.0017	0.0004	0.0044	0.1034	0.9938	-0.1338		0	0	0	0	1
1789353987.8440	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1090	0.9917	-0.1536		0	0	0	0	1
1789353987.8440	rest		R	1	0.0015	0.0017	0.0004	0.0043	0.1035	0.9942	-0.1289		0	0	0	0	1
1789353987.8551	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1091	0.9916	-0.1541		0	0	0	0	1
1789353987.8551	rest		R	1	0.0015	0.0017	0.0004	0.0043	0.1036	0.9942	-0.1278		0	0	0	0	1
1789353987.8662	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1091	0.9915	-0.1545		0	0	0	0	1
1789353987.8662	rest		R	1	0.0015	0.0018	0.0004	0.0043	0.1036	0.9943	-0.1267		0	0	0	0	1
1789353987.8772	rest		L	1	0.0015	0.0022	0.0007	0.0058	0.1091	0.9913	-0.1550		0	0	0	0	1
1789353987.8772	rest		R	1	0.0015	0.0018	0.0004	0.0043	0.1037	0.9943	-0.1256		0	0	0	0	1
1789353987.8882	rest		L	1	0.0015	0.0022	0.0008	0.0058	0.1090	0.9914	-0.1545		0	0	0	0	1
1789353987.8882	rest		R	1	0.0015	0.0018	0.0004	0.0043	0.1036	0.9944	-0.1249		0	0	0	0	1
1789353987.8993	rest		L	1	0.0015	0.0022	0.0008	0.0059	0.1089	0.9913	-0.1546		0	0	0	0	1
1789353987.8993	rest		R	1	0.0015	0.0018	0.0004	0.0043	0.1035	0.9944	-0.1241		0	0	0	0	1
1789353987.9106	rest		L	1	0.0015	0.0022	0.0008	0.0059	0.1089	0.9913	-0.1547		0	0	0	0	1
1789353987.9106	rest		R	1	0.0015	0.0018	0.0004	0.0043	0.1035	0.9945	-0.1232		0	0	0	0	1
1789353987.9216	rest		L	1	0.0015	0.0022	0.0008	0.0059	0.1089	0.9913	-0.1545		0	0	0	0	1
1789353987.9216	rest		R	1	0.0015	0.0018	0.0004	0.0043	0.1036	0.9945	-0.1237		0	0	0	0	1
1789353987.9326	rest		L	1	0.0015	0.0022	0.0008	0.0059	0.1089	0.9913	-0.1545		0	0	0	0	1
1789353987.9326	rest		R	1	0.0015	0.0018	0.0004	0.0044	0.1036	0.9945	-0.1234		0	0	0	0	1
1789353987.9439	rest		L	1	0.0015	0.0022	0.0008	0.0059	0.1089	0.9913	-0.1544		0	0	0	0	1
1789353987.9439	rest		R	1	0.0015	0.0018	0.0004	0.0044	0.1037	0.9945	-0.1231		0	0	0	0	1
1789353987.9549	rest		L	1	0.0015	0.0022	0.0008	0.0060	0.1089	0.9913	-0.1544		0	0	0	0	1
1789353987.9549	rest		R	1	0.0015	0.0018	0.0004	0.0044	0.1037	0.9946	-0.1228		0	0	0	0	1
1789353987.9661	rest		L	1	0.0015	0.0022	0.0008	0.0060	0.1089	0.9912	-0.1556		0	0	0	0	1
1789353987.9661	rest		R	1	0.0015	0.0018	0.0004	0.0044	0.1038	0.9944	-0.1249		0	0	0	0	1
1789353987.9773	rest		L	1	0.0015	0.0022	0.0008	0.0060	0.1089	0.9912	-0.1560		0	0	0	0	1
1789353987.9773	rest		R	1	0.0015	0.0018	0.0004	0.0044	0.1038	0.9944	-0.1255		0	0	0	0	1
1789353987.9884	rest		L	1	0.0015	0.0022	0.0008	0.0060	0.1089	0.9911	-0.1564		0	0	0	0	1
1789353987.9884	rest		R	1	0.0015	0.0018	0.0004	0.0044	0.1039	0.9943	-0.1260		0	0	0	0	1
1789353987.9994	rest		L	1	0.0015	0.0022	0.0008	0.0061	0.1089	0.9912	-0.1569		0	0	0	0	1
1789353987.9994	rest		R	1	0.0015	0.0018	0.0004	0.0044	0.1040	0.9942	-0.1270		0	0	0	0	1
1789353988.0104	rest		L	1	0.0015	0.0022	0.0008	0.0061	0.1088	0.9911	-0.1574		0	0	0	0	1
1789353988.0104	rest		R	1	0.0015	0.0018	0.0004	0.0045	0.1041	0.9942	-0.1280		0	0	0	0	1
1789353988.0216	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1088	0.9911	-0.1579		0	0	0	0	1
1789353988.0216	rest		R	1	0.0015	0.0018	0.0004	0.0045	0.1042	0.9941	-0.1289		0	0	0	0	1
1789353988.0326	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1088	0.9911	-0.1584		0	0	0	0	1
1789353988.0326	rest		R	1	0.0015	0.0018	0.0004	0.0045	0.1042	0.9940	-0.1298		0	0	0	0	1
1789353988.0439	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1088	0.9911	-0.1593		0	0	0	0	1
1789353988.0439	rest		R	1	0.0015	0.0018	0.0004	0.0045	0.1042	0.9939	-0.1300		0	0	0	0	1
1789353988.0550	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1088	0.9910	-0.1600		0	0	0	0	1
1789353988.0550	rest		R	1	0.0015	0.0018	0.0004	0.0045	0.1043	0.9938	-0.1306		0	0	0	0	1
1789353988.0661	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1088	0.9910	-0.1608		0	0	0	0	1
1789353988.0661	rest		R	1	0.0015	0.0018	0.0004	0.0046	0.1043	0.9937	-0.1312		0	0	0	0	1
1789353988.0771	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1088	0.9909	-0.1615		0	0	0	0	1
1789353988.0771	rest		R	1	0.0015	0.0018	0.0004	0.0046	0.1043	0.9937	-0.1318		0	0	0	0	1
1789353988.0883	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1088	0.9910	-0.1609		0	0	0	0	1
1789353988.0883	rest		R	1	0.0015	0.0018	0.0004	0.0046	0.1045	0.9935	-0.1327		0	0	0	0	1
1789353988.0994	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1089	0.9910	-0.1611		0	0	0	0	1
1789353988.0994	rest		R	1	0.0015	0.0018	0.0004	0.0046	0.1046	0.9934	-0.1334		0	0	0	0	1
1789353988.1106	rest		L	1	0.0015	0.0022	0.0009	0.0062	0.1089	0.9910	-0.1614		0	0	0	0	1
1789353988.1106	rest		R	1	0.0015	0.0018	0.0004	0.0046	0.1046	0.9933	-0.1341		0	0	0	0	1
1789353988.1218	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9910	-0.1613		0	0	0	0	1
1789353988.1218	rest		R	1	0.0015	0.0018	0.0004	0.0047	0.1047	0.9933	-0.1343		0	0	0	0	1
1789353988.1327	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9909	-0.1615		0	0	0	0	1
1789353988.1327	rest		R	1	0.0015	0.0018	0.0004	0.0047	0.1048	0.9932	-0.1349		0	0	0	0	1
1789353988.1438	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9909	-0.1617		0	0	0	0	1
1789353988.1438	rest		R	1	0.0015	0.0018	0.0004	0.0047	0.1048	0.9931	-0.1355		0	0	0	0	1
1789353988.1549	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1090	0.9909	-0.1618		0	0	0	0	1
1789353988.1549	rest		R	1	0.0015	0.0018	0.0004	0.0047	0.1049	0.9930	-0.1359		0	0	0	0	1
1789353988.1660	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9910	-0.1610		0	0	0	0	1
1789353988.1660	rest		R	1	0.0015	0.0018	0.0004	0.0048	0.1048	0.9930	-0.1352		0	0	0	0	1
1789353988.1772	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1088	0.9911	-0.1608		0	0	0	0	1
1789353988.1772	rest		R	1	0.0015	0.0019	0.0004	0.0048	0.1048	0.9929	-0.1352		0	0	0	0	1
1789353988.1884	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1088	0.9911	-0.1605		0	0	0	0	1
1789353988.1884	rest		R	1	0.0015	0.0019	0.0004	0.0048	0.1048	0.9928	-0.1352		0	0	0	0	1
1789353988.1994	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9911	-0.1602		0	0	0	0	1
1789353988.1994	rest		R	1	0.0014	0.0019	0.0004	0.0048	0.1048	0.9929	-0.1351		0	0	0	0	1
1789353988.2105	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9912	-0.1599		0	0	0	0	1
1789353988.2105	rest		R	1	0.0014	0.0019	0.0004	0.0049	0.1048	0.9928	-0.1350		0	0	0	0	1
1789353988.2218	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9912	-0.1596		0	0	0	0	1
1789353988.2218	rest		R	1	0.0014	0.0019	0.0004	0.0049	0.1048	0.9928	-0.1350		0	0	0	0	1
1789353988.2330	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9913	-0.1593		0	0	0	0	1
1789353988.2330	rest		R	1	0.0014	0.0019	0.0004	0.0049	0.1048	0.9928	-0.1348		0	0	0	0	1
1789353988.2439	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9913	-0.1591		0	0	0	0	1
1789353988.2439	rest		R	1	0.0014	0.0019	0.0004	0.0050	0.1048	0.9926	-0.1363		0	0	0	0	1
1789353988.2547	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9913	-0.1589		0	0	0	0	1
1789353988.2547	rest		R	1	0.0014	0.0019	0.0004	0.0050	0.1048	0.9924	-0.1369		0	0	0	0	1
1789353988.2661	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9914	-0.1586		0	0	0	0	1
1789353988.2661	rest		R	1	0.0014	0.0019	0.0004	0.0051	0.1048	0.9923	-0.1375		0	0	0	0	1
1789353988.2772	rest		L	1	0.0015	0.0022	0.0009	0.0063	0.1089	0.9914	-0.1583		0	0	0	0	1
1789353988.2772	rest		R	1	0.0014	0.0019	0.0004	0.0051	0.1048	0.9921	-0.1381		0	0	0	0	1
1789353988.2883	rest		L	1	0.0015	0.0022	0.0010	0.0063	0.1089	0.9915	-0.1576		0	0	0	0	1
1789353988.2883	rest		R	1	0.0014	0.0019	0.0004	0.0052	0.1049	0.9920	-0.1389		0	0	0	0	1
1789353988.2993	rest		L	1	0.0015	0.0022	0.0010	0.0063	0.1089	0.9916	-0.1572		0	0	0	0	1
1789353988.2993	rest		R	1	0.0014	0.0019	0.0004	0.0052	0.1049	0.9919	-0.1396		0	0	0	0	1
1789353988.3105	rest		L	1	0.0015	0.0022	0.0010	0.0063	0.1089	0.9916	-0.1567		0	0	0	0	1
1789353988.3105	rest		R	1	0.0014	0.0019	0.0004	0.0053	0.1050	0.9917	-0.1403		0	0	0	0	1
1789353988.3217	rest		L	1	0.0015	0.0022	0.0010	0.0063	0.1090	0.9917	-0.1560		0	0	0	0	1
1789353988.3217	rest		R	1	0.0015	0.0019	0.0004	0.0053	0.1050	0.9917	-0.1405		0	0	0	0	1
1789353988.3327	rest		L	1	0.0015	0.0022	0.0010	0.0064	0.1090	0.9918	-0.1554		0	0	0	0	1
1789353988.3327	rest		R	1	0.0015	0.0019	0.0004	0.0054	0.1050	0.9916	-0.1410		0	0	0	0	1
1789353988.3438	rest		L	1	0.0015	0.0022	0.0010	0.0064	0.1090	0.9919	-0.1548		0	0	0	0	1
1789353988.3438	rest		R	1	0.0015	0.0019	0.0004	0.0054	0.1050	0.9915	-0.1414		0	0	0	0	1
1789353988.3551	rest		L	1	0.0015	0.0022	0.0010	0.0064	0.1090	0.9920	-0.1541		0	0	0	0	1
1789353988.3551	rest		R	1	0.0015	0.0020	0.0004	0.0055	0.1051	0.9914	-0.1419		0	0	0	0	1
1789353988.3660	rest		L	1	0.0015	0.0022	0.0010	0.0064	0.1090	0.9919	-0.1543		0	0	0	0	1
1789353988.3660	rest		R	1	0.0015	0.0020	0.0004	0.0055	0.1052	0.9913	-0.1432		0	0	0	0	1
1789353988.3772	rest		L	1	0.0015	0.0022	0.0010	0.0064	0.1090	0.9920	-0.1539		0	0	0	0	1
1789353988.3772	rest		R	1	0.0015	0.0020	0.0004	0.0055	0.1052	0.9912	-0.1440		0	0	0	0	1
1789353988.3885	rest		L	1	0.0015	0.0022	0.0010	0.0064	0.1090	0.9920	-0.1536		0	0	0	0	1
1789353988.3885	rest		R	1	0.0015	0.0020	0.0004	0.0056	0.1053	0.9910	-0.1448		0	0	0	0	1
