# сэмплер частоты GPU, период 0.5 с
# лестница: 690000000 640000000 599000000 545000000 492000000 456000000 421000000 350000000 317000000 285000000 
# unix_время	клок_Гц	загрузка_%	резиденция_по_ступеням
1789437264.032177829	456000000	46	0 41594637 84556184 169461286 1071101178 2727938254 74444 76541 11845 1242547 
1789437264.583627937	456000000	66	0 41594637 84556184 169461286 1071101178 2728311066 74444 76541 11845 1242547 
1789437265.137692992	456000000	66	0 41594637 84556184 169461286 1071101178 2728692093 74444 76541 11845 1242547 
1789437265.692345026	456000000	68	0 41594637 84556184 169461286 1071101178 2729071238 74444 76541 11845 1242547 
1789437266.239113779	640000000	68	0 41768067 84567970 169471547 1071112302 2729152247 74444 76541 11845 1242547 
1789437266.792385969	545000000	60	0 41793524 84606332 169826215 1071155879 2729152247 74444 76541 11845 1242547 
1789437267.342489878	599000000	60	0 41793524 84899398 169986217 1071155879 2729152247 74444 76541 11845 1242547 
1789437267.890455922	599000000	84	0 41793524 85342689 169986217 1071155879 2729152247 74444 76541 11845 1242547 
1789437268.443370613	599000000	80	0 41793524 85741491 169986217 1071155879 2729152247 74444 76541 11845 1242547 
1789437268.987409729	599000000	80	0 41793524 85895040 169986217 1071155879 2729152247 74444 76541 11845 1242547 
1789437269.538928482	599000000	27	0 41793524 86051386 169986217 1071155879 2729152247 74444 76541 11845 1242547 
1789437270.086063953	545000000	27	0 41793524 86070936 170130155 1071155879 2729152247 74444 76541 11845 1242547 
1789437270.632274841	492000000	29	0 41793524 86070936 170287853 1071163683 2729152247 74444 76541 11845 1242547 
1789437271.176004531	492000000	29	0 41793524 86070936 170287853 1071340171 2729152247 74444 76541 11845 1242547 
1789437271.728400627	456000000	33	0 41793524 86070936 170287853 1071506246 2729200187 74444 76541 11845 1242547 
1789437272.279212297	456000000	33	0 41793524 86070936 170287853 1071506246 2729395584 74444 76541 11845 1242547 
1789437272.821321413	456000000	36	0 41793524 86070936 170287853 1071506246 2729591270 74444 76541 11845 1242547 
1789437273.371491729	456000000	36	0 41793524 86070936 170287853 1071506246 2729788753 74444 76541 11845 1242547 
1789437273.920309283	456000000	35	0 41793524 86070936 170287853 1071506246 2729966218 74444 76541 11845 1242547 
1789437274.470974442	456000000	36	0 41793524 86070936 170287853 1071506246 2730190255 74444 76541 11845 1242547 
1789437275.026320435	456000000	36	0 41793524 86070936 170287853 1071506246 2730421844 74444 76541 11845 1242547 
1789437275.581543720	456000000	42	0 41793524 86070936 170287853 1071506246 2730679046 74444 76541 11845 1242547 
1789437276.136629973	456000000	42	0 41793524 86070936 170287853 1071506246 2730930587 74444 76541 11845 1242547 
1789437276.694048935	456000000	44	0 41793524 86070936 170287853 1071506246 2731129073 74444 76541 11845 1242547 
1789437277.242858781	456000000	44	0 41793524 86070936 170287853 1071506246 2731359622 74444 76541 11845 1242547 
1789437277.795993732	456000000	39	0 41793524 86070936 170287853 1071506246 2731589988 74444 76541 11845 1242547 
1789437278.349668943	456000000	39	0 41793524 86070936 170287853 1071506246 2731821505 74444 76541 11845 1242547 
1789437278.904682124	456000000	41	0 41793524 86070936 170287853 1071506246 2732028700 74444 76541 11845 1242547 
1789437279.461635044	456000000	38	0 41793524 86070936 170287853 1071506246 2732252120 74444 76541 11845 1242547 
1789437280.017813953	456000000	38	0 41793524 86070936 170287853 1071506246 2732484731 74444 76541 11845 1242547 
1789437280.572309373	456000000	41	0 41793524 86070936 170287853 1071506246 2732717253 74444 76541 11845 1242547 
1789437281.129837241	456000000	41	0 41793524 86070936 170287853 1071506246 2732955237 74444 76541 11845 1242547 
1789437281.689165213	456000000	40	0 41793524 86070936 170287853 1071506246 2733163399 74444 76541 11845 1242547 
1789437282.239664018	456000000	40	0 41793524 86070936 170287853 1071506246 2733370501 74444 76541 11845 1242547 
1789437282.789694646	456000000	38	0 41793524 86070936 170287853 1071506246 2733604268 74444 76541 11845 1242547 
1789437283.347441524	456000000	38	0 41793524 86070936 170287853 1071506246 2733837766 74444 76541 11845 1242547 
1789437283.906307986	456000000	42	0 41793524 86070936 170287853 1071506246 2734069649 74444 76541 11845 1242547 
1789437284.463191531	456000000	38	0 41793524 86070936 170287853 1071506246 2734267784 74444 76541 11845 1242547 
1789437285.015100441	456000000	38	0 41793524 86070936 170287853 1071506246 2734497925 74444 76541 11845 1242547 
1789437285.566361485	456000000	41	0 41793524 86070936 170287853 1071506246 2734730617 74444 76541 11845 1242547 
1789437286.122036905	456000000	41	0 41793524 86070936 170287853 1071506246 2734961552 74444 76541 11845 1242547 
1789437286.674824096	456000000	41	0 41793524 86070936 170287853 1071506246 2735166746 74444 76541 11845 1242547 
1789437287.224258838	456000000	41	0 41793524 86070936 170287853 1071506246 2735389250 74444 76541 11845 1242547 
1789437287.774979257	456000000	38	0 41793524 86070936 170287853 1071506246 2735635236 74444 76541 11845 1242547 
1789437288.334215198	456000000	38	0 41793524 86070936 170287853 1071506246 2735878633 74444 76541 11845 1242547 
1789437288.888718170	456000000	44	0 41793524 86070936 170287853 1071506246 2736121118 74444 76541 11845 1242547 
1789437289.442946767	456000000	41	0 41793524 86070936 170287853 1071506246 2736338520 74444 76541 11845 1242547 
1789437289.993480468	456000000	41	0 41793524 86070936 170287853 1071506246 2736579375 74444 76541 11845 1242547 
1789437290.538935835	456000000	43	0 41793524 86070936 170287853 1071506246 2736821413 74444 76541 11845 1242547 
1789437291.092120004	456000000	43	0 41793524 86070936 170287853 1071506246 2737064407 74444 76541 11845 1242547 
1789437291.645752351	456000000	44	0 41793524 86070936 170287853 1071506246 2737311418 74444 76541 11845 1242547 
1789437292.198644437	456000000	44	0 41793524 86070936 170287853 1071675501 2737436160 74444 76541 11845 1242547 
1789437292.752996732	456000000	53	0 41793524 86070936 170287853 1071675501 2737814046 74444 76541 11845 1242547 
1789437293.298164026	456000000	53	0 41793524 86070936 170287853 1071675501 2738199247 74444 76541 11845 1242547 
1789437293.854738613	456000000	69	0 41793524 86070936 170287853 1071675501 2738576026 74444 76541 11845 1242547 
1789437294.401159761	456000000	68	0 41793524 86070936 170287853 1071675501 2738946905 74444 76541 11845 1242547 
1789437294.950956014	456000000	68	0 41793524 86070936 170287853 1071675501 2739319388 74444 76541 11845 1242547 
1789437295.498624350	456000000	67	0 41793524 86070936 170287853 1071675501 2739691103 74444 76541 11845 1242547 
1789437296.049486696	456000000	67	0 41793524 86070936 170287853 1071675501 2740070008 74444 76541 11845 1242547 
1789437296.597003782	456000000	68	0 41793524 86070936 170287853 1071675501 2740449555 74444 76541 11845 1242547 
1789437297.152176129	456000000	68	0 41793524 86070936 170287853 1071675501 2740852330 74444 76541 11845 1242547 
1789437297.704892278	456000000	72	0 41793524 86070936 170287853 1071675501 2741253389 74444 76541 11845 1242547 
1789437298.254338426	456000000	72	0 41793524 86070936 170287853 1071675501 2741635973 74444 76541 11845 1242547 
1789437298.801113429	456000000	70	0 41793524 86070936 170287853 1071675501 2742018881 74444 76541 11845 1242547 
1789437299.355514213	456000000	70	0 41793524 86070936 170287853 1071675501 2742398973 74444 76541 11845 1242547 
1789437299.907349320	456000000	69	0 41793524 86070936 170287853 1071675501 2742791039 74444 76541 11845 1242547 
1789437300.455980520	456000000	70	0 41793524 86070936 170287853 1071675501 2743183187 74444 76541 11845 1242547 
1789437301.010785524	456000000	70	0 41793524 86070936 170287853 1071675501 2743573874 74444 76541 11845 1242547 
1789437301.563871673	456000000	70	0 41793524 86070936 170287853 1071675501 2743963145 74444 76541 11845 1242547 
1789437302.118008186	456000000	70	0 41793524 86070936 170287853 1071675501 2744351982 74444 76541 11845 1242547 
1789437302.666125064	456000000	70	0 41793524 86070936 170287853 1071675501 2744732755 74444 76541 11845 1242547 
1789437303.216025327	456000000	70	0 41793524 86070936 170287853 1071675501 2745115343 74444 76541 11845 1242547 
1789437303.763418454	456000000	69	0 41793524 86070936 170287853 1071675501 2745492921 74444 76541 11845 1242547 
1789437304.313222155	456000000	69	0 41793524 86070936 170287853 1071675501 2745871510 74444 76541 11845 1242547 
1789437304.866650387	456000000	68	0 41793524 86070936 170287853 1071675501 2746260330 74444 76541 11845 1242547 
1789437305.417349140	456000000	71	0 41793524 86070936 170287853 1071675501 2746654667 74444 76541 11845 1242547 
1789437305.967469767	456000000	71	0 41793524 86070936 170287853 1071675501 2747035029 74444 76541 11845 1242547 
1789437306.515984666	456000000	69	0 41793524 86070936 170287853 1071675501 2747411682 74444 76541 11845 1242547 
1789437307.065573731	456000000	69	0 41793524 86070936 170287853 1071675501 2747787289 74444 76541 11845 1242547 
1789437307.613603786	456000000	68	0 41793524 86070936 170287853 1071675501 2748165810 74444 76541 11845 1242547 
1789437308.163625299	456000000	68	0 41793524 86070936 170287853 1071675501 2748555534 74444 76541 11845 1242547 
1789437308.712756916	456000000	70	0 41793524 86070936 170287853 1071675501 2748946022 74444 76541 11845 1242547 
1789437309.259375877	456000000	70	0 41793524 86070936 170287853 1071675501 2749331093 74444 76541 11845 1242547 
1789437309.809911556	456000000	70	0 41793524 86070936 170287853 1071675501 2749708286 74444 76541 11845 1242547 
1789437310.359561038	456000000	70	0 41793524 86070936 170287853 1071675501 2750087468 74444 76541 11845 1242547 
1789437310.907813645	456000000	69	0 41793524 86070936 170287853 1071675501 2750463549 74444 76541 11845 1242547 
1789437311.452185574	456000000	68	0 41793524 86070936 170287853 1071675501 2750840738 74444 76541 11845 1242547 
1789437312.003022556	456000000	68	0 41793524 86070936 170287853 1071675501 2751215564 74444 76541 11845 1242547 
1789437312.555541570	456000000	68	0 41793524 86070936 170287853 1071675501 2751592868 74444 76541 11845 1242547 
1789437313.105137249	456000000	68	0 41793524 86070936 170287853 1071675501 2751973403 74444 76541 11845 1242547 
1789437313.658941211	456000000	68	0 41793524 86070936 170287853 1071675501 2752356377 74444 76541 11845 1242547 
1789437314.209806214	456000000	68	0 41793524 86070936 170287853 1071675501 2752741889 74444 76541 11845 1242547 
1789437314.757776164	456000000	70	0 41793524 86070936 170287853 1071675501 2753124890 74444 76541 11845 1242547 
1789437315.311214709	456000000	70	0 41793524 86070936 170287853 1071675501 2753501717 74444 76541 11845 1242547 
1789437315.864161587	456000000	68	0 41793524 86070936 170287853 1071675501 2753892142 74444 76541 11845 1242547 
1789437316.411351745	456000000	70	0 41793524 86070936 170287853 1071675501 2754270866 74444 76541 11845 1242547 
1789437316.961285498	456000000	70	0 41793524 86070936 170287853 1071675501 2754648353 74444 76541 11845 1242547 
