# память GPU процесса org.flamti.vrge.probe (PID 31747), период 1 с
# unix_время	тип	total_KB	mapped_KB	count
1789398409.546268325	vk_cmdbuffer	3144	3144	155
1789398409.546268325	vk_descriptorpo	784	784	26
1789398409.546268325	vk_device	212	212	10
1789398409.546268325	vk_devicememory	560856	491520	8
1789398409.546268325	vk_image	628	628	4
1789398409.546268325	vk_program	212	212	3
1789398409.546268325	vk_queue	8264	8264	3
1789398410.566816082	any(0)	660	84	13
1789398410.566816082	command	32	32	2
1789398410.566816082	gl	128	128	2
1789398410.566816082	vk_any	1024	1024	16
1789398410.566816082	vk_cmdbuffer	3144	3144	155
1789398410.566816082	vk_descriptorpo	768	768	25
1789398410.566816082	vk_device	212	212	10
1789398410.566816082	vk_devicememory	560856	491520	8
1789398410.566816082	vk_image	628	628	4
1789398410.566816082	vk_program	212	212	3
1789398410.566816082	vk_queue	8264	8264	3
1789398411.590390403	any(0)	660	84	13
1789398411.590390403	command	32	32	2
1789398411.590390403	gl	128	128	2
1789398411.590390403	vk_any	1024	1024	16
1789398411.590390403	vk_cmdbuffer	3144	3144	155
1789398411.590390403	vk_descriptorpo	768	768	25
1789398411.590390403	vk_device	212	212	10
1789398411.590390403	vk_devicememory	560856	491520	8
1789398411.590390403	vk_image	628	628	4
1789398411.590390403	vk_program	212	212	3
1789398411.590390403	vk_queue	8264	8264	3
1789398412.615485818	any(0)	660	84	13
1789398412.615485818	command	32	32	2
1789398412.615485818	gl	128	128	2
1789398412.615485818	vk_any	1024	1024	16
1789398412.615485818	vk_cmdbuffer	3144	3144	155
1789398412.615485818	vk_descriptorpo	768	768	25
1789398412.615485818	vk_device	212	212	10
1789398412.615485818	vk_devicememory	560856	491520	8
1789398412.615485818	vk_image	628	628	4
1789398412.615485818	vk_program	212	212	3
1789398412.615485818	vk_queue	8264	8264	3
1789398413.640235659	any(0)	660	84	13
1789398413.640235659	command	32	32	2
1789398413.640235659	gl	128	128	2
1789398413.640235659	vk_any	1024	1024	16
1789398413.640235659	vk_cmdbuffer	3144	3144	155
1789398413.640235659	vk_descriptorpo	736	736	23
1789398413.640235659	vk_device	212	212	10
1789398413.640235659	vk_devicememory	560856	491520	8
1789398413.640235659	vk_image	628	628	4
1789398413.640235659	vk_program	212	212	3
1789398413.640235659	vk_queue	8264	8264	3
1789398414.665821178	any(0)	660	84	13
1789398414.665821178	command	32	32	2
1789398414.665821178	gl	128	128	2
1789398414.665821178	vk_any	1024	1024	16
1789398414.665821178	vk_cmdbuffer	3144	3144	155
1789398414.665821178	vk_descriptorpo	736	736	23
1789398414.665821178	vk_device	212	212	10
1789398414.665821178	vk_devicememory	560856	491520	8
1789398414.665821178	vk_image	628	628	4
1789398414.665821178	vk_program	212	212	3
1789398414.665821178	vk_queue	8264	8264	3
1789398415.694121697	any(0)	660	84	13
1789398415.694121697	command	32	32	2
1789398415.694121697	gl	128	128	2
1789398415.694121697	vk_any	1024	1024	16
1789398415.694121697	vk_cmdbuffer	3144	3144	155
1789398415.694121697	vk_descriptorpo	736	736	23
1789398415.694121697	vk_device	212	212	10
1789398415.694121697	vk_devicememory	560856	491520	8
1789398415.694121697	vk_image	628	628	4
1789398415.694121697	vk_program	212	212	3
1789398415.694121697	vk_queue	8264	8264	3
1789398416.719868102	any(0)	660	84	13
1789398416.719868102	command	32	32	2
1789398416.719868102	gl	128	128	2
1789398416.719868102	vk_any	1024	1024	16
1789398416.719868102	vk_cmdbuffer	3144	3144	155
1789398416.719868102	vk_descriptorpo	720	720	22
1789398416.719868102	vk_device	212	212	10
1789398416.719868102	vk_devicememory	560856	491520	8
1789398416.719868102	vk_image	628	628	4
1789398416.719868102	vk_program	212	212	3
1789398416.719868102	vk_queue	8264	8264	3
1789398417.748351017	any(0)	660	84	13
1789398417.748351017	command	32	32	2
1789398417.748351017	gl	128	128	2
1789398417.748351017	vk_any	1024	1024	16
1789398417.748351017	vk_cmdbuffer	3144	3144	155
1789398417.748351017	vk_descriptorpo	720	720	22
1789398417.748351017	vk_device	212	212	10
1789398417.748351017	vk_devicememory	560856	491520	8
1789398417.748351017	vk_image	628	628	4
1789398417.748351017	vk_program	212	212	3
1789398417.748351017	vk_queue	8264	8264	3
1789398418.772163567	any(0)	660	84	13
1789398418.772163567	command	32	32	2
1789398418.772163567	gl	128	128	2
1789398418.772163567	vk_any	1024	1024	16
1789398418.772163567	vk_cmdbuffer	3144	3144	155
1789398418.772163567	vk_descriptorpo	720	720	22
1789398418.772163567	vk_device	212	212	10
1789398418.772163567	vk_devicememory	560856	491520	8
1789398418.772163567	vk_image	628	628	4
1789398418.772163567	vk_program	212	212	3
1789398418.772163567	vk_queue	8264	8264	3
1789398419.797604033	any(0)	660	84	13
1789398419.797604033	command	32	32	2
1789398419.797604033	gl	128	128	2
1789398419.797604033	vk_any	1024	1024	16
1789398419.797604033	vk_cmdbuffer	3144	3144	155
1789398419.797604033	vk_descriptorpo	704	704	21
1789398419.797604033	vk_device	212	212	10
1789398419.797604033	vk_devicememory	560856	491520	8
1789398419.797604033	vk_image	628	628	4
1789398419.797604033	vk_program	212	212	3
1789398419.797604033	vk_queue	8264	8264	3
1789398420.824252938	any(0)	660	84	13
1789398420.824252938	command	32	32	2
1789398420.824252938	gl	128	128	2
1789398420.824252938	vk_any	1024	1024	16
1789398420.824252938	vk_cmdbuffer	3144	3144	155
1789398420.824252938	vk_descriptorpo	704	704	21
1789398420.824252938	vk_device	212	212	10
1789398420.824252938	vk_devicememory	560856	491520	8
1789398420.824252938	vk_image	628	628	4
1789398420.824252938	vk_program	212	212	3
1789398420.824252938	vk_queue	8264	8264	3
1789398421.848157571	any(0)	660	84	13
1789398421.848157571	command	32	32	2
1789398421.848157571	gl	128	128	2
1789398421.848157571	vk_any	1024	1024	16
1789398421.848157571	vk_cmdbuffer	3144	3144	155
1789398421.848157571	vk_descriptorpo	704	704	21
1789398421.848157571	vk_device	212	212	10
1789398421.848157571	vk_devicememory	560856	491520	8
1789398421.848157571	vk_image	628	628	4
1789398421.848157571	vk_program	212	212	3
1789398421.848157571	vk_queue	8264	8264	3
1789398422.870458506	any(0)	660	84	13
1789398422.870458506	command	32	32	2
1789398422.870458506	gl	128	128	2
1789398422.870458506	vk_any	1024	1024	16
1789398422.870458506	vk_cmdbuffer	3144	3144	155
1789398422.870458506	vk_descriptorpo	704	704	21
1789398422.870458506	vk_device	212	212	10
1789398422.870458506	vk_devicememory	560856	491520	8
1789398422.870458506	vk_image	628	628	4
1789398422.870458506	vk_program	212	212	3
1789398422.870458506	vk_queue	8264	8264	3
1789398423.899482671	any(0)	660	84	13
1789398423.899482671	command	32	32	2
1789398423.899482671	gl	128	128	2
1789398423.899482671	vk_any	1024	1024	16
1789398423.899482671	vk_cmdbuffer	3144	3144	155
1789398423.899482671	vk_descriptorpo	704	704	21
1789398423.899482671	vk_device	212	212	10
1789398423.899482671	vk_devicememory	560856	491520	8
1789398423.899482671	vk_image	628	628	4
1789398423.899482671	vk_program	212	212	3
1789398423.899482671	vk_queue	8264	8264	3
1789398424.928170690	any(0)	660	84	13
1789398424.928170690	command	32	32	2
1789398424.928170690	gl	128	128	2
1789398424.928170690	vk_any	1024	1024	16
1789398424.928170690	vk_cmdbuffer	3144	3144	155
1789398424.928170690	vk_descriptorpo	704	704	21
1789398424.928170690	vk_device	212	212	10
1789398424.928170690	vk_devicememory	560856	491520	8
1789398424.928170690	vk_image	628	628	4
1789398424.928170690	vk_program	212	212	3
1789398424.928170690	vk_queue	8264	8264	3
1789398425.951980792	any(0)	660	84	13
1789398425.951980792	command	32	32	2
1789398425.951980792	gl	128	128	2
1789398425.951980792	vk_any	1024	1024	16
1789398425.951980792	vk_cmdbuffer	3144	3144	155
1789398425.951980792	vk_descriptorpo	688	688	20
1789398425.951980792	vk_device	212	212	10
1789398425.951980792	vk_devicememory	560856	491520	8
1789398425.951980792	vk_image	628	628	4
1789398425.951980792	vk_program	212	212	3
1789398425.951980792	vk_queue	8264	8264	3
1789398426.976087248	any(0)	660	84	13
1789398426.976087248	command	32	32	2
1789398426.976087248	gl	128	128	2
1789398426.976087248	vk_any	1024	1024	16
1789398426.976087248	vk_cmdbuffer	3144	3144	155
1789398426.976087248	vk_descriptorpo	688	688	20
1789398426.976087248	vk_device	212	212	10
1789398426.976087248	vk_devicememory	560856	491520	8
1789398426.976087248	vk_image	628	628	4
1789398426.976087248	vk_program	212	212	3
1789398426.976087248	vk_queue	8264	8264	3
1789398428.001595476	any(0)	660	84	13
1789398428.001595476	command	32	32	2
1789398428.001595476	gl	128	128	2
1789398428.001595476	vk_any	1024	1024	16
1789398428.001595476	vk_cmdbuffer	3144	3144	155
1789398428.001595476	vk_descriptorpo	688	688	20
1789398428.001595476	vk_device	212	212	10
1789398428.001595476	vk_devicememory	560856	491520	8
1789398428.001595476	vk_image	628	628	4
1789398428.001595476	vk_program	212	212	3
1789398428.001595476	vk_queue	8264	8264	3
1789398429.026757609	any(0)	660	84	13
1789398429.026757609	command	32	32	2
1789398429.026757609	gl	128	128	2
1789398429.026757609	vk_any	1024	1024	16
1789398429.026757609	vk_cmdbuffer	3144	3144	155
1789398429.026757609	vk_descriptorpo	672	672	19
1789398429.026757609	vk_device	212	212	10
1789398429.026757609	vk_devicememory	560856	491520	8
1789398429.026757609	vk_image	628	628	4
1789398429.026757609	vk_program	212	212	3
1789398429.026757609	vk_queue	8264	8264	3
1789398430.052018909	any(0)	660	84	13
1789398430.052018909	command	32	32	2
1789398430.052018909	gl	128	128	2
1789398430.052018909	vk_any	1024	1024	16
1789398430.052018909	vk_cmdbuffer	3144	3144	155
1789398430.052018909	vk_descriptorpo	672	672	19
1789398430.052018909	vk_device	212	212	10
1789398430.052018909	vk_devicememory	560856	491520	8
1789398430.052018909	vk_image	628	628	4
1789398430.052018909	vk_program	212	212	3
1789398430.052018909	vk_queue	8264	8264	3
1789398431.074950417	any(0)	660	84	13
1789398431.074950417	command	32	32	2
1789398431.074950417	gl	128	128	2
1789398431.074950417	vk_any	1024	1024	16
1789398431.074950417	vk_cmdbuffer	3144	3144	155
1789398431.074950417	vk_descriptorpo	672	672	19
1789398431.074950417	vk_device	212	212	10
1789398431.074950417	vk_devicememory	560856	491520	8
1789398431.074950417	vk_image	628	628	4
1789398431.074950417	vk_program	212	212	3
1789398431.074950417	vk_queue	8264	8264	3
1789398432.099093852	any(0)	660	84	13
1789398432.099093852	command	32	32	2
1789398432.099093852	gl	128	128	2
1789398432.099093852	vk_any	1024	1024	16
1789398432.099093852	vk_cmdbuffer	3144	3144	155
1789398432.099093852	vk_descriptorpo	656	656	18
1789398432.099093852	vk_device	212	212	10
1789398432.099093852	vk_devicememory	560856	491520	8
1789398432.099093852	vk_image	628	628	4
1789398432.099093852	vk_program	212	212	3
1789398432.099093852	vk_queue	8264	8264	3
1789398433.122958902	any(0)	660	84	13
1789398433.122958902	command	32	32	2
1789398433.122958902	gl	128	128	2
1789398433.122958902	vk_any	1024	1024	16
1789398433.122958902	vk_cmdbuffer	3144	3144	155
1789398433.122958902	vk_descriptorpo	656	656	18
1789398433.122958902	vk_device	212	212	10
1789398433.122958902	vk_devicememory	560856	491520	8
1789398433.122958902	vk_image	628	628	4
1789398433.122958902	vk_program	212	212	3
1789398433.122958902	vk_queue	8264	8264	3
1789398434.152699682	any(0)	660	84	13
1789398434.152699682	command	32	32	2
1789398434.152699682	gl	128	128	2
1789398434.152699682	vk_any	1024	1024	16
1789398434.152699682	vk_cmdbuffer	3144	3144	155
1789398434.152699682	vk_descriptorpo	656	656	18
1789398434.152699682	vk_device	212	212	10
1789398434.152699682	vk_devicememory	560856	491520	8
1789398434.152699682	vk_image	628	628	4
1789398434.152699682	vk_program	212	212	3
1789398434.152699682	vk_queue	8264	8264	3
1789398435.182074732	any(0)	660	84	13
1789398435.182074732	command	32	32	2
1789398435.182074732	gl	128	128	2
1789398435.182074732	vk_any	1024	1024	16
1789398435.182074732	vk_cmdbuffer	3144	3144	155
1789398435.182074732	vk_descriptorpo	656	656	18
1789398435.182074732	vk_device	212	212	10
1789398435.182074732	vk_devicememory	560856	491520	8
1789398435.182074732	vk_image	628	628	4
1789398435.182074732	vk_program	212	212	3
1789398435.182074732	vk_queue	8264	8264	3
1789398436.207071553	any(0)	660	84	13
1789398436.207071553	command	32	32	2
1789398436.207071553	gl	128	128	2
1789398436.207071553	vk_any	1024	1024	16
1789398436.207071553	vk_cmdbuffer	3144	3144	155
1789398436.207071553	vk_descriptorpo	656	656	18
1789398436.207071553	vk_device	212	212	10
1789398436.207071553	vk_devicememory	560856	491520	8
1789398436.207071553	vk_image	628	628	4
1789398436.207071553	vk_program	212	212	3
1789398436.207071553	vk_queue	8264	8264	3
1789398437.233122749	any(0)	660	84	13
1789398437.233122749	command	32	32	2
1789398437.233122749	gl	128	128	2
1789398437.233122749	vk_any	1024	1024	16
1789398437.233122749	vk_cmdbuffer	3144	3144	155
1789398437.233122749	vk_descriptorpo	656	656	18
1789398437.233122749	vk_device	212	212	10
1789398437.233122749	vk_devicememory	560856	491520	8
1789398437.233122749	vk_image	628	628	4
1789398437.233122749	vk_program	212	212	3
1789398437.233122749	vk_queue	8264	8264	3
1789398438.259435820	any(0)	660	84	13
1789398438.259435820	command	32	32	2
1789398438.259435820	gl	128	128	2
1789398438.259435820	vk_any	1024	1024	16
1789398438.259435820	vk_cmdbuffer	3144	3144	155
1789398438.259435820	vk_descriptorpo	640	640	17
1789398438.259435820	vk_device	212	212	10
1789398438.259435820	vk_devicememory	560856	491520	8
1789398438.259435820	vk_image	628	628	4
1789398438.259435820	vk_program	212	212	3
1789398438.259435820	vk_queue	8264	8264	3
1789398439.281175245	any(0)	660	84	13
1789398439.281175245	command	32	32	2
1789398439.281175245	gl	128	128	2
1789398439.281175245	vk_any	1024	1024	16
1789398439.281175245	vk_cmdbuffer	3144	3144	155
1789398439.281175245	vk_descriptorpo	640	640	17
1789398439.281175245	vk_device	212	212	10
1789398439.281175245	vk_devicememory	560856	491520	8
1789398439.281175245	vk_image	628	628	4
1789398439.281175245	vk_program	212	212	3
1789398439.281175245	vk_queue	8264	8264	3
1789398440.303647743	any(0)	660	84	13
1789398440.303647743	command	32	32	2
1789398440.303647743	gl	128	128	2
1789398440.303647743	vk_any	1024	1024	16
1789398440.303647743	vk_cmdbuffer	3144	3144	155
1789398440.303647743	vk_descriptorpo	640	640	17
1789398440.303647743	vk_device	212	212	10
1789398440.303647743	vk_devicememory	560856	491520	8
1789398440.303647743	vk_image	628	628	4
1789398440.303647743	vk_program	212	212	3
1789398440.303647743	vk_queue	8264	8264	3
1789398441.328109980	any(0)	660	84	13
1789398441.328109980	command	32	32	2
1789398441.328109980	gl	128	128	2
1789398441.328109980	vk_any	1024	1024	16
1789398441.328109980	vk_cmdbuffer	3144	3144	155
1789398441.328109980	vk_descriptorpo	624	624	16
1789398441.328109980	vk_device	212	212	10
1789398441.328109980	vk_devicememory	560856	491520	8
1789398441.328109980	vk_image	628	628	4
1789398441.328109980	vk_program	212	212	3
1789398441.328109980	vk_queue	8264	8264	3
1789398442.351062895	any(0)	660	84	13
1789398442.351062895	command	32	32	2
1789398442.351062895	gl	128	128	2
1789398442.351062895	vk_any	1024	1024	16
1789398442.351062895	vk_cmdbuffer	3144	3144	155
1789398442.351062895	vk_descriptorpo	624	624	16
1789398442.351062895	vk_device	212	212	10
1789398442.351062895	vk_devicememory	560856	491520	8
1789398442.351062895	vk_image	628	628	4
1789398442.351062895	vk_program	212	212	3
1789398442.351062895	vk_queue	8264	8264	3
1789398443.373288361	any(0)	660	84	13
1789398443.373288361	command	32	32	2
1789398443.373288361	gl	128	128	2
1789398443.373288361	vk_any	1024	1024	16
1789398443.373288361	vk_cmdbuffer	3144	3144	155
1789398443.373288361	vk_descriptorpo	624	624	16
1789398443.373288361	vk_device	212	212	10
1789398443.373288361	vk_devicememory	560856	491520	8
1789398443.373288361	vk_image	628	628	4
1789398443.373288361	vk_program	212	212	3
1789398443.373288361	vk_queue	8264	8264	3
1789398444.398286328	any(0)	660	84	13
1789398444.398286328	command	32	32	2
1789398444.398286328	gl	128	128	2
1789398444.398286328	vk_any	1024	1024	16
1789398444.398286328	vk_cmdbuffer	3144	3144	155
1789398444.398286328	vk_descriptorpo	608	608	15
1789398444.398286328	vk_device	212	212	10
1789398444.398286328	vk_devicememory	560856	491520	8
1789398444.398286328	vk_image	628	628	4
1789398444.398286328	vk_program	212	212	3
1789398444.398286328	vk_queue	8264	8264	3
1789398445.425671222	any(0)	660	84	13
1789398445.425671222	command	32	32	2
1789398445.425671222	gl	128	128	2
1789398445.425671222	vk_any	1024	1024	16
1789398445.425671222	vk_cmdbuffer	3144	3144	155
1789398445.425671222	vk_descriptorpo	608	608	15
1789398445.425671222	vk_device	212	212	10
1789398445.425671222	vk_devicememory	560856	491520	8
1789398445.425671222	vk_image	628	628	4
1789398445.425671222	vk_program	212	212	3
1789398445.425671222	vk_queue	8264	8264	3
1789398446.455108980	any(0)	660	84	13
1789398446.455108980	command	32	32	2
1789398446.455108980	gl	128	128	2
1789398446.455108980	vk_any	1024	1024	16
1789398446.455108980	vk_cmdbuffer	3144	3144	155
1789398446.455108980	vk_descriptorpo	608	608	15
1789398446.455108980	vk_device	212	212	10
1789398446.455108980	vk_devicememory	560856	491520	8
1789398446.455108980	vk_image	628	628	4
1789398446.455108980	vk_program	212	212	3
1789398446.455108980	vk_queue	8264	8264	3
1789398447.481472572	any(0)	660	84	13
1789398447.481472572	command	32	32	2
1789398447.481472572	gl	128	128	2
1789398447.481472572	vk_any	1024	1024	16
1789398447.481472572	vk_cmdbuffer	3144	3144	155
1789398447.481472572	vk_descriptorpo	592	592	14
1789398447.481472572	vk_device	212	212	10
1789398447.481472572	vk_devicememory	560856	491520	8
1789398447.481472572	vk_image	628	628	4
1789398447.481472572	vk_program	212	212	3
1789398447.481472572	vk_queue	8264	8264	3
1789398448.508538456	any(0)	660	84	13
1789398448.508538456	command	32	32	2
1789398448.508538456	gl	128	128	2
1789398448.508538456	vk_any	1024	1024	16
1789398448.508538456	vk_cmdbuffer	3144	3144	155
1789398448.508538456	vk_descriptorpo	592	592	14
1789398448.508538456	vk_device	212	212	10
1789398448.508538456	vk_devicememory	560856	491520	8
1789398448.508538456	vk_image	628	628	4
1789398448.508538456	vk_program	212	212	3
1789398448.508538456	vk_queue	8264	8264	3
1789398449.538957829	any(0)	660	84	13
1789398449.538957829	command	32	32	2
1789398449.538957829	gl	128	128	2
1789398449.538957829	vk_any	1024	1024	16
1789398449.538957829	vk_cmdbuffer	3144	3144	155
1789398449.538957829	vk_descriptorpo	592	592	14
1789398449.538957829	vk_device	212	212	10
1789398449.538957829	vk_devicememory	560856	491520	8
1789398449.538957829	vk_image	628	628	4
1789398449.538957829	vk_program	212	212	3
1789398449.538957829	vk_queue	8264	8264	3
1789398450.563144546	any(0)	660	84	13
1789398450.563144546	command	32	32	2
1789398450.563144546	gl	128	128	2
1789398450.563144546	vk_any	1024	1024	16
1789398450.563144546	vk_cmdbuffer	3144	3144	155
1789398450.563144546	vk_descriptorpo	560	560	12
1789398450.563144546	vk_device	212	212	10
1789398450.563144546	vk_devicememory	560856	491520	8
1789398450.563144546	vk_image	628	628	4
1789398450.563144546	vk_program	212	212	3
1789398450.563144546	vk_queue	8264	8264	3
1789398451.590939492	any(0)	660	84	13
1789398451.590939492	command	32	32	2
1789398451.590939492	gl	128	128	2
1789398451.590939492	vk_any	1024	1024	16
1789398451.590939492	vk_cmdbuffer	3144	3144	155
1789398451.590939492	vk_descriptorpo	560	560	12
1789398451.590939492	vk_device	212	212	10
1789398451.590939492	vk_devicememory	560856	491520	8
1789398451.590939492	vk_image	628	628	4
1789398451.590939492	vk_program	212	212	3
1789398451.590939492	vk_queue	8264	8264	3
1789398452.619301105	any(0)	660	84	13
1789398452.619301105	command	32	32	2
1789398452.619301105	gl	128	128	2
1789398452.619301105	vk_any	1024	1024	16
1789398452.619301105	vk_cmdbuffer	3144	3144	155
1789398452.619301105	vk_descriptorpo	560	560	12
1789398452.619301105	vk_device	212	212	10
1789398452.619301105	vk_devicememory	560856	491520	8
1789398452.619301105	vk_image	628	628	4
1789398452.619301105	vk_program	212	212	3
1789398452.619301105	vk_queue	8264	8264	3
1789398453.645805895	any(0)	660	84	13
1789398453.645805895	command	32	32	2
1789398453.645805895	gl	128	128	2
1789398453.645805895	vk_any	960	960	15
1789398453.645805895	vk_cmdbuffer	3144	3144	155
1789398453.645805895	vk_descriptorpo	528	528	10
1789398453.645805895	vk_device	212	212	10
1789398453.645805895	vk_devicememory	560856	491520	8
1789398453.645805895	vk_image	628	628	4
1789398453.645805895	vk_program	212	212	3
1789398453.645805895	vk_queue	8264	8264	3
1789398454.678422821	any(0)	660	84	13
1789398454.678422821	command	32	32	2
1789398454.678422821	gl	128	128	2
1789398454.678422821	vk_any	960	960	15
1789398454.678422821	vk_cmdbuffer	3144	3144	155
1789398454.678422821	vk_descriptorpo	528	528	10
1789398454.678422821	vk_device	212	212	10
1789398454.678422821	vk_devicememory	560856	491520	8
1789398454.678422821	vk_image	628	628	4
1789398454.678422821	vk_program	212	212	3
1789398454.678422821	vk_queue	8264	8264	3
1789398455.704814277	any(0)	660	84	13
1789398455.704814277	command	32	32	2
1789398455.704814277	gl	128	128	2
1789398455.704814277	vk_any	960	960	15
1789398455.704814277	vk_cmdbuffer	3144	3144	155
1789398455.704814277	vk_descriptorpo	528	528	10
1789398455.704814277	vk_device	212	212	10
1789398455.704814277	vk_devicememory	560856	491520	8
1789398455.704814277	vk_image	628	628	4
1789398455.704814277	vk_program	212	212	3
1789398455.704814277	vk_queue	8264	8264	3
1789398456.728911827	any(0)	660	84	13
1789398456.728911827	command	32	32	2
1789398456.728911827	gl	128	128	2
1789398456.728911827	vk_any	896	896	14
1789398456.728911827	vk_cmdbuffer	3144	3144	155
1789398456.728911827	vk_descriptorpo	528	528	10
1789398456.728911827	vk_device	212	212	10
1789398456.728911827	vk_devicememory	560856	491520	8
1789398456.728911827	vk_image	224	224	3
1789398456.728911827	vk_program	212	212	3
1789398456.728911827	vk_queue	8264	8264	3
1789398457.752024689	any(0)	660	84	13
1789398457.752024689	command	32	32	2
1789398457.752024689	gl	128	128	2
1789398457.752024689	vk_any	896	896	14
1789398457.752024689	vk_cmdbuffer	3144	3144	155
1789398457.752024689	vk_descriptorpo	528	528	10
1789398457.752024689	vk_device	212	212	10
1789398457.752024689	vk_devicememory	560856	491520	8
1789398457.752024689	vk_image	224	224	3
1789398457.752024689	vk_program	212	212	3
1789398457.752024689	vk_queue	8264	8264	3
1789398458.776774114	any(0)	660	84	13
1789398458.776774114	command	32	32	2
1789398458.776774114	gl	128	128	2
1789398458.776774114	vk_any	896	896	14
1789398458.776774114	vk_cmdbuffer	3144	3144	155
1789398458.776774114	vk_descriptorpo	528	528	10
1789398458.776774114	vk_device	212	212	10
1789398458.776774114	vk_devicememory	560856	491520	8
1789398458.776774114	vk_image	224	224	3
1789398458.776774114	vk_program	212	212	3
1789398458.776774114	vk_queue	8264	8264	3
1789398459.804666560	any(0)	660	84	13
1789398459.804666560	command	32	32	2
1789398459.804666560	gl	128	128	2
1789398459.804666560	vk_any	896	896	14
1789398459.804666560	vk_cmdbuffer	3144	3144	155
1789398459.804666560	vk_descriptorpo	528	528	10
1789398459.804666560	vk_device	212	212	10
1789398459.804666560	vk_devicememory	560856	491520	8
1789398459.804666560	vk_image	224	224	3
1789398459.804666560	vk_program	212	212	3
1789398459.804666560	vk_queue	8264	8264	3
1789398460.826513485	any(0)	660	84	13
1789398460.826513485	command	32	32	2
1789398460.826513485	gl	128	128	2
1789398460.826513485	vk_any	1024	1024	16
1789398460.826513485	vk_cmdbuffer	3144	3144	155
1789398460.826513485	vk_descriptorpo	928	928	35
1789398460.826513485	vk_device	212	212	10
1789398460.826513485	vk_devicememory	560856	491520	8
1789398460.826513485	vk_image	224	224	3
1789398460.826513485	vk_program	212	212	3
1789398460.826513485	vk_queue	8264	8264	3
1789398461.848716608	any(0)	660	84	13
1789398461.848716608	command	32	32	2
1789398461.848716608	gl	128	128	2
1789398461.848716608	vk_any	1024	1024	16
1789398461.848716608	vk_cmdbuffer	3144	3144	155
1789398461.848716608	vk_descriptorpo	928	928	35
1789398461.848716608	vk_device	212	212	10
1789398461.848716608	vk_devicememory	560856	491520	8
1789398461.848716608	vk_image	224	224	3
1789398461.848716608	vk_program	212	212	3
1789398461.848716608	vk_queue	8264	8264	3
1789398462.871649210	any(0)	660	84	13
1789398462.871649210	command	32	32	2
1789398462.871649210	gl	128	128	2
1789398462.871649210	vk_any	1024	1024	16
1789398462.871649210	vk_cmdbuffer	3144	3144	155
1789398462.871649210	vk_descriptorpo	928	928	35
1789398462.871649210	vk_device	212	212	10
1789398462.871649210	vk_devicememory	560856	491520	8
1789398462.871649210	vk_image	224	224	3
1789398462.871649210	vk_program	212	212	3
1789398462.871649210	vk_queue	8264	8264	3
1789398463.897213947	any(0)	660	84	13
1789398463.897213947	command	32	32	2
1789398463.897213947	gl	128	128	2
1789398463.897213947	vk_any	960	960	15
1789398463.897213947	vk_cmdbuffer	3152	3152	156
1789398463.897213947	vk_descriptorpo	608	608	15
1789398463.897213947	vk_device	212	212	10
1789398463.897213947	vk_devicememory	560856	491520	8
1789398463.897213947	vk_image	224	224	3
1789398463.897213947	vk_program	212	212	3
1789398463.897213947	vk_queue	8264	8264	3
1789398464.918192955	any(0)	660	84	13
1789398464.918192955	command	32	32	2
1789398464.918192955	gl	128	128	2
1789398464.918192955	vk_any	1024	1024	16
1789398464.918192955	vk_cmdbuffer	3144	3144	155
1789398464.918192955	vk_descriptorpo	832	832	29
1789398464.918192955	vk_device	212	212	10
1789398464.918192955	vk_devicememory	560856	491520	8
1789398464.918192955	vk_image	224	224	3
1789398464.918192955	vk_program	212	212	3
1789398464.918192955	vk_queue	8264	8264	3
1789398465.941491182	any(0)	660	84	13
1789398465.941491182	command	32	32	2
1789398465.941491182	gl	128	128	2
1789398465.941491182	vk_any	1024	1024	16
1789398465.941491182	vk_cmdbuffer	3144	3144	155
1789398465.941491182	vk_descriptorpo	832	832	29
1789398465.941491182	vk_device	212	212	10
1789398465.941491182	vk_devicememory	560856	491520	8
1789398465.941491182	vk_image	224	224	3
1789398465.941491182	vk_program	212	212	3
1789398465.941491182	vk_queue	8264	8264	3
1789398466.963768732	any(0)	660	84	13
1789398466.963768732	command	32	32	2
1789398466.963768732	gl	128	128	2
1789398466.963768732	vk_any	960	960	15
1789398466.963768732	vk_cmdbuffer	3144	3144	155
1789398466.963768732	vk_descriptorpo	528	528	10
1789398466.963768732	vk_device	212	212	10
1789398466.963768732	vk_devicememory	560856	491520	8
1789398466.963768732	vk_image	224	224	3
1789398466.963768732	vk_program	212	212	3
1789398466.963768732	vk_queue	8264	8264	3
1789398467.985988677	any(0)	660	84	13
1789398467.985988677	command	32	32	2
1789398467.985988677	gl	128	128	2
1789398467.985988677	vk_any	1024	1024	16
1789398467.985988677	vk_cmdbuffer	3144	3144	155
1789398467.985988677	vk_descriptorpo	784	784	26
1789398467.985988677	vk_device	212	212	10
1789398467.985988677	vk_devicememory	560856	491520	8
1789398467.985988677	vk_image	224	224	3
1789398467.985988677	vk_program	212	212	3
1789398467.985988677	vk_queue	8264	8264	3
1789398469.010345707	any(0)	660	84	13
1789398469.010345707	command	32	32	2
1789398469.010345707	gl	128	128	2
1789398469.010345707	vk_any	1024	1024	16
1789398469.010345707	vk_cmdbuffer	3144	3144	155
1789398469.010345707	vk_descriptorpo	784	784	26
1789398469.010345707	vk_device	212	212	10
1789398469.010345707	vk_devicememory	560856	491520	8
1789398469.010345707	vk_image	224	224	3
1789398469.010345707	vk_program	212	212	3
