# память GPU процесса org.flamti.vrge.probe (PID 31747), период 1 с
# unix_время	тип	total_KB	mapped_KB	count
1789398266.056631478	vk_image	224	224	3
1789398266.056631478	vk_queue	8232	8232	3
1789398267.081011268	any(0)	660	84	13
1789398267.081011268	command	32	32	2
1789398267.081011268	gl	128	128	2
1789398267.081011268	vk_any	768	768	12
1789398267.081011268	vk_cmdbuffer	680	680	21
1789398267.081011268	vk_descriptorpo	528	528	10
1789398267.081011268	vk_device	212	212	10
1789398267.081011268	vk_devicememory	298712	229376	7
1789398267.081011268	vk_image	224	224	3
1789398267.081011268	vk_queue	8232	8232	3
1789398268.107611943	any(0)	660	84	13
1789398268.107611943	command	32	32	2
1789398268.107611943	gl	128	128	2
1789398268.107611943	vk_any	768	768	12
1789398268.107611943	vk_cmdbuffer	680	680	21
1789398268.107611943	vk_descriptorpo	528	528	10
1789398268.107611943	vk_device	212	212	10
1789398268.107611943	vk_devicememory	298712	229376	7
1789398268.107611943	vk_image	224	224	3
1789398268.107611943	vk_queue	8232	8232	3
1789398269.136439389	any(0)	660	84	13
1789398269.136439389	command	32	32	2
1789398269.136439389	gl	128	128	2
1789398269.136439389	vk_any	768	768	12
1789398269.136439389	vk_cmdbuffer	680	680	21
1789398269.136439389	vk_descriptorpo	528	528	10
1789398269.136439389	vk_device	212	212	10
1789398269.136439389	vk_devicememory	298712	229376	7
1789398269.136439389	vk_image	224	224	3
1789398269.136439389	vk_queue	8232	8232	3
1789398270.163544283	any(0)	660	84	13
1789398270.163544283	command	32	32	2
1789398270.163544283	gl	128	128	2
1789398270.163544283	vk_any	768	768	12
1789398270.163544283	vk_cmdbuffer	680	680	21
1789398270.163544283	vk_descriptorpo	528	528	10
1789398270.163544283	vk_device	212	212	10
1789398270.163544283	vk_devicememory	298712	229376	7
1789398270.163544283	vk_image	224	224	3
1789398270.163544283	vk_queue	8232	8232	3
1789398271.190563604	any(0)	660	84	13
1789398271.190563604	command	32	32	2
1789398271.190563604	gl	128	128	2
1789398271.190563604	vk_any	768	768	12
1789398271.190563604	vk_cmdbuffer	680	680	21
1789398271.190563604	vk_descriptorpo	528	528	10
1789398271.190563604	vk_device	212	212	10
1789398271.190563604	vk_devicememory	298712	229376	7
1789398271.190563604	vk_image	224	224	3
1789398271.190563604	vk_program	212	212	3
1789398271.190563604	vk_queue	8232	8232	3
1789398272.215048602	any(0)	660	84	13
1789398272.215048602	command	32	32	2
1789398272.215048602	gl	128	128	2
1789398272.215048602	vk_any	768	768	12
1789398272.215048602	vk_cmdbuffer	680	680	21
1789398272.215048602	vk_descriptorpo	528	528	10
1789398272.215048602	vk_device	212	212	10
1789398272.215048602	vk_devicememory	298712	229376	7
1789398272.215048602	vk_image	224	224	3
1789398272.215048602	vk_program	212	212	3
1789398272.215048602	vk_queue	8232	8232	3
1789398273.239158287	any(0)	660	84	13
1789398273.239158287	command	32	32	2
1789398273.239158287	gl	128	128	2
1789398273.239158287	vk_any	768	768	12
1789398273.239158287	vk_cmdbuffer	680	680	21
1789398273.239158287	vk_descriptorpo	528	528	10
1789398273.239158287	vk_device	212	212	10
1789398273.239158287	vk_devicememory	298712	229376	7
1789398273.239158287	vk_image	224	224	3
1789398273.239158287	vk_program	212	212	3
1789398273.239158287	vk_queue	8232	8232	3
1789398274.261166983	any(0)	660	84	13
1789398274.261166983	command	32	32	2
1789398274.261166983	gl	128	128	2
1789398274.261166983	vk_any	768	768	12
1789398274.261166983	vk_cmdbuffer	680	680	21
1789398274.261166983	vk_descriptorpo	528	528	10
1789398274.261166983	vk_device	212	212	10
1789398274.261166983	vk_devicememory	298712	229376	7
1789398274.261166983	vk_image	224	224	3
1789398274.261166983	vk_program	212	212	3
1789398274.261166983	vk_queue	8232	8232	3
1789398275.282174428	any(0)	660	84	13
1789398275.282174428	command	32	32	2
1789398275.282174428	gl	128	128	2
1789398275.282174428	vk_any	768	768	12
1789398275.282174428	vk_cmdbuffer	680	680	21
1789398275.282174428	vk_descriptorpo	528	528	10
1789398275.282174428	vk_device	212	212	10
1789398275.282174428	vk_devicememory	298712	229376	7
1789398275.282174428	vk_image	224	224	3
1789398275.282174428	vk_program	212	212	3
1789398275.282174428	vk_queue	8232	8232	3
1789398276.306839999	any(0)	660	84	13
1789398276.306839999	command	32	32	2
1789398276.306839999	gl	128	128	2
1789398276.306839999	vk_any	768	768	12
1789398276.306839999	vk_cmdbuffer	680	680	21
1789398276.306839999	vk_descriptorpo	528	528	10
1789398276.306839999	vk_device	212	212	10
1789398276.306839999	vk_devicememory	298712	229376	7
1789398276.306839999	vk_image	224	224	3
1789398276.306839999	vk_program	212	212	3
1789398276.306839999	vk_queue	8232	8232	3
1789398277.330947601	any(0)	660	84	13
1789398277.330947601	command	32	32	2
1789398277.330947601	gl	128	128	2
1789398277.330947601	vk_any	768	768	12
1789398277.330947601	vk_cmdbuffer	680	680	21
1789398277.330947601	vk_descriptorpo	528	528	10
1789398277.330947601	vk_device	212	212	10
1789398277.330947601	vk_devicememory	298712	229376	7
1789398277.330947601	vk_image	224	224	3
1789398277.330947601	vk_program	212	212	3
1789398277.330947601	vk_queue	8232	8232	3
1789398278.353846089	any(0)	660	84	13
1789398278.353846089	command	32	32	2
1789398278.353846089	gl	128	128	2
1789398278.353846089	vk_any	768	768	12
1789398278.353846089	vk_cmdbuffer	680	680	21
1789398278.353846089	vk_descriptorpo	528	528	10
1789398278.353846089	vk_device	212	212	10
1789398278.353846089	vk_devicememory	298712	229376	7
1789398278.353846089	vk_image	224	224	3
1789398278.353846089	vk_program	212	212	3
1789398278.353846089	vk_queue	8232	8232	3
1789398279.378016347	any(0)	660	84	13
1789398279.378016347	command	32	32	2
1789398279.378016347	gl	128	128	2
1789398279.378016347	vk_any	768	768	12
1789398279.378016347	vk_cmdbuffer	680	680	21
1789398279.378016347	vk_descriptorpo	528	528	10
1789398279.378016347	vk_device	212	212	10
1789398279.378016347	vk_devicememory	298712	229376	7
1789398279.378016347	vk_image	224	224	3
1789398279.378016347	vk_program	212	212	3
1789398279.378016347	vk_queue	8232	8232	3
1789398280.403147334	any(0)	660	84	13
1789398280.403147334	command	32	32	2
1789398280.403147334	gl	128	128	2
1789398280.403147334	vk_any	768	768	12
1789398280.403147334	vk_cmdbuffer	680	680	21
1789398280.403147334	vk_descriptorpo	528	528	10
1789398280.403147334	vk_device	212	212	10
1789398280.403147334	vk_devicememory	298712	229376	7
1789398280.403147334	vk_image	224	224	3
1789398280.403147334	vk_program	212	212	3
1789398280.403147334	vk_queue	8232	8232	3
1789398281.425928009	any(0)	660	84	13
1789398281.425928009	command	32	32	2
1789398281.425928009	gl	128	128	2
1789398281.425928009	vk_any	768	768	12
1789398281.425928009	vk_cmdbuffer	680	680	21
1789398281.425928009	vk_descriptorpo	528	528	10
1789398281.425928009	vk_device	212	212	10
1789398281.425928009	vk_devicememory	298712	229376	7
1789398281.425928009	vk_image	224	224	3
1789398281.425928009	vk_program	212	212	3
1789398281.425928009	vk_queue	8232	8232	3
1789398282.446721965	any(0)	660	84	13
1789398282.446721965	command	32	32	2
1789398282.446721965	gl	128	128	2
1789398282.446721965	vk_any	768	768	12
1789398282.446721965	vk_cmdbuffer	680	680	21
1789398282.446721965	vk_descriptorpo	560	560	12
1789398282.446721965	vk_device	212	212	10
1789398282.446721965	vk_devicememory	298712	229376	7
1789398282.446721965	vk_image	224	224	3
1789398282.446721965	vk_program	212	212	3
1789398282.446721965	vk_queue	8232	8232	3
1789398283.476179568	any(0)	660	84	13
1789398283.476179568	command	32	32	2
1789398283.476179568	gl	128	128	2
1789398283.476179568	vk_any	960	960	15
1789398283.476179568	vk_cmdbuffer	688	688	22
1789398283.476179568	vk_descriptorpo	560	560	12
1789398283.476179568	vk_device	212	212	10
1789398283.476179568	vk_devicememory	298712	229376	7
1789398283.476179568	vk_image	224	224	3
1789398283.476179568	vk_program	212	212	3
1789398283.476179568	vk_queue	8232	8232	3
1789398284.497478836	any(0)	660	84	13
1789398284.497478836	command	32	32	2
1789398284.497478836	gl	128	128	2
1789398284.497478836	vk_any	960	960	15
1789398284.497478836	vk_cmdbuffer	688	688	22
1789398284.497478836	vk_descriptorpo	560	560	12
1789398284.497478836	vk_device	212	212	10
1789398284.497478836	vk_devicememory	298712	229376	7
1789398284.497478836	vk_image	224	224	3
1789398284.497478836	vk_program	212	212	3
1789398284.497478836	vk_queue	8232	8232	3
1789398285.520540448	any(0)	660	84	13
1789398285.520540448	command	32	32	2
1789398285.520540448	gl	128	128	2
1789398285.520540448	vk_any	960	960	15
1789398285.520540448	vk_cmdbuffer	744	744	29
1789398285.520540448	vk_descriptorpo	592	592	14
1789398285.520540448	vk_device	212	212	10
1789398285.520540448	vk_devicememory	298712	229376	7
1789398285.520540448	vk_image	224	224	3
1789398285.520540448	vk_program	212	212	3
1789398285.520540448	vk_queue	8232	8232	3
1789398286.544495290	any(0)	660	84	13
1789398286.544495290	command	32	32	2
1789398286.544495290	gl	128	128	2
1789398286.544495290	vk_any	960	960	15
1789398286.544495290	vk_cmdbuffer	744	744	29
1789398286.544495290	vk_descriptorpo	592	592	14
1789398286.544495290	vk_device	212	212	10
1789398286.544495290	vk_devicememory	298712	229376	7
1789398286.544495290	vk_image	224	224	3
1789398286.544495290	vk_program	212	212	3
1789398286.544495290	vk_queue	8232	8232	3
1789398287.572265340	any(0)	660	84	13
1789398287.572265340	command	32	32	2
1789398287.572265340	gl	128	128	2
1789398287.572265340	vk_any	960	960	15
1789398287.572265340	vk_cmdbuffer	744	744	29
1789398287.572265340	vk_descriptorpo	592	592	14
1789398287.572265340	vk_device	212	212	10
1789398287.572265340	vk_devicememory	298712	229376	7
1789398287.572265340	vk_image	224	224	3
1789398287.572265340	vk_program	212	212	3
1789398287.572265340	vk_queue	8232	8232	3
1789398288.596386015	any(0)	660	84	13
1789398288.596386015	command	32	32	2
1789398288.596386015	gl	128	128	2
1789398288.596386015	vk_any	960	960	15
1789398288.596386015	vk_cmdbuffer	904	904	35
1789398288.596386015	vk_descriptorpo	608	608	15
1789398288.596386015	vk_device	212	212	10
1789398288.596386015	vk_devicememory	298712	229376	7
1789398288.596386015	vk_image	224	224	3
1789398288.596386015	vk_program	212	212	3
1789398288.596386015	vk_queue	8232	8232	3
1789398289.620667940	any(0)	660	84	13
1789398289.620667940	command	32	32	2
1789398289.620667940	gl	128	128	2
1789398289.620667940	vk_any	960	960	15
1789398289.620667940	vk_cmdbuffer	904	904	35
1789398289.620667940	vk_descriptorpo	608	608	15
1789398289.620667940	vk_device	212	212	10
1789398289.620667940	vk_devicememory	298712	229376	7
1789398289.620667940	vk_image	224	224	3
1789398289.620667940	vk_program	212	212	3
1789398289.620667940	vk_queue	8232	8232	3
1789398290.646830334	any(0)	660	84	13
1789398290.646830334	command	32	32	2
1789398290.646830334	gl	128	128	2
1789398290.646830334	vk_any	960	960	15
1789398290.646830334	vk_cmdbuffer	904	904	35
1789398290.646830334	vk_descriptorpo	608	608	15
1789398290.646830334	vk_device	212	212	10
1789398290.646830334	vk_devicememory	298712	229376	7
1789398290.646830334	vk_image	224	224	3
1789398290.646830334	vk_program	212	212	3
1789398290.646830334	vk_queue	8232	8232	3
1789398291.670933457	any(0)	660	84	13
1789398291.670933457	command	32	32	2
1789398291.670933457	gl	128	128	2
1789398291.670933457	vk_any	960	960	15
1789398291.670933457	vk_cmdbuffer	984	984	45
1789398291.670933457	vk_descriptorpo	624	624	16
1789398291.670933457	vk_device	212	212	10
1789398291.670933457	vk_devicememory	298712	229376	7
1789398291.670933457	vk_image	224	224	3
1789398291.670933457	vk_program	212	212	3
1789398291.670933457	vk_queue	8232	8232	3
1789398292.695373507	any(0)	660	84	13
1789398292.695373507	command	32	32	2
1789398292.695373507	gl	128	128	2
1789398292.695373507	vk_any	960	960	15
1789398292.695373507	vk_cmdbuffer	984	984	45
1789398292.695373507	vk_descriptorpo	624	624	16
1789398292.695373507	vk_device	212	212	10
1789398292.695373507	vk_devicememory	298712	229376	7
1789398292.695373507	vk_image	224	224	3
1789398292.695373507	vk_program	212	212	3
1789398292.695373507	vk_queue	8232	8232	3
1789398293.717034286	any(0)	660	84	13
1789398293.717034286	command	32	32	2
1789398293.717034286	gl	128	128	2
1789398293.717034286	vk_any	960	960	15
1789398293.717034286	vk_cmdbuffer	984	984	45
1789398293.717034286	vk_descriptorpo	624	624	16
1789398293.717034286	vk_device	212	212	10
1789398293.717034286	vk_devicememory	298712	229376	7
1789398293.717034286	vk_image	224	224	3
1789398293.717034286	vk_program	212	212	3
1789398293.717034286	vk_queue	8232	8232	3
1789398294.741582982	any(0)	660	84	13
1789398294.741582982	command	32	32	2
1789398294.741582982	gl	128	128	2
1789398294.741582982	vk_any	960	960	15
1789398294.741582982	vk_cmdbuffer	1008	1008	48
1789398294.741582982	vk_descriptorpo	640	640	17
1789398294.741582982	vk_device	212	212	10
1789398294.741582982	vk_devicememory	298712	229376	7
1789398294.741582982	vk_image	224	224	3
1789398294.741582982	vk_program	212	212	3
1789398294.741582982	vk_queue	8232	8232	3
1789398295.771531678	any(0)	660	84	13
1789398295.771531678	command	32	32	2
1789398295.771531678	gl	128	128	2
1789398295.771531678	vk_any	960	960	15
1789398295.771531678	vk_cmdbuffer	1008	1008	48
1789398295.771531678	vk_descriptorpo	640	640	17
1789398295.771531678	vk_device	212	212	10
1789398295.771531678	vk_devicememory	298712	229376	7
1789398295.771531678	vk_image	224	224	3
