# сэмплер частоты GPU, период 0.25 с
# лестница: 690000000 640000000 599000000 545000000 492000000 456000000 421000000 350000000 317000000 285000000 
# unix_время	клок_Гц	загрузка_%	резиденция_по_ступеням
1789398327.578295836	456000000	59	0 27148209 61657569 125737205 982850674 2326896366 74444 76541 11845 1195928 
1789398327.877783678	456000000	74	0 27148209 61657569 125737205 982850674 2327123254 74444 76541 11845 1195928 
1789398328.178858969	456000000	74	0 27148209 61657569 125737205 982850674 2327351976 74444 76541 11845 1195928 
1789398328.475856238	456000000	74	0 27148209 61657569 125737205 982850674 2327580466 74444 76541 11845 1195928 
1789398328.776177257	456000000	74	0 27148209 61657569 125737205 982850674 2327809070 74444 76541 11845 1195928 
1789398329.076125152	456000000	76	0 27148209 61657569 125737205 982850674 2328036771 74444 76541 11845 1195928 
1789398329.372255129	456000000	76	0 27148209 61657569 125737205 982863676 2328144083 74444 76541 11845 1195928 
1789398329.669927711	492000000	76	0 27148209 61657569 125737205 983069835 2328154687 74444 76541 11845 1195928 
1789398329.966880814	456000000	65	0 27148209 61657569 125737205 983069835 2328393886 74444 76541 11845 1195928 
1789398330.268695167	456000000	65	0 27148209 61657569 125737205 983069835 2328641214 74444 76541 11845 1195928 
1789398330.569626238	456000000	65	0 27148209 61657569 125737205 983069835 2328889434 74444 76541 11845 1195928 
1789398330.867546580	456000000	82	0 27148209 61657569 125737205 983069835 2329135720 74444 76541 11845 1195928 
1789398331.166101610	456000000	82	0 27148209 61657569 125737205 983069835 2329378939 74444 76541 11845 1195928 
1789398331.464953827	456000000	82	0 27148209 61657569 125737205 983069835 2329625576 74444 76541 11845 1195928 
1789398331.763348336	456000000	82	0 27148209 61657569 125737205 983069835 2329871845 74444 76541 11845 1195928 
1789398332.068325033	456000000	82	0 27148209 61657569 125737205 983069835 2330120591 74444 76541 11845 1195928 
1789398332.366461209	456000000	82	0 27148209 61657569 125737205 983069835 2330298938 74444 76541 11845 1195928 
1789398332.662086134	599000000	82	0 27152653 61668431 125748396 983205185 2330300046 74444 76541 11845 1195928 
1789398332.960785174	599000000	65	0 27335983 61696077 125748396 983205185 2330300046 74444 76541 11845 1195928 
1789398333.263348746	599000000	65	0 27335983 61938973 125748396 983205185 2330300046 74444 76541 11845 1195928 
1789398333.566794401	599000000	65	0 27335983 62185251 125748396 983205185 2330300046 74444 76541 11845 1195928 
1789398333.873988286	599000000	78	0 27335983 62426134 125748396 983205185 2330300046 74444 76541 11845 1195928 
1789398334.169399253	599000000	78	0 27335983 62666299 125748396 983205185 2330300046 74444 76541 11845 1195928 
1789398334.472026627	545000000	78	0 27335983 62874307 125783456 983205185 2330300046 74444 76541 11845 1195928 
1789398334.772555407	545000000	78	0 27335983 62874307 126037611 983205185 2330300046 74444 76541 11845 1195928 
1789398335.069737572	545000000	82	0 27335983 62874307 126292489 983205185 2330300046 74444 76541 11845 1195928 
1789398335.372625102	545000000	82	0 27335983 62874307 126548781 983205185 2330300046 74444 76541 11845 1195928 
1789398335.670208101	599000000	82	0 27335983 62901212 126662992 983205185 2330300046 74444 76541 11845 1195928 
1789398335.969329745	599000000	63	0 27335983 62986451 126662992 983205185 2330300046 74444 76541 11845 1195928 
1789398336.271085817	599000000	63	0 27335983 63076307 126662992 983205185 2330300046 74444 76541 11845 1195928 
1789398336.572276420	599000000	63	0 27335983 63165987 126662992 983205185 2330300046 74444 76541 11845 1195928 
1789398336.869553272	545000000	63	0 27335983 63182036 126739059 983205185 2330300046 74444 76541 11845 1195928 
1789398337.168356948	545000000	29	0 27335983 63182036 126831046 983205185 2330300046 74444 76541 11845 1195928 
1789398337.468173123	545000000	29	0 27335983 63182036 126923490 983205185 2330300046 74444 76541 11845 1195928 
1789398337.766676799	492000000	29	0 27335983 63182036 126988827 983235168 2330300046 74444 76541 11845 1195928 
