# сэмплер частоты GPU, период 0.25 с
# лестница: 690000000 640000000 599000000 545000000 492000000 456000000 421000000 350000000 317000000 285000000 
# unix_время	клок_Гц	загрузка_%	резиденция_по_ступеням
1789310329.521766998	492000000	43	0 23114516 31969285 68174177 881291801 1901645473 0 64765 0 773435 
1789310329.820364268	492000000	43	0 23114516 31969285 68174177 881430942 1901645473 0 64765 0 773435 
1789310330.117468412	492000000	43	0 23114516 31969285 68174177 881570224 1901645473 0 64765 0 773435 
1789310330.418560681	492000000	43	0 23114516 31969285 68174177 881718714 1901645473 0 64765 0 773435 
1789310330.716520763	456000000	47	0 23114516 31969285 68174177 881785225 1901702383 0 64765 0 773435 
1789310331.015729856	456000000	47	0 23114516 31969285 68174177 881785225 1901812805 0 64765 0 773435 
1789310331.313895771	456000000	47	0 23114516 31969285 68174177 881785225 1901920368 0 64765 0 773435 
1789310331.604961320	456000000	37	0 23114516 31969285 68174177 881785225 1902027885 0 64765 0 773435 
1789310331.900926767	456000000	37	0 23114516 31969285 68174177 881785225 1902136761 0 64765 0 773435 
1789310332.198850650	456000000	37	0 23114516 31969285 68174177 881785225 1902245804 0 64765 0 773435 
1789310332.500357503	456000000	34	0 23114516 31969285 68174177 881785225 1902331693 0 64765 0 773435 
1789310332.796941856	456000000	34	0 23114516 31969285 68174177 881785225 1902462893 0 64765 0 773435 
1789310333.095581625	456000000	34	0 23114516 31969285 68174177 881785225 1902589396 0 64765 0 773435 
1789310333.398205510	456000000	34	0 23114516 31969285 68174177 881785225 1902721619 0 64765 0 773435 
1789310333.699620748	456000000	42	0 23114516 31969285 68174177 881785225 1902853801 0 64765 0 773435 
1789310334.006579112	456000000	42	0 23114516 31969285 68174177 881785225 1902989744 0 64765 0 773435 
1789310334.308217423	456000000	42	0 23114516 31969285 68174177 881785225 1903115908 0 64765 0 773435 
1789310334.611446255	456000000	43	0 23114516 31969285 68174177 881785225 1903249766 0 64765 0 773435 
1789310334.915712327	456000000	43	0 23114516 31969285 68174177 881785225 1903382805 0 64765 0 773435 
1789310335.224640014	456000000	43	0 23114516 31969285 68174177 881785225 1903496400 0 64765 0 773435 
1789310335.531203118	456000000	42	0 23114516 31969285 68174177 881785225 1903637215 0 64765 0 773435 
1789310335.831831846	456000000	42	0 23114516 31969285 68174177 881785225 1903780691 0 64765 0 773435 
1789310336.131083386	456000000	42	0 23114516 31969285 68174177 881785225 1903923230 0 64765 0 773435 
1789310336.433164249	456000000	42	0 23114516 31969285 68174177 881785225 1904048659 0 64765 0 773435 
1789310336.728269383	456000000	45	0 23114516 31969285 68174177 881785225 1904183962 0 64765 0 773435 
1789310337.032409934	456000000	45	0 23114516 31969285 68174177 881785225 1904329884 0 64765 0 773435 
1789310337.335893871	456000000	45	0 23114516 31969285 68174177 881785225 1904471820 0 64765 0 773435 
1789310337.642115724	456000000	46	0 23114516 31969285 68174177 881785225 1904602985 0 64765 0 773435 
1789310337.947809400	456000000	46	0 23114516 31969285 68174177 881785225 1904739238 0 64765 0 773435 
1789310338.251562087	456000000	46	0 23114516 31969285 68174177 881785225 1904897630 0 64765 0 773435 
1789310338.554777117	456000000	48	0 23114516 31969285 68174177 881785225 1905073209 0 64765 0 773435 
1789310338.858279126	456000000	48	0 23114516 31969285 68174177 881785225 1905251638 0 64765 0 773435 
1789310339.159098896	456000000	48	0 23114516 31969285 68174177 881785225 1905430634 0 64765 0 773435 
1789310339.462595489	456000000	48	0 23114516 31969285 68174177 881785225 1905613019 0 64765 0 773435 
1789310339.771073905	456000000	59	0 23114516 31969285 68174177 881785225 1905794298 0 64765 0 773435 
1789310340.080379873	456000000	59	0 23114516 31969285 68174177 881785225 1905974402 0 64765 0 773435 
1789310340.377446726	456000000	59	0 23114516 31969285 68174177 881785225 1906071972 0 64765 0 773435 
1789310340.672627693	456000000	52	0 23114516 31969285 68174177 881785225 1906264878 0 64765 0 773435 
1789310340.969990274	456000000	52	0 23114516 31969285 68174177 881785225 1906479980 0 64765 0 773435 
1789310341.271410252	456000000	52	0 23114516 31969285 68174177 881785225 1906702376 0 64765 0 773435 
1789310341.568385959	456000000	70	0 23114516 31969285 68174177 881785225 1906915889 0 64765 0 773435 
1789310341.870490052	456000000	70	0 23114516 31969285 68174177 881785225 1907131401 0 64765 0 773435 
1789310342.175614769	456000000	70	0 23114516 31969285 68174177 881785225 1907347283 0 64765 0 773435 
1789310342.471695841	456000000	70	0 23114516 31969285 68174177 881785225 1907559661 0 64765 0 773435 
1789310342.772290037	456000000	71	0 23114516 31969285 68174177 881785225 1907772663 0 64765 0 773435 
1789310343.069513348	456000000	71	0 23114516 31969285 68174177 881785225 1907850501 0 64765 0 773435 
1789310343.362088586	640000000	71	0 23244276 31981004 68184443 881798570 1907921787 0 64765 0 773435 
1789310343.660874188	545000000	60	0 23308971 32015643 68303622 881798570 1907921787 0 64765 0 773435 
1789310343.955086405	545000000	60	0 23308971 32015643 68548838 881798570 1907921787 0 64765 0 773435 
1789310344.252872164	545000000	60	0 23308971 32015643 68803098 881798570 1907921787 0 64765 0 773435 
1789310344.548860943	545000000	83	0 23308971 32015643 69058088 881798570 1907921787 0 64765 0 773435 
1789310344.850371390	545000000	83	0 23308971 32015643 69312132 881798570 1907921787 0 64765 0 773435 
1789310345.145715326	545000000	83	0 23308971 32015643 69564445 881798570 1907921787 0 64765 0 773435 
1789310345.443200303	545000000	83	0 23308971 32015643 69817197 881798570 1907921787 0 64765 0 773435 
1789310345.740282625	545000000	84	0 23308971 32015643 69950957 881798570 1907921787 0 64765 0 773435 
1789310346.036658123	545000000	84	0 23308971 32015643 70038102 881798570 1907921787 0 64765 0 773435 
1789310346.334855705	545000000	84	0 23308971 32015643 70125731 881798570 1907921787 0 64765 0 773435 
1789310346.631062245	545000000	31	0 23308971 32015643 70215882 881798570 1907921787 0 64765 0 773435 
1789310346.927705035	492000000	31	0 23308971 32015643 70224870 881889824 1907921787 0 64765 0 773435 
1789310347.228193502	492000000	31	0 23308971 32015643 70224870 881995124 1907921787 0 64765 0 773435 
1789310347.528545511	492000000	34	0 23308971 32015643 70224870 882101511 1907921787 0 64765 0 773435 
1789310347.829916270	456000000	34	0 23308971 32015643 70224870 882187458 1907943422 0 64765 0 773435 
1789310348.134727030	456000000	34	0 23308971 32015643 70224870 882187458 1908042315 0 64765 0 773435 
1789310348.437111383	456000000	34	0 23308971 32015643 70224870 882187458 1908148727 0 64765 0 773435 
1789310348.742269017	456000000	34	0 23308971 32015643 70224870 882187458 1908268766 0 64765 0 773435 
1789310349.043955870	456000000	34	0 23308971 32015643 70224870 882187458 1908390289 0 64765 0 773435 
1789310349.339608035	456000000	34	0 23308971 32015643 70224870 882187458 1908495326 0 64765 0 773435 
1789310349.634553533	456000000	38	0 23308971 32015643 70224870 882187458 1908614912 0 64765 0 773435 
1789310349.939334866	456000000	38	0 23308971 32015643 70224870 882187458 1908737980 0 64765 0 773435 
1789310350.240265885	456000000	38	0 23308971 32015643 70224870 882187458 1908859557 0 64765 0 773435 
1789310350.543145551	456000000	40	0 23308971 32015643 70224870 882187458 1908982467 0 64765 0 773435 
1789310350.844447560	456000000	40	0 23308971 32015643 70224870 882187458 1909082388 0 64765 0 773435 
1789310351.149238841	456000000	40	0 23308971 32015643 70224870 882187458 1909199672 0 64765 0 773435 
1789310351.448735850	456000000	40	0 23308971 32015643 70224870 882187458 1909321612 0 64765 0 773435 
