# unix_время	FPS_прил	FPS_дисплей	Stale	ASW	GPU_МГц	App_мс	CPU&GPU_мс	Preempt	Temp_C	GPU%	строка
1789437472.018	90	90	0		456	5.95	9.99	362	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3689MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=9.99ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.21(W0.24),CFL=12.38/15.95,ICFLp95=15.23,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437473.018	91	90	0		456	5.95	10.34	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3689MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.34ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.34),CFL=12.29/15.99,ICFLp95=15.23,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437474.018	90	90	0		456	5.94	10.59	360	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3689MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.59ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.25(W0.31),CFL=12.33/15.93,ICFLp95=15.17,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437475.018	90	90	0		456	5.91	10.64	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3689MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.91ms,GD=0.00ms,CPU&GPU=10.64ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.25(W0.33),CFL=12.38/16.02,ICFLp95=15.26,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437476.038	90	90	0		456	5.92	10.25	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.25ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.26(W0.31),CFL=12.22/16.14,ICFLp95=15.20,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437477.018	90	90	0		456	5.90	10.19	362	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.90ms,GD=0.00ms,CPU&GPU=10.19ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.24(W0.38),CFL=12.25/16.29,ICFLp95=15.23,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437478.019	90	90	0		456	6.00	10.04	359	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=6.00ms,GD=0.00ms,CPU&GPU=10.04ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.25(W0.32),CFL=12.41/16.00,ICFLp95=15.31,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=359,PoseAgeP95=0.00
1789437479.019	90	90	0		456	5.92	10.47	357	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.47ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.29),CFL=12.36/15.99,ICFLp95=15.25,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=357,PoseAgeP95=0.00
1789437480.019	91	90	0		456	5.92	10.47	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.47ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.32),CFL=12.39/16.09,ICFLp95=15.18,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437481.019	91	90	0		456	5.91	10.39	362	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.91ms,GD=0.00ms,CPU&GPU=10.39ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.25(W0.33),CFL=12.39/16.05,ICFLp95=15.28,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437482.019	90	90	0		456	5.92	10.78	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.78ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.26),CFL=12.34/16.09,ICFLp95=15.18,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437483.019	91	90	0		456	5.96	10.52	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.52ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.25(W0.36),CFL=12.29/15.93,ICFLp95=15.17,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437484.019	91	90	0		456	5.98	10.77	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.77ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.28),CFL=12.36/16.19,ICFLp95=15.30,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437485.019	90	90	0		456	5.96	10.07	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.07ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.24(W0.29),CFL=12.48/15.97,ICFLp95=15.22,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437486.019	91	90	0		456	5.98	10.93	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.93ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.24(W0.31),CFL=12.38/16.14,ICFLp95=15.26,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437487.019	91	90	0		456	5.93	10.47	360	41.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.03ms,App=5.93ms,GD=0.00ms,CPU&GPU=10.47ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.26(W0.36),CFL=12.40/15.99,ICFLp95=15.20,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437488.019	90	90	0		456	5.91	10.50	360	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.91ms,GD=0.00ms,CPU&GPU=10.50ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.30),CFL=12.32/16.05,ICFLp95=15.28,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437489.019	91	90	0		456	6.02	10.26	364	41.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.06ms,App=6.02ms,GD=0.00ms,CPU&GPU=10.26ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.22(W0.38),CFL=12.38/15.93,ICFLp95=15.23,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=364,PoseAgeP95=0.00
1789437490.019	91	90	0		456	6.04	10.89	360	41.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.10ms,App=6.04ms,GD=0.00ms,CPU&GPU=10.89ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.23(W0.38),CFL=12.41/16.09,ICFLp95=15.33,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437491.020	91	90	0		456	6.03	10.83	362	41.0	0.68	FPS=91/90,Prd=29ms,Tear=1,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=6.03ms,GD=0.00ms,CPU&GPU=10.83ms,LCnt=1(DR91,LM0),GPU%=0.68,CPU%=0.24(W0.37),CFL=12.46/16.24,ICFLp95=15.39,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437492.020	90	90	0		456	5.98	10.73	358	41.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.73ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.23(W0.34),CFL=12.68/16.05,ICFLp95=15.35,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437493.020	91	90	0		456	5.93	10.30	360	41.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.93ms,GD=0.00ms,CPU&GPU=10.30ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.22(W0.28),CFL=12.44/16.09,ICFLp95=15.29,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437494.020	90	90	0		456	6.01	10.52	360	41.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.03ms,App=6.01ms,GD=0.00ms,CPU&GPU=10.52ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.21(W0.29),CFL=12.38/16.09,ICFLp95=15.24,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437495.020	90	90	0		456	5.94	10.34	360	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3687MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.34ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.24(W0.27),CFL=12.36/15.89,ICFLp95=15.17,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437496.041	91	90	0		456	5.91	10.31	362	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.91ms,GD=0.00ms,CPU&GPU=10.31ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.20(W0.27),CFL=12.33/15.87,ICFLp95=15.13,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437497.020	90	90	0		456	5.94	10.47	364	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.47ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.22(W0.26),CFL=12.34/16.13,ICFLp95=15.29,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=364,PoseAgeP95=0.00
1789437498.020	91	90	0		456	5.96	10.46	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.03ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.46ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.33),CFL=12.33/16.07,ICFLp95=15.26,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437499.020	91	90	0		456	5.97	10.26	360	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.26ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.20(W0.29),CFL=12.26/15.94,ICFLp95=15.20,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437500.020	90	90	0		456	5.93	10.44	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1651/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=3196MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.93ms,GD=0.00ms,CPU&GPU=10.44ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.37),CFL=12.33/16.08,ICFLp95=15.28,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437501.020	91	90	0		456	5.98	10.05	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.05ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.20(W0.35),CFL=12.32/16.03,ICFLp95=15.28,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437502.020	90	90	0		456	5.94	10.17	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.17ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.20(W0.26),CFL=12.35/15.97,ICFLp95=15.26,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437503.020	91	90	0		456	5.96	10.06	360	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.06ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.30),CFL=12.34/15.98,ICFLp95=15.23,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437504.021	91	90	0		456	6.00	10.21	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=6.00ms,GD=0.00ms,CPU&GPU=10.21ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.32),CFL=12.35/16.17,ICFLp95=15.29,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437505.021	90	90	0		456	5.99	10.58	362	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.99ms,GD=0.00ms,CPU&GPU=10.58ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.24(W0.30),CFL=12.27/16.13,ICFLp95=15.29,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437506.021	91	90	0		456	5.92	10.33	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.33ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.25),CFL=12.37/16.12,ICFLp95=15.31,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437507.021	90	90	0		456	5.98	10.38	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.38ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.33),CFL=12.44/16.00,ICFLp95=15.28,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437508.021	91	90	0		456	5.95	10.41	358	41.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.41ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.34),CFL=12.41/16.12,ICFLp95=15.27,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437509.021	90	90	0		456	5.92	10.89	362	41.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.89ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.23(W0.31),CFL=12.41/15.97,ICFLp95=15.23,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437510.021	90	90	0		456	5.96	10.25	358	41.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=1555MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.01ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.25ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.27),CFL=12.41/15.92,ICFLp95=15.21,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437511.021	91	90	0		456	5.93	10.50	362	41.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3692MB,PLS=0,Temp=41.0C/0.0C,TW=1.08ms,App=5.93ms,GD=0.00ms,CPU&GPU=10.50ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.23(W0.32),CFL=12.38/15.92,ICFLp95=15.20,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
