# unix_время	FPS_прил	FPS_дисплей	Stale	ASW	GPU_МГц	App_мс	CPU&GPU_мс	Preempt	Temp_C	GPU%	строка
1789437750.040	90	90	0		456	5.95	10.33	364	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3675MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.33ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.22(W0.29),CFL=12.20/15.78,ICFLp95=15.06,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=364,PoseAgeP95=0.00
1789437751.040	90	90	0		456	5.92	10.60	358	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3675MB,PLS=0,Temp=43.0C/0.0C,TW=1.01ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.60ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.28),CFL=12.26/15.84,ICFLp95=15.01,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437752.040	90	90	0		456	5.90	10.39	360	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3675MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=5.90ms,GD=0.00ms,CPU&GPU=10.39ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.28),CFL=12.23/15.77,ICFLp95=15.02,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437753.040	91	90	0		456	5.99	10.66	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3675MB,PLS=0,Temp=43.0C/0.0C,TW=1.01ms,App=5.99ms,GD=0.00ms,CPU&GPU=10.66ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.20(W0.28),CFL=12.20/15.81,ICFLp95=15.04,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437754.040	90	90	0		456	5.97	10.60	362	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3675MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.60ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.20(W0.28),CFL=12.18/15.97,ICFLp95=15.05,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437755.040	91	90	0		456	5.98	10.17	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3675MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.17ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.31),CFL=12.24/15.99,ICFLp95=15.15,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437756.060	91	90	0		456	5.94	10.19	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.19ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.28),CFL=12.20/15.83,ICFLp95=15.05,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437757.040	91	90	0		456	5.95	10.26	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.26ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.29),CFL=12.13/15.80,ICFLp95=14.99,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437758.040	91	90	0		456	5.94	10.21	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.21ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.28),CFL=12.15/15.72,ICFLp95=15.02,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437759.040	90	90	0		456	5.99	10.28	358	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=5.99ms,GD=0.00ms,CPU&GPU=10.28ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.20(W0.22),CFL=12.20/15.87,ICFLp95=15.10,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437760.040	90	90	0		456	5.98	10.45	358	43.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.45ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.22(W0.27),CFL=12.23/15.71,ICFLp95=15.01,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437761.041	91	90	0		456	5.90	10.43	362	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.90ms,GD=0.00ms,CPU&GPU=10.43ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.24(W0.32),CFL=12.28/15.94,ICFLp95=15.01,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437762.041	91	90	0		456	5.96	10.43	358	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.43ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.30),CFL=12.26/15.96,ICFLp95=15.10,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437763.041	91	90	0		456	5.95	10.13	360	43.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.13ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.23(W0.36),CFL=12.26/15.84,ICFLp95=15.10,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437764.041	91	90	0		456	5.98	10.68	364	43.0	0.67	FPS=91/90,Prd=28ms,Tear=1,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.68ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.21(W0.31),CFL=12.24/15.89,ICFLp95=15.14,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=364,PoseAgeP95=0.00
1789437765.041	90	90	0		456	5.97	10.25	360	43.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.25ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.21(W0.29),CFL=12.30/15.87,ICFLp95=15.10,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437766.041	91	90	0		456	6.10	10.17	360	43.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.09ms,App=6.10ms,GD=0.00ms,CPU&GPU=10.17ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.21(W0.24),CFL=12.31/15.93,ICFLp95=15.10,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437767.041	91	90	0		456	6.14	11.28	360	43.0	0.68	FPS=91/90,Prd=28ms,Tear=1,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.04ms,App=6.14ms,GD=0.00ms,CPU&GPU=11.28ms,LCnt=1(DR90,LM0),GPU%=0.68,CPU%=0.24(W0.29),CFL=12.24/15.72,ICFLp95=15.01,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437768.041	91	90	0		456	6.09	10.83	364	43.0	0.69	FPS=91/90,Prd=28ms,Tear=1,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=6.09ms,GD=0.00ms,CPU&GPU=10.83ms,LCnt=1(DR91,LM0),GPU%=0.69,CPU%=0.24(W0.37),CFL=12.39/15.92,ICFLp95=15.19,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=364,PoseAgeP95=0.00
1789437769.041	90	90	0		456	5.89	10.42	358	43.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.89ms,GD=0.00ms,CPU&GPU=10.42ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.21(W0.37),CFL=12.54/15.79,ICFLp95=15.17,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437770.041	90	90	0		456	5.95	10.08	360	43.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.08ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.22(W0.25),CFL=12.37/15.81,ICFLp95=15.08,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437771.041	91	90	0		456	5.96	10.85	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.96ms,GD=0.00ms,CPU&GPU=10.85ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.26),CFL=12.26/15.78,ICFLp95=15.06,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437772.041	91	90	0		456	5.95	10.31	358	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.31ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.26),CFL=12.27/15.93,ICFLp95=15.11,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437773.041	90	90	0		456	5.92	10.58	360	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.58ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.27),CFL=12.19/15.81,ICFLp95=15.08,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437774.041	90	90	0		456	5.97	10.46	358	43.0	0.67	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.01ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.46ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.22(W0.32),CFL=12.22/15.82,ICFLp95=14.99,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437775.042	91	90	0		456	5.98	10.73	360	43.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3672MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.98ms,GD=0.00ms,CPU&GPU=10.73ms,LCnt=1(DR90,LM0),GPU%=0.67,CPU%=0.21(W0.36),CFL=12.22/15.75,ICFLp95=15.04,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437776.065	90	90	0		456	5.94	10.56	358	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.56ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.27),CFL=12.28/15.76,ICFLp95=15.01,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437777.042	91	90	0		456	5.95	10.23	358	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.95ms,GD=0.00ms,CPU&GPU=10.23ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.32),CFL=12.21/15.92,ICFLp95=15.10,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437778.042	91	90	0		456	5.99	10.77	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.99ms,GD=0.00ms,CPU&GPU=10.77ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.30),CFL=12.13/15.79,ICFLp95=15.07,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437779.042	90	90	0		456	5.90	10.54	358	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.90ms,GD=0.00ms,CPU&GPU=10.54ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.35),CFL=12.19/15.75,ICFLp95=15.00,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437780.042	91	90	0		456	5.94	10.30	358	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1382/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2736MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.30ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.22(W0.34),CFL=12.17/16.09,ICFLp95=15.02,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437781.042	90	90	0		456	5.94	10.64	360	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.64ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.28),CFL=12.17/15.83,ICFLp95=15.06,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437782.042	91	90	0		456	5.94	10.07	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.01ms,App=5.94ms,GD=0.00ms,CPU&GPU=10.07ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.26(W0.36),CFL=12.18/15.81,ICFLp95=15.09,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437783.042	91	90	0		456	6.01	10.82	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.01ms,App=6.01ms,GD=0.00ms,CPU&GPU=10.82ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.25),CFL=12.25/16.13,ICFLp95=15.14,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437784.042	91	90	0		456	5.92	10.33	362	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.01ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.33ms,LCnt=1(DR91,LM0),GPU%=0.66,CPU%=0.22(W0.36),CFL=12.08/15.97,ICFLp95=15.21,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=362,PoseAgeP95=0.00
1789437785.042	90	90	0		456	5.92	10.64	358	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.01ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.64ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.29),CFL=12.23/16.25,ICFLp95=15.23,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=358,PoseAgeP95=0.00
1789437786.042	90	90	0		456	5.97	10.33	360	43.0	0.66	FPS=90/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.97ms,GD=0.00ms,CPU&GPU=10.33ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.33),CFL=12.15/15.90,ICFLp95=15.11,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437787.043	91	90	0		456	6.00	10.25	360	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.03ms,App=6.00ms,GD=0.00ms,CPU&GPU=10.25ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.21(W0.26),CFL=12.17/16.10,ICFLp95=15.11,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=360,PoseAgeP95=0.00
1789437788.043	91	90	0		456	6.02	10.73	364	43.0	0.67	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.09ms,App=6.02ms,GD=0.00ms,CPU&GPU=10.73ms,LCnt=1(DR91,LM0),GPU%=0.67,CPU%=0.23(W0.27),CFL=12.13/15.90,ICFLp95=15.14,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=364,PoseAgeP95=0.00
1789437789.043	91	90	0		456	5.92	10.45	356	43.0	0.66	FPS=91/90,Prd=28ms,Tear=0,Early=0,Stale=0,Stale2/5/10/max=0/0/0/0,VSnc=1,Lat=-4,Fov=0,CPU4/GPU=2/2,1920/456MHz,OC=3F,TA=0/38/0,SP=N/N/N,Mem=2092MHz,Free=3670MB,PLS=0,Temp=43.0C/0.0C,TW=1.02ms,App=5.92ms,GD=0.00ms,CPU&GPU=10.45ms,LCnt=1(DR90,LM0),GPU%=0.66,CPU%=0.23(W0.29),CFL=12.34/15.99,ICFLp95=15.08,LD=0,SF=1.00,DpuScale=1.00,LP=0,DVFS=0,Preempt=356,PoseAgeP95=0.00
