# сессия 2026-09-16T20:14:32
1789571672.767	folder	globe	20.0	1.5	3.52	13	face					{ "folder": "", "view": "browse", "items": 6 }
1789571672.767	toggle	globe	20.0	1.5	3.52	13	face					{ "open": true }
1789571704.677	настройка_значение	fib	8.0	1.5	1.49	26	face					radius_cm=8.0
1789571704.702	настройка_значение	fib	18.0	1.5	3.12	27	face					radius_cm=18.0
1789571704.782	panel_scroll	fib	20.0	1.5	3.47	27	face					{ "how": "", "mode": "edit" }
1789571709.594	toggle	globe	20.0	1.5	3.52	13	face					{ "open": false }
1789571709.594	самопроверка	globe	20.0	1.5	3.52	13	face			FAIL		{ "глобус уровень 13, 632 ячеек, вращение": { "gpu95": 2.76200008392334, "cpu95": 0.18000000715256, "proc95": 1.959, "over": 0 }, "глобус крупный: уровень 1, 32 ячеек, радиус 20.0 см, вращение": { "gpu95": 1.82099997997284, "cpu95": 0.1879999935627, "proc95": 3.194, "over": 0 }, "линза α=0.037, 700 ячеек, вращение": { "gpu95": 2.67000007629395, "cpu95": 0.16799999773502, "proc95": 66.636, "over": 0 } }
1789571712.373	folder	lens	16.0	6.4	6.4	4	face					{ "folder": "", "view": "browse", "items": 6 }
1789571712.373	toggle	lens	16.0	6.4	6.4	4	face					{ "open": true }
1789571715.695	folder	lens	16.0	6.4	6.4	4	face	files				{ "folder": "files", "view": "browse", "items": 4 }
1789571715.695	intent	lens	16.0	6.4	6.4	4	face	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789571716.641	folder	lens	16.0	6.4	6.4	4	face					{ "folder": "", "view": "browse", "items": 6 }
1789571716.641	intent	lens	16.0	6.4	6.4	4	face					{ "do": "reload", "view": "browse", "folder": "" }
1789571718.254	folder	lens	16.0	6.4	6.4	4	face	settings				{ "folder": "settings", "view": "browse", "items": 4 }
1789571718.254	intent	lens	16.0	6.4	6.4	4	face	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789571720.485	folder	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11 }
1789571720.485	intent	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789571733.814	настройка_открыта	lens	16.0	6.4	6.4	4	face	settings_sphere				surface
1789571733.815	intent	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "surface" }
1789571735.596	panel_scroll	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "how": "stick", "mode": "edit" }
1789571738.542	настройка_значение	globe	16.0	6.4	6.4	4	face	settings_sphere				surface=globe
