# секунда	частота	CPU мс	GPU мс	draw calls
815	72.0	1.637	10.627	1600
816	72.0	1.640	10.400	1600
817	72.0	1.596	10.531	1600
818	72.0	1.665	10.649	1600
819	72.0	1.609	10.914	1600
820	72.0	1.621	10.787	1600
821	72.0	1.706	11.187	1600
822	72.0	1.675	10.970	1600
823	72.0	1.634	10.879	1600
824	72.0	1.660	11.011	1600
825	72.0	1.822	11.016	1600
826	72.0	1.539	10.323	1600
827	72.0	1.619	11.026	1600
828	72.0	1.631	10.804	1600
829	72.0	1.584	11.134	1600
830	72.0	1.606	10.716	1600
831	72.0	1.636	10.688	1600
832	72.0	1.630	10.826	1600
833	72.0	1.657	11.189	1600
834	72.0	1.695	11.169	1600
835	72.0	1.675	10.661	1600
836	72.0	1.670	10.648	1600
837	72.0	1.588	10.774	1600
838	72.0	1.627	11.108	1600
839	72.0	1.664	11.104	1600
840	72.0	1.632	11.073	1600
841	72.0	1.644	10.948	1600
842	72.0	1.672	11.088	1600
843	72.0	1.724	10.723	1600
844	72.0	1.668	11.032	1600
845	72.0	1.791	11.108	1600
846	72.0	1.640	11.158	1600
847	72.0	1.709	10.860	1600
848	72.0	1.909	11.387	1600
849	72.0	2.019	11.185	1600
850	72.0	1.720	10.441	1600
851	72.0	1.798	10.894	1600
852	72.0	1.679	10.893	1600
853	72.0	1.657	10.501	1600
854	72.0	1.669	10.750	1600
855	72.0	1.650	10.757	1600
856	72.0	1.649	11.178	1600
857	72.0	1.683	10.973	1600
858	72.0	1.742	11.093	1600
859	72.0	1.634	10.846	1600
860	72.0	1.627	10.798	1600
861	72.0	1.681	10.798	1600
862	72.0	1.684	11.019	1600
863	72.0	1.718	10.957	1600
864	72.0	1.564	10.934	1600
865	72.0	1.754	10.911	1600
866	72.0	1.606	11.209	1600
867	72.0	1.879	10.669	1600
868	72.0	1.757	10.608	1600
869	72.0	1.667	10.776	1600
870	72.0	1.741	10.534	1600
871	72.0	1.655	10.459	1600
872	72.0	1.644	10.638	1600
873	72.0	1.581	10.321	1600
874	72.0	1.622	10.164	1600
875	72.0	1.596	10.272	1600
876	72.0	1.631	10.618	1600
877	72.0	1.655	10.614	1600
878	72.0	1.702	10.615	1600
879	72.0	1.627	10.188	1600
880	72.0	1.632	10.517	1600
881	72.0	1.640	10.631	1600
882	72.0	1.698	10.552	1600
883	72.0	1.626	10.667	1600
884	72.0	1.685	10.655	1600
885	72.0	1.230	10.489	1600
886	72.0	1.690	10.730	1600
887	72.0	1.581	10.235	1600
888	72.0	1.602	10.822	1600
889	72.0	1.613	10.548	1600
890	72.0	1.597	10.616	1600
891	72.0	1.691	10.465	1600
892	72.0	1.682	10.713	1600
893	72.0	1.592	10.162	1600
894	72.0	1.750	10.676	1600
895	72.0	1.621	10.432	1600
896	72.0	1.740	10.866	1600
897	72.0	1.565	10.238	1600
898	72.0	1.732	10.852	1600
899	72.0	1.566	10.993	1600
900	72.0	1.688	10.752	1600
901	72.0	1.549	10.379	1600
902	72.0	1.632	10.461	1600
903	72.0	1.636	10.700	1600
904	72.0	1.632	10.711	1600
905	72.0	1.659	10.325	1600
906	72.0	1.735	10.696	1600
907	72.0	1.594	10.901	1600
908	72.0	1.642	10.604	1600
909	72.0	1.663	10.471	1600
910	72.0	1.645	10.511	1600
911	72.0	1.632	10.576	1600
912	72.0	1.887	10.359	1600
913	72.0	1.696	10.927	1600
914	72.0	1.652	10.851	1600
915	72.0	1.611	10.524	1600
916	72.0	1.612	10.411	1600
917	72.0	1.687	10.409	1600
918	72.0	1.640	10.205	1600
919	72.0	1.585	11.203	1600
920	72.0	1.599	10.551	1600
921	72.0	1.605	10.419	1600
922	72.0	1.752	10.356	1600
923	72.0	1.580	10.001	1600
924	72.0	1.591	10.588	1600
925	72.0	1.674	10.628	1600
926	72.0	1.658	10.447	1600
927	72.0	1.664	10.566	1600
928	72.0	1.618	10.347	1600
929	72.0	1.604	10.308	1600
930	72.0	1.575	10.232	1600
931	72.0	1.615	10.225	1600
932	72.0	1.593	10.350	1600
933	72.0	1.703	11.328	1600
934	72.0	1.804	10.478	1600
935	72.0	1.663	10.588	1600
936	72.0	1.617	10.337	1600
937	72.0	1.675	10.828	1600
938	72.0	1.569	10.842	1600
939	72.0	1.639	10.791	1600
940	72.0	1.659	10.772	1600
941	72.0	1.618	10.418	1600
942	72.0	1.769	10.591	1600
943	72.0	1.627	10.798	1600
944	72.0	1.691	10.543	1600
945	72.0	1.602	10.796	1600
946	72.0	1.639	10.648	1600
947	72.0	1.639	10.661	1600
948	72.0	1.587	10.590	1600
949	72.0	1.584	10.356	1600
950	72.0	1.583	10.708	1600
951	72.0	1.608	10.897	1600
952	72.0	1.696	10.550	1600
954	72.0	1.665	10.483	1600
955	72.0	1.581	10.528	1600
956	72.0	1.862	10.760	1600
957	72.0	1.556	10.597	1600
958	72.0	1.572	10.391	1600
959	72.0	1.616	10.568	1600
960	72.0	1.584	10.692	1600
961	72.0	1.551	11.016	1600
962	72.0	1.603	10.555	1600
963	72.0	1.648	11.169	1600
964	72.0	1.579	11.163	1600
965	72.0	1.610	11.224	1600
966	72.0	1.648	11.206	1600
967	72.0	1.649	10.807	1600
968	72.0	1.560	10.874	1600
969	72.0	1.652	10.862	1600
970	72.0	1.584	10.671	1600
971	72.0	1.597	10.728	1600
972	72.0	1.698	11.345	1600
973	72.0	1.586	10.591	1600
974	72.0	1.593	10.788	1600
975	72.0	1.625	10.651	1600
976	72.0	1.685	10.831	1600
977	72.0	1.728	10.950	1600
978	72.0	1.663	10.648	1600
979	72.0	1.595	10.402	1600
980	72.0	1.656	10.466	1600
981	72.0	1.622	10.496	1600
982	72.0	1.787	10.499	1600
983	72.0	1.641	10.428	1600
984	72.0	1.574	10.958	1600
985	72.0	1.660	10.932	1600
986	72.0	1.685	10.912	1600
987	72.0	1.658	10.970	1600
988	72.0	1.694	10.085	1600
989	72.0	1.691	11.063	1600
990	72.0	1.530	10.906	1600
991	72.0	1.668	10.844	1600
992	72.0	1.647	10.597	1600
993	72.0	1.598	10.921	1600
994	72.0	1.578	10.795	1600
995	72.0	1.648	10.319	1600
996	72.0	1.675	10.402	1600
997	72.0	1.537	10.366	1600
998	72.0	1.689	11.013	1600
999	72.0	1.589	10.389	1600
1000	72.0	1.707	10.392	1600
1001	72.0	1.623	10.834	1600
1002	72.0	1.732	10.898	1600
1003	72.0	1.652	10.546	1600
1004	72.0	1.561	10.577	1600
1005	72.0	1.739	11.085	1600
1006	72.0	1.538	10.687	1600
1007	72.0	1.385	10.504	1600
1008	72.0	1.686	10.410	1600
1009	72.0	1.672	10.430	1600
1010	72.0	1.597	10.247	1600
1011	72.0	1.666	10.387	1600
1012	72.0	1.742	10.602	1600
1013	72.0	1.700	11.384	1600
1014	72.0	0.205	2.643	0
1015	72.0	1.871	11.307	1600
1016	72.0	0.219	2.611	0
1017	72.0	1.584	10.690	1600
1018	72.0	1.747	10.638	1600
1019	72.0	0.210	3.211	0
1020	72.0	0.258	2.612	0
1021	72.0	0.209	2.608	0
1022	72.0	1.588	10.329	1600
1023	72.0	1.575	10.208	1600
1024	72.0	1.677	10.636	1600
1025	72.0	1.583	10.905	1600
1026	72.0	1.582	11.138	1600
1027	72.0	1.803	11.284	1600
1028	72.0	1.567	11.169	1600
1029	72.0	1.741	10.941	1600
1030	72.0	1.663	11.169	1600
1031	72.0	1.618	10.444	1600
1032	72.0	1.770	10.554	1600
1033	72.0	1.731	10.492	1600
1034	72.0	1.645	10.545	1600
1035	72.0	1.652	10.629	1600
1036	72.0	1.578	10.358	1600
1037	72.0	1.586	10.487	1600
1038	72.0	1.605	10.536	1600
1039	72.0	1.621	10.558	1600
1040	72.0	1.639	10.574	1600
1041	72.0	1.654	10.527	1600
1042	72.0	1.582	10.600	1600
1043	72.0	1.601	10.981	1600
1044	72.0	1.701	11.373	1600
1045	72.0	1.662	10.758	1600
1046	72.0	1.591	10.563	1600
1047	72.0	1.542	10.247	1600
1048	72.0	1.630	10.525	1600
1049	72.0	1.588	10.726	1600
1050	72.0	1.772	10.918	1600
1051	72.0	1.591	10.949	1600
1052	72.0	1.696	10.861	1600
1053	72.0	1.564	10.685	1600
1054	72.0	1.584	10.652	1600
1055	72.0	1.598	10.932	1600
1056	72.0	1.547	10.591	1600
1057	72.0	1.538	10.368	1600
1058	72.0	1.643	10.664	1600
1059	72.0	1.597	10.392	1600
1060	72.0	1.606	10.451	1600
1061	72.0	1.587	10.495	1600
1062	72.0	1.637	10.593	1600
1063	72.0	1.667	10.649	1600
1064	72.0	1.598	10.459	1600
1065	72.0	1.617	10.561	1600
1066	72.0	1.663	10.604	1600
1067	72.0	1.639	10.780	1600
1068	72.0	1.560	10.746	1600
1069	72.0	1.565	10.730	1600
1070	72.0	1.588	10.494	1600
1071	72.0	1.623	10.585	1600
1072	72.0	1.647	10.716	1600
1073	72.0	1.715	10.705	1600
1074	72.0	1.678	10.641	1600
1075	72.0	1.671	10.869	1600
1076	72.0	1.632	10.641	1600
1077	72.0	1.612	10.682	1600
1078	72.0	1.646	10.612	1600
1079	72.0	1.688	10.141	1600
1080	72.0	1.582	10.476	1600
