unix_t	window	hand	tracked	curl_index	curl_middle	curl_ring	curl_pinky	pinch_m	palm_head	cls	hi_pinch	hi_grasp	aim_pinch	aim_menu
1789352138.3764	wrist_L	L	1	0.0027	0.0010	0.0018	0.0076	0.0979	0.9720		0	0	0	0
1789352138.3764	wrist_L	R	1	0.0026	0.0008	0.0015	0.0095	0.1122	0.9985		0	0	0	0
1789352138.3873	wrist_L	L	1	0.0025	0.0010	0.0018	0.0072	0.0975	0.9752		0	0	0	0
1789352138.3873	wrist_L	R	1	0.0026	0.0008	0.0015	0.0095	0.1122	0.9985		0	0	0	0
1789352138.3984	wrist_L	L	1	0.0025	0.0010	0.0017	0.0068	0.0984	0.9786		0	0	0	0
1789352138.3984	wrist_L	R	1	0.0026	0.0008	0.0015	0.0095	0.1122	0.9986		0	0	0	0
1789352138.4094	wrist_L	L	1	0.0024	0.0010	0.0017	0.0064	0.0988	0.9812		0	0	0	0
1789352138.4094	wrist_L	R	1	0.0026	0.0008	0.0015	0.0095	0.1122	0.9986		0	0	0	0
1789352138.4205	wrist_L	L	1	0.0023	0.0010	0.0016	0.0060	0.0992	0.9833		0	0	0	0
1789352138.4205	wrist_L	R	1	0.0026	0.0008	0.0015	0.0095	0.1122	0.9986		0	0	0	0
1789352138.4319	wrist_L	L	1	0.0022	0.0010	0.0016	0.0057	0.0996	0.9850		0	0	0	0
1789352138.4319	wrist_L	R	1	0.0026	0.0008	0.0015	0.0095	0.1121	0.9986		0	0	0	0
1789352138.4430	wrist_L	L	1	0.0022	0.0009	0.0016	0.0058	0.1001	0.9849		0	0	0	0
1789352138.4430	wrist_L	R	1	0.0026	0.0008	0.0015	0.0095	0.1121	0.9986		0	0	0	0
1789352138.4542	wrist_L	L	1	0.0022	0.0009	0.0016	0.0057	0.1005	0.9855		0	0	0	0
1789352138.4542	wrist_L	R	1	0.0026	0.0008	0.0015	0.0094	0.1121	0.9986		0	0	0	0
1789352138.4653	wrist_L	L	1	0.0021	0.0010	0.0016	0.0056	0.1009	0.9862		0	0	0	0
1789352138.4653	wrist_L	R	1	0.0026	0.0008	0.0015	0.0094	0.1120	0.9986		0	0	0	0
1789352138.4763	wrist_L	L	1	0.0021	0.0010	0.0016	0.0055	0.1014	0.9877		0	0	0	0
1789352138.4763	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1120	0.9986		0	0	0	0
1789352138.4872	wrist_L	L	1	0.0021	0.0010	0.0016	0.0054	0.1019	0.9889		0	0	0	0
1789352138.4872	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9987		0	0	0	0
1789352138.4983	wrist_L	L	1	0.0020	0.0010	0.0016	0.0053	0.1024	0.9899		0	0	0	0
1789352138.4983	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9987		0	0	0	0
1789352138.5096	wrist_L	L	1	0.0020	0.0010	0.0015	0.0052	0.1029	0.9909		0	0	0	0
1789352138.5096	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9987		0	0	0	0
1789352138.5207	wrist_L	L	1	0.0020	0.0010	0.0015	0.0053	0.1037	0.9909		0	0	0	0
1789352138.5207	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9987		0	0	0	0
1789352138.5315	wrist_L	L	1	0.0020	0.0010	0.0015	0.0053	0.1042	0.9913		0	0	0	0
1789352138.5315	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9987		0	0	0	0
1789352138.5429	wrist_L	L	1	0.0020	0.0010	0.0015	0.0053	0.1046	0.9916		0	0	0	0
1789352138.5429	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9986		0	0	0	0
1789352138.5541	wrist_L	L	1	0.0020	0.0010	0.0015	0.0053	0.1051	0.9918		0	0	0	0
1789352138.5541	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9987		0	0	0	0
1789352138.5651	wrist_L	L	1	0.0019	0.0010	0.0016	0.0053	0.1056	0.9921		0	0	0	0
1789352138.5651	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1121	0.9987		0	0	0	0
1789352138.5760	wrist_L	L	1	0.0019	0.0010	0.0016	0.0054	0.1062	0.9923		0	0	0	0
1789352138.5760	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1121	0.9987		0	0	0	0
1789352138.5874	wrist_L	L	1	0.0019	0.0010	0.0016	0.0054	0.1067	0.9926		0	0	0	0
1789352138.5874	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1122	0.9987		0	0	0	0
1789352138.5987	wrist_L	L	1	0.0019	0.0010	0.0016	0.0054	0.1069	0.9924		0	0	0	0
1789352138.5987	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1122	0.9987		0	0	0	0
1789352138.6095	wrist_L	L	1	0.0019	0.0010	0.0016	0.0054	0.1072	0.9924		0	0	0	0
1789352138.6095	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1122	0.9986		0	0	0	0
1789352138.6204	wrist_L	L	1	0.0019	0.0010	0.0017	0.0054	0.1076	0.9924		0	0	0	0
1789352138.6204	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1122	0.9987		0	0	0	0
1789352138.6317	wrist_L	L	1	0.0019	0.0010	0.0017	0.0054	0.1079	0.9924		0	0	0	0
1789352138.6317	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1122	0.9986		0	0	0	0
1789352138.6428	wrist_L	L	1	0.0019	0.0010	0.0017	0.0054	0.1077	0.9920		0	0	0	0
1789352138.6428	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1122	0.9987		0	0	0	0
1789352138.6542	wrist_L	L	1	0.0019	0.0010	0.0017	0.0054	0.1078	0.9916		0	0	0	0
1789352138.6542	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1122	0.9987		0	0	0	0
1789352138.6652	wrist_L	L	1	0.0019	0.0010	0.0017	0.0054	0.1078	0.9913		0	0	0	0
1789352138.6652	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1122	0.9987		0	0	0	0
1789352138.6761	wrist_L	L	1	0.0019	0.0010	0.0018	0.0054	0.1079	0.9917		0	0	0	0
1789352138.6761	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1122	0.9987		0	0	0	0
1789352138.6872	wrist_L	L	1	0.0018	0.0010	0.0018	0.0054	0.1080	0.9918		0	0	0	0
1789352138.6872	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1122	0.9987		0	0	0	0
1789352138.6984	wrist_L	L	1	0.0018	0.0010	0.0018	0.0054	0.1081	0.9920		0	0	0	0
1789352138.6984	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1123	0.9987		0	0	0	0
1789352138.7098	wrist_L	L	1	0.0018	0.0010	0.0018	0.0054	0.1082	0.9922		0	0	0	0
1789352138.7098	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1123	0.9987		0	0	0	0
1789352138.7208	wrist_L	L	1	0.0018	0.0010	0.0018	0.0053	0.1083	0.9919		0	0	0	0
1789352138.7208	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1123	0.9987		0	0	0	0
1789352138.7317	wrist_L	L	1	0.0017	0.0010	0.0018	0.0053	0.1083	0.9917		0	0	0	0
1789352138.7317	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1123	0.9987		0	0	0	0
1789352138.7429	wrist_L	L	1	0.0017	0.0010	0.0018	0.0053	0.1084	0.9916		0	0	0	0
1789352138.7429	wrist_L	R	1	0.0025	0.0008	0.0015	0.0096	0.1123	0.9987		0	0	0	0
1789352138.7540	wrist_L	L	1	0.0017	0.0010	0.0018	0.0052	0.1084	0.9914		0	0	0	0
1789352138.7540	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9987		0	0	0	0
1789352138.7650	wrist_L	L	1	0.0016	0.0010	0.0018	0.0052	0.1085	0.9912		0	0	0	0
1789352138.7650	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9987		0	0	0	0
1789352138.7761	wrist_L	L	1	0.0016	0.0010	0.0018	0.0052	0.1085	0.9909		0	0	0	0
1789352138.7761	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9987		0	0	0	0
1789352138.7874	wrist_L	L	1	0.0016	0.0010	0.0018	0.0051	0.1086	0.9907		0	0	0	0
1789352138.7874	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9987		0	0	0	0
1789352138.7984	wrist_L	L	1	0.0016	0.0010	0.0018	0.0051	0.1085	0.9899		0	0	0	0
1789352138.7984	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9986		0	0	0	0
1789352138.8097	wrist_L	L	1	0.0016	0.0010	0.0018	0.0051	0.1084	0.9892		0	0	0	0
1789352138.8097	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9986		0	0	0	0
1789352138.8209	wrist_L	L	1	0.0015	0.0010	0.0018	0.0050	0.1084	0.9885		0	0	0	0
1789352138.8209	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9986		0	0	0	0
1789352138.8320	wrist_L	L	1	0.0015	0.0010	0.0018	0.0050	0.1083	0.9878		0	0	0	0
1789352138.8320	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9986		0	0	0	0
1789352138.8432	wrist_L	L	1	0.0016	0.0010	0.0019	0.0050	0.1082	0.9882		0	0	0	0
1789352138.8432	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9986		0	0	0	0
1789352138.8542	wrist_L	L	1	0.0016	0.0010	0.0019	0.0050	0.1081	0.9881		0	0	0	0
1789352138.8542	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9986		0	0	0	0
1789352138.8649	wrist_L	L	1	0.0016	0.0010	0.0019	0.0050	0.1080	0.9880		0	0	0	0
1789352138.8649	wrist_L	R	1	0.0025	0.0008	0.0015	0.0095	0.1123	0.9985		0	0	0	0
1789352138.8764	wrist_L	L	1	0.0016	0.0010	0.0019	0.0049	0.1080	0.9880		0	0	0	0
1789352138.8764	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1123	0.9985		0	0	0	0
1789352138.8875	wrist_L	L	1	0.0016	0.0010	0.0019	0.0049	0.1079	0.9880		0	0	0	0
1789352138.8875	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1123	0.9985		0	0	0	0
1789352138.8984	wrist_L	L	1	0.0016	0.0010	0.0019	0.0049	0.1079	0.9880		0	0	0	0
1789352138.8984	wrist_L	R	1	0.0025	0.0008	0.0015	0.0094	0.1123	0.9985		0	0	0	0
1789352138.9098	wrist_L	L	1	0.0016	0.0010	0.0019	0.0048	0.1079	0.9880		0	0	0	0
1789352138.9098	wrist_L	R	1	0.0025	0.0008	0.0014	0.0093	0.1123	0.9985		0	0	0	0
1789352138.9206	wrist_L	L	1	0.0016	0.0009	0.0019	0.0048	0.1079	0.9882		0	0	0	0
1789352138.9206	wrist_L	R	1	0.0025	0.0008	0.0014	0.0093	0.1123	0.9985		0	0	0	0
1789352138.9316	wrist_L	L	1	0.0016	0.0009	0.0019	0.0048	0.1079	0.9883		0	0	0	0
1789352138.9316	wrist_L	R	1	0.0025	0.0008	0.0014	0.0093	0.1123	0.9985		0	0	0	0
1789352138.9430	wrist_L	L	1	0.0016	0.0009	0.0019	0.0047	0.1080	0.9884		0	0	0	0
1789352138.9430	wrist_L	R	1	0.0025	0.0008	0.0014	0.0092	0.1123	0.9986		0	0	0	0
1789352138.9539	wrist_L	L	1	0.0016	0.0009	0.0019	0.0047	0.1080	0.9885		0	0	0	0
1789352138.9539	wrist_L	R	1	0.0026	0.0008	0.0014	0.0092	0.1123	0.9986		0	0	0	0
1789352138.9650	wrist_L	L	1	0.0016	0.0009	0.0019	0.0047	0.1079	0.9885		0	0	0	0
1789352138.9650	wrist_L	R	1	0.0026	0.0008	0.0014	0.0092	0.1122	0.9985		0	0	0	0
1789352138.9762	wrist_L	L	1	0.0016	0.0009	0.0019	0.0046	0.1079	0.9885		0	0	0	0
1789352138.9762	wrist_L	R	1	0.0026	0.0008	0.0014	0.0092	0.1122	0.9985		0	0	0	0
1789352138.9876	wrist_L	L	1	0.0016	0.0009	0.0019	0.0046	0.1079	0.9886		0	0	0	0
1789352138.9876	wrist_L	R	1	0.0026	0.0008	0.0014	0.0091	0.1122	0.9986		0	0	0	0
1789352138.9986	wrist_L	L	1	0.0016	0.0009	0.0019	0.0045	0.1079	0.9889		0	0	0	0
1789352138.9986	wrist_L	R	1	0.0026	0.0008	0.0014	0.0091	0.1122	0.9986		0	0	0	0
1789352139.0095	wrist_L	L	1	0.0016	0.0009	0.0019	0.0044	0.1080	0.9891		0	0	0	0
1789352139.0095	wrist_L	R	1	0.0026	0.0008	0.0014	0.0091	0.1121	0.9986		0	0	0	0
1789352139.0208	wrist_L	L	1	0.0016	0.0009	0.0019	0.0043	0.1080	0.9893		0	0	0	0
1789352139.0208	wrist_L	R	1	0.0025	0.0008	0.0014	0.0090	0.1121	0.9986		0	0	0	0
1789352139.0317	wrist_L	L	1	0.0016	0.0009	0.0019	0.0043	0.1080	0.9895		0	0	0	0
1789352139.0317	wrist_L	R	1	0.0025	0.0008	0.0014	0.0090	0.1121	0.9986		0	0	0	0
1789352139.0429	wrist_L	L	1	0.0016	0.0009	0.0019	0.0042	0.1080	0.9910		0	0	0	0
1789352139.0429	wrist_L	R	1	0.0025	0.0008	0.0014	0.0090	0.1120	0.9986		0	0	0	0
1789352139.0540	wrist_L	L	1	0.0016	0.0009	0.0019	0.0042	0.1080	0.9918		0	0	0	0
1789352139.0540	wrist_L	R	1	0.0025	0.0008	0.0014	0.0090	0.1120	0.9986		0	0	0	0
1789352139.0651	wrist_L	L	1	0.0016	0.0009	0.0018	0.0041	0.1080	0.9926		0	0	0	0
1789352139.0651	wrist_L	R	1	0.0025	0.0008	0.0014	0.0090	0.1119	0.9986		0	0	0	0
1789352139.0762	wrist_L	L	1	0.0017	0.0009	0.0018	0.0041	0.1080	0.9942		0	0	0	0
1789352139.0762	wrist_L	R	1	0.0025	0.0008	0.0014	0.0090	0.1119	0.9986		0	0	0	0
1789352139.0872	wrist_L	L	1	0.0017	0.0009	0.0018	0.0041	0.1080	0.9950		0	0	0	0
1789352139.0872	wrist_L	R	1	0.0025	0.0008	0.0014	0.0089	0.1118	0.9986		0	0	0	0
1789352139.0983	wrist_L	L	1	0.0017	0.0009	0.0018	0.0041	0.1080	0.9952		0	0	0	0
1789352139.0983	wrist_L	R	1	0.0025	0.0008	0.0014	0.0089	0.1118	0.9987		0	0	0	0
1789352139.1099	wrist_L	L	1	0.0017	0.0009	0.0018	0.0041	0.1080	0.9949		0	0	0	0
1789352139.1099	wrist_L	R	1	0.0025	0.0008	0.0014	0.0089	0.1118	0.9987		0	0	0	0
1789352139.1208	wrist_L	L	1	0.0017	0.0009	0.0018	0.0042	0.1078	0.9941		0	0	0	0
1789352139.1208	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1118	0.9986		0	0	0	0
1789352139.1317	wrist_L	L	1	0.0017	0.0009	0.0018	0.0042	0.1078	0.9929		0	0	0	0
1789352139.1317	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1118	0.9986		0	0	0	0
1789352139.1428	wrist_L	L	1	0.0018	0.0009	0.0018	0.0042	0.1077	0.9914		0	0	0	0
1789352139.1428	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1119	0.9986		0	0	0	0
1789352139.1541	wrist_L	L	1	0.0018	0.0008	0.0018	0.0043	0.1075	0.9891		0	0	0	0
1789352139.1541	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1119	0.9986		0	0	0	0
1789352139.1651	wrist_L	L	1	0.0018	0.0008	0.0019	0.0044	0.1074	0.9865		0	0	0	0
1789352139.1651	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1119	0.9985		0	0	0	0
1789352139.1762	wrist_L	L	1	0.0019	0.0008	0.0019	0.0045	0.1072	0.9834		0	0	0	0
1789352139.1762	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1119	0.9985		0	0	0	0
1789352139.1876	wrist_L	L	1	0.0019	0.0008	0.0019	0.0046	0.1071	0.9799		0	0	0	0
1789352139.1876	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1119	0.9985		0	0	0	0
1789352139.1987	wrist_L	L	1	0.0020	0.0008	0.0020	0.0048	0.1070	0.9776		0	0	0	0
1789352139.1987	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1119	0.9985		0	0	0	0
1789352139.2097	wrist_L	L	1	0.0021	0.0008	0.0020	0.0050	0.1069	0.9745		0	0	0	0
1789352139.2097	wrist_L	R	1	0.0026	0.0008	0.0014	0.0089	0.1120	0.9985		0	0	0	0
1789352139.2207	wrist_L	L	1	0.0021	0.0008	0.0021	0.0052	0.1068	0.9711		0	0	0	0
1789352139.2207	wrist_L	R	1	0.0026	0.0008	0.0014	0.0088	0.1120	0.9985		0	0	0	0
1789352139.2318	wrist_L	L	1	0.0022	0.0008	0.0021	0.0055	0.1067	0.9675		0	0	0	0
1789352139.2318	wrist_L	R	1	0.0026	0.0008	0.0014	0.0088	0.1120	0.9986		0	0	0	0
1789352139.2429	wrist_L	L	1	0.0023	0.0008	0.0022	0.0057	0.1061	0.9625		0	0	0	0
1789352139.2429	wrist_L	R	1	0.0026	0.0008	0.0014	0.0088	0.1120	0.9985		0	0	0	0
1789352139.2541	wrist_L	L	1	0.0024	0.0008	0.0023	0.0059	0.1058	0.9577		0	0	0	0
1789352139.2541	wrist_L	R	1	0.0026	0.0007	0.0014	0.0088	0.1120	0.9986		0	0	0	0
1789352139.2651	wrist_L	L	1	0.0025	0.0008	0.0024	0.0061	0.1054	0.9525		0	0	0	0
1789352139.2651	wrist_L	R	1	0.0026	0.0007	0.0014	0.0088	0.1120	0.9986		0	0	0	0
1789352139.2764	wrist_L	L	1	0.0026	0.0008	0.0025	0.0062	0.1050	0.9526		0	0	0	0
1789352139.2764	wrist_L	R	1	0.0026	0.0007	0.0014	0.0088	0.1120	0.9986		0	0	0	0
1789352139.2874	wrist_L	L	1	0.0027	0.0008	0.0026	0.0063	0.1047	0.9514		0	0	0	0
1789352139.2874	wrist_L	R	1	0.0026	0.0007	0.0014	0.0088	0.1119	0.9986		0	0	0	0
1789352139.2987	wrist_L	L	1	0.0028	0.0008	0.0028	0.0064	0.1043	0.9502		0	0	0	0
1789352139.2987	wrist_L	R	1	0.0027	0.0007	0.0014	0.0088	0.1119	0.9986		0	0	0	0
1789352139.3097	wrist_L	L	1	0.0029	0.0008	0.0029	0.0065	0.1040	0.9489		0	0	0	0
1789352139.3097	wrist_L	R	1	0.0027	0.0007	0.0013	0.0088	0.1119	0.9986		0	0	0	0
1789352139.3208	wrist_L	L	1	0.0029	0.0008	0.0029	0.0066	0.1038	0.9416		0	0	0	0
1789352139.3208	wrist_L	R	1	0.0027	0.0007	0.0013	0.0087	0.1119	0.9986		0	0	0	0
1789352139.3316	wrist_L	L	1	0.0030	0.0008	0.0030	0.0067	0.1036	0.9363		0	0	0	0
1789352139.3316	wrist_L	R	1	0.0027	0.0007	0.0013	0.0087	0.1119	0.9986		0	0	0	0
1789352139.3428	wrist_L	L	1	0.0030	0.0008	0.0031	0.0069	0.1033	0.9307		0	0	0	0
1789352139.3428	wrist_L	R	1	0.0027	0.0007	0.0013	0.0087	0.1119	0.9986		0	0	0	0
1789352139.3541	wrist_L	L	1	0.0031	0.0009	0.0031	0.0070	0.1031	0.9279		0	0	0	0
1789352139.3541	wrist_L	R	1	0.0027	0.0007	0.0013	0.0087	0.1119	0.9986		0	0	0	0
1789352139.3651	wrist_L	L	1	0.0032	0.0009	0.0031	0.0071	0.1028	0.9246		0	0	0	0
1789352139.3651	wrist_L	R	1	0.0027	0.0007	0.0013	0.0087	0.1119	0.9986		0	0	0	0
1789352139.3763	wrist_L	L	1	0.0032	0.0009	0.0032	0.0072	0.1026	0.9211		0	0	0	0
1789352139.3763	wrist_L	R	1	0.0027	0.0007	0.0013	0.0087	0.1119	0.9986		0	0	0	0
1789352139.3876	wrist_L	L	1	0.0033	0.0009	0.0032	0.0073	0.1024	0.9175		0	0	0	0
1789352139.3876	wrist_L	R	1	0.0027	0.0007	0.0013	0.0087	0.1119	0.9986		0	0	0	0
1789352139.3985	wrist_L	L	1	0.0033	0.0009	0.0033	0.0074	0.1022	0.9168		0	0	0	0
1789352139.3985	wrist_L	R	1	0.0027	0.0008	0.0013	0.0087	0.1120	0.9986		0	0	0	0
1789352139.4095	wrist_L	L	1	0.0033	0.0009	0.0033	0.0075	0.1021	0.9151		0	0	0	0
1789352139.4095	wrist_L	R	1	0.0026	0.0008	0.0013	0.0087	0.1120	0.9987		0	0	0	0
1789352139.4207	wrist_L	L	1	0.0033	0.0009	0.0034	0.0076	0.1019	0.9133		0	0	0	0
1789352139.4207	wrist_L	R	1	0.0026	0.0008	0.0013	0.0087	0.1120	0.9987		0	0	0	0
1789352139.4318	wrist_L	L	1	0.0034	0.0009	0.0034	0.0077	0.1018	0.9116		0	0	0	0
1789352139.4318	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9987		0	0	0	0
1789352139.4430	wrist_L	L	1	0.0034	0.0009	0.0035	0.0077	0.1016	0.9090		0	0	0	0
1789352139.4430	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9987		0	0	0	0
1789352139.4541	wrist_L	L	1	0.0034	0.0009	0.0035	0.0078	0.1015	0.9068		0	0	0	0
1789352139.4541	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9987		0	0	0	0
1789352139.4652	wrist_L	L	1	0.0034	0.0009	0.0036	0.0079	0.1013	0.9046		0	0	0	0
1789352139.4652	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9987		0	0	0	0
1789352139.4766	wrist_L	L	1	0.0034	0.0009	0.0037	0.0080	0.1010	0.9037		0	0	0	0
1789352139.4766	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9986		0	0	0	0
1789352139.4876	wrist_L	L	1	0.0035	0.0009	0.0037	0.0081	0.1007	0.9025		0	0	0	0
1789352139.4876	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9986		0	0	0	0
1789352139.4983	wrist_L	L	1	0.0035	0.0009	0.0038	0.0082	0.1005	0.9013		0	0	0	0
1789352139.4983	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9986		0	0	0	0
1789352139.5100	wrist_L	L	1	0.0035	0.0010	0.0039	0.0083	0.1002	0.9001		0	0	0	0
1789352139.5100	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9986		0	0	0	0
1789352139.5208	wrist_L	L	1	0.0036	0.0010	0.0039	0.0085	0.1000	0.8983		0	0	0	0
1789352139.5208	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9986		0	0	0	0
1789352139.5314	wrist_L	L	1	0.0036	0.0010	0.0040	0.0086	0.0998	0.8967		0	0	0	0
1789352139.5314	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9986		0	0	0	0
1789352139.5430	wrist_L	L	1	0.0037	0.0010	0.0041	0.0088	0.0995	0.8950		0	0	0	0
1789352139.5430	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9986		0	0	0	0
1789352139.5544	wrist_L	L	1	0.0037	0.0010	0.0042	0.0090	0.0993	0.8934		0	0	0	0
1789352139.5544	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1120	0.9985		0	0	0	0
1789352139.5654	wrist_L	L	1	0.0037	0.0010	0.0042	0.0091	0.0992	0.8880		0	0	0	0
1789352139.5654	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1121	0.9986		0	0	0	0
1789352139.5759	wrist_L	L	1	0.0038	0.0010	0.0042	0.0092	0.0990	0.8846		0	0	0	0
1789352139.5759	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1121	0.9986		0	0	0	0
1789352139.5874	wrist_L	L	1	0.0038	0.0010	0.0043	0.0094	0.0988	0.8811		0	0	0	0
1789352139.5874	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1121	0.9986		0	0	0	0
1789352139.5984	wrist_L	L	1	0.0038	0.0010	0.0042	0.0094	0.0987	0.8771		0	0	0	0
1789352139.5984	wrist_L	R	1	0.0026	0.0008	0.0012	0.0087	0.1121	0.9986		0	0	0	0
1789352139.6096	wrist_L	L	1	0.0038	0.0010	0.0042	0.0094	0.0986	0.8732		0	0	0	0
1789352139.6096	wrist_L	R	1	0.0026	0.0008	0.0012	0.0086	0.1121	0.9987		0	0	0	0
1789352139.6209	wrist_L	L	1	0.0038	0.0010	0.0042	0.0095	0.0985	0.8693		0	0	0	0
1789352139.6209	wrist_L	R	1	0.0026	0.0008	0.0012	0.0086	0.1121	0.9987		0	0	0	0
1789352139.6319	wrist_L	L	1	0.0038	0.0010	0.0041	0.0095	0.0984	0.8653		0	0	0	0
1789352139.6319	wrist_L	R	1	0.0026	0.0008	0.0012	0.0086	0.1121	0.9987		0	0	0	0
1789352139.6428	wrist_L	L	1	0.0039	0.0010	0.0042	0.0095	0.0983	0.8624		0	0	0	0
1789352139.6428	wrist_L	R	1	0.0026	0.0008	0.0011	0.0086	0.1121	0.9987		0	0	0	0
1789352139.6542	wrist_L	L	1	0.0039	0.0010	0.0042	0.0095	0.0982	0.8589		0	0	0	0
1789352139.6542	wrist_L	R	1	0.0026	0.0008	0.0011	0.0086	0.1121	0.9987		0	0	0	0
1789352139.6654	wrist_L	L	1	0.0039	0.0010	0.0042	0.0095	0.0981	0.8553		0	0	0	0
1789352139.6654	wrist_L	R	1	0.0026	0.0008	0.0011	0.0086	0.1121	0.9988		0	0	0	0
1789352139.6766	wrist_L	L	1	0.0040	0.0010	0.0042	0.0096	0.0982	0.8523		0	0	0	0
1789352139.6766	wrist_L	R	1	0.0026	0.0008	0.0011	0.0086	0.1121	0.9987		0	0	0	0
1789352139.6874	wrist_L	L	1	0.0041	0.0010	0.0042	0.0096	0.0982	0.8492		0	0	0	0
1789352139.6874	wrist_L	R	1	0.0026	0.0008	0.0011	0.0086	0.1121	0.9987		0	0	0	0
1789352139.6984	wrist_L	L	1	0.0041	0.0010	0.0042	0.0096	0.0983	0.8461		0	0	0	0
1789352139.6984	wrist_L	R	1	0.0026	0.0008	0.0011	0.0085	0.1121	0.9987		0	0	0	0
1789352139.7097	wrist_L	L	1	0.0042	0.0011	0.0042	0.0096	0.0983	0.8429		0	0	0	0
1789352139.7097	wrist_L	R	1	0.0026	0.0008	0.0011	0.0085	0.1121	0.9987		0	0	0	0
1789352139.7210	wrist_L	L	1	0.0042	0.0011	0.0042	0.0097	0.0985	0.8433		0	0	0	0
1789352139.7210	wrist_L	R	1	0.0026	0.0008	0.0011	0.0085	0.1121	0.9987		0	0	0	0
1789352139.7318	wrist_L	L	1	0.0043	0.0011	0.0042	0.0097	0.0985	0.8423		0	0	0	0
1789352139.7318	wrist_L	R	1	0.0026	0.0008	0.0011	0.0085	0.1121	0.9986		0	0	0	0
1789352139.7431	wrist_L	L	1	0.0043	0.0011	0.0042	0.0098	0.0986	0.8412		0	0	0	0
1789352139.7431	wrist_L	R	1	0.0026	0.0008	0.0011	0.0085	0.1121	0.9986		0	0	0	0
