# секунда	частота	CPU мс	GPU мс	draw calls	клок GPU Гц	unix_время
526	90.0	0.826	6.472	800	-1	1789437818.775
527	90.0	0.782	6.466	800	-1	1789437819.775
528	90.0	0.769	6.471	800	-1	1789437820.775
529	90.0	1.174	6.839	800	-1	1789437821.775
530	90.0	0.758	6.486	800	-1	1789437822.776
531	90.0	0.818	6.451	800	-1	1789437823.776
532	90.0	0.788	6.563	800	-1	1789437824.787
533	90.0	0.701	6.671	800	-1	1789437825.787
534	90.0	0.796	6.584	800	-1	1789437826.787
535	90.0	0.834	6.634	800	-1	1789437827.787
536	90.0	0.662	8.021	800	-1	1789437828.798
537	90.0	0.908	6.497	800	-1	1789437829.798
538	90.0	0.824	6.779	800	-1	1789437830.798
539	90.0	0.809	6.466	800	-1	1789437831.799
540	90.0	0.797	6.473	800	-1	1789437832.799
541	90.0	0.866	6.780	800	-1	1789437833.798
542	90.0	0.841	6.442	800	-1	1789437834.799
543	90.0	0.882	6.457	800	-1	1789437835.799
544	90.0	0.804	6.488	800	-1	1789437836.799
545	90.0	0.860	6.771	800	-1	1789437837.799
546	90.0	0.812	6.482	800	-1	1789437838.799
547	90.0	0.800	6.822	800	-1	1789437839.799
548	90.0	0.844	6.790	800	-1	1789437840.799
549	90.0	0.777	6.463	800	-1	1789437841.810
550	90.0	0.934	6.468	800	-1	1789437842.810
551	90.0	0.805	6.453	800	-1	1789437843.811
552	90.0	0.780	6.488	800	-1	1789437844.811
553	90.0	0.785	6.466	800	-1	1789437845.811
554	90.0	0.802	6.460	800	-1	1789437846.811
555	90.0	0.767	6.462	800	-1	1789437847.811
556	90.0	0.737	6.474	800	-1	1789437848.811
557	90.0	0.818	6.495	800	-1	1789437849.812
558	90.0	0.797	6.538	800	-1	1789437850.811
559	90.0	0.712	6.475	800	-1	1789437851.811
560	90.0	0.768	6.470	800	-1	1789437852.811
561	90.0	0.785	6.451	800	-1	1789437853.812
562	90.0	0.740	6.459	800	-1	1789437854.812
563	90.0	0.653	6.474	800	-1	1789437855.812
564	90.0	0.889	6.450	800	-1	1789437856.822
565	90.0	1.094	6.838	800	-1	1789437857.823
566	90.0	0.788	6.480	800	-1	1789437858.823
567	90.0	0.832	6.611	800	-1	1789437859.823
568	90.0	1.156	6.838	800	-1	1789437860.834
569	90.0	0.762	6.509	800	-1	1789437861.835
570	90.0	0.855	6.837	800	-1	1789437862.835
571	90.0	0.805	6.820	800	-1	1789437863.834
572	90.0	1.206	6.835	800	-1	1789437864.834
573	90.0	0.840	6.834	800	-1	1789437865.834
574	90.0	0.825	6.476	800	-1	1789437866.834
575	90.0	0.909	6.878	800	-1	1789437867.834
576	90.0	0.767	6.798	800	-1	1789437868.835
577	90.0	0.835	6.469	800	-1	1789437869.846
578	90.0	0.788	6.479	800	-1	1789437870.857
579	90.0	0.932	6.501	800	-1	1789437871.857
580	90.0	0.808	6.796	800	-1	1789437872.857
581	90.0	0.826	6.482	800	-1	1789437873.857
582	90.0	0.774	6.798	800	-1	1789437874.857
583	90.0	0.780	6.768	800	-1	1789437875.857
584	90.0	0.766	6.474	800	-1	1789437876.858
585	90.0	0.789	6.471	800	-1	1789437877.858
586	90.0	0.708	6.485	800	-1	1789437878.858
587	90.0	0.788	6.491	800	-1	1789437879.858
588	90.0	0.798	6.466	800	-1	1789437880.858
589	90.0	0.779	6.469	800	-1	1789437881.858
590	90.0	0.883	6.481	800	-1	1789437882.858
591	90.0	0.806	6.476	800	-1	1789437883.858
592	90.0	0.738	6.508	800	-1	1789437884.858
593	90.0	0.713	6.498	800	-1	1789437885.858
594	90.0	0.760	6.509	800	-1	1789437886.858
595	90.0	0.780	6.451	800	-1	1789437887.858
596	90.0	0.783	6.477	800	-1	1789437888.858
597	90.0	0.919	6.468	800	-1	1789437889.858
598	90.0	0.819	6.846	800	-1	1789437890.859
599	90.0	0.822	6.464	800	-1	1789437891.859
600	90.0	0.867	6.679	800	-1	1789437892.870
601	90.0	0.798	6.467	800	-1	1789437893.881
602	90.0	0.803	6.436	800	-1	1789437894.882
603	90.0	0.784	6.437	800	-1	1789437895.882
604	90.0	0.638	6.503	800	-1	1789437896.882
605	90.0	0.799	6.449	800	-1	1789437897.882
606	90.0	0.976	6.817	800	-1	1789437898.881
607	90.0	0.751	6.499	800	-1	1789437899.882
608	90.0	0.992	8.006	800	-1	1789437900.892
609	90.0	0.809	6.456	800	-1	1789437901.893
610	90.0	0.780	6.831	800	-1	1789437902.893
611	90.0	0.772	6.576	800	-1	1789437903.904
612	90.0	0.779	6.612	800	-1	1789437904.904
613	90.0	0.771	6.537	800	-1	1789437905.904
614	90.0	0.775	6.591	800	-1	1789437906.905
615	90.0	0.799	6.555	800	-1	1789437907.906
616	90.0	0.782	6.608	800	-1	1789437908.905
617	90.0	1.188	6.840	800	-1	1789437909.915
618	90.0	0.793	6.836	800	-1	1789437910.916
619	90.0	0.970	6.819	800	-1	1789437911.915
620	90.0	0.861	6.465	800	-1	1789437912.916
621	90.0	1.055	6.851	800	-1	1789437913.916
622	90.0	0.898	7.717	800	-1	1789437914.926
623	90.0	0.787	6.469	800	-1	1789437915.927
624	90.0	0.737	6.505	800	-1	1789437916.927
625	90.0	0.797	6.787	800	-1	1789437917.927
626	90.0	0.784	6.460	800	-1	1789437918.928
627	90.0	0.840	6.525	800	-1	1789437919.927
628	90.0	0.765	6.433	800	-1	1789437920.928
629	90.0	0.777	6.426	800	-1	1789437921.928
630	90.0	0.773	6.453	800	-1	1789437922.928
631	90.0	0.898	6.475	800	-1	1789437923.939
632	90.0	0.827	6.494	800	-1	1789437924.939
633	90.0	0.776	6.511	800	-1	1789437925.939
634	90.0	0.802	6.511	800	-1	1789437926.939
635	90.0	0.835	6.508	800	-1	1789437927.940
636	90.0	0.857	6.472	800	-1	1789437928.940
637	90.0	0.803	6.458	800	-1	1789437929.939
638	90.0	0.750	6.542	800	-1	1789437930.940
639	90.0	0.776	6.462	800	-1	1789437931.940
640	90.0	1.275	6.950	800	-1	1789437932.951
641	90.0	0.899	6.640	800	-1	1789437933.951
642	90.0	0.864	6.785	800	-1	1789437934.962
643	90.0	0.917	6.481	800	-1	1789437935.962
644	90.0	0.710	6.862	800	-1	1789437936.961
645	90.0	0.926	6.881	800	-1	1789437937.962
646	90.0	0.897	6.785	800	-1	1789437938.962
647	90.0	0.842	6.510	800	-1	1789437939.962
648	90.0	0.855	6.462	800	-1	1789437940.962
649	90.0	0.920	6.481	800	-1	1789437941.962
650	90.0	1.116	6.826	800	-1	1789437942.963
651	90.0	0.797	6.448	800	-1	1789437943.963
652	90.0	0.828	6.467	800	-1	1789437944.963
653	90.0	0.773	6.481	800	-1	1789437945.974
654	90.0	0.836	6.793	800	-1	1789437946.974
655	90.0	1.044	6.818	800	-1	1789437947.974
656	90.0	0.833	6.793	800	-1	1789437948.974
657	90.0	0.788	6.452	800	-1	1789437949.974
658	90.0	0.786	6.479	800	-1	1789437950.974
659	90.0	0.791	6.776	800	-1	1789437951.974
660	90.0	0.792	6.460	800	-1	1789437952.975
661	90.0	0.780	6.462	800	-1	1789437953.975
662	90.0	0.798	6.476	800	-1	1789437954.975
663	90.0	0.780	6.485	800	-1	1789437955.975
664	90.0	0.887	8.296	800	-1	1789437956.985
665	90.0	1.202	6.914	800	-1	1789437957.985
666	90.0	0.735	6.631	800	-1	1789437958.986
667	90.0	0.803	6.671	800	-1	1789437959.986
668	90.0	0.805	6.602	800	-1	1789437960.987
669	90.0	0.793	6.661	800	-1	1789437961.986
670	90.0	1.182	6.901	800	-1	1789437962.986
671	90.0	0.869	6.822	800	-1	1789437963.986
672	90.0	0.857	6.622	800	-1	1789437964.987
673	90.0	0.720	6.504	800	-1	1789437965.998
674	90.0	0.822	6.455	800	-1	1789437967.009
675	90.0	0.833	6.461	800	-1	1789437968.009
676	90.0	0.627	7.605	800	-1	1789437969.009
677	90.0	0.681	7.643	800	-1	1789437970.009
678	90.0	1.123	6.828	800	-1	1789437971.009
679	90.0	0.642	6.463	800	-1	1789437972.009
680	90.0	0.854	6.791	800	-1	1789437973.009
681	90.0	0.807	6.776	800	-1	1789437974.009
682	90.0	0.777	6.473	800	-1	1789437975.010
683	90.0	0.809	6.497	800	-1	1789437976.010
684	90.0	0.760	6.470	800	-1	1789437977.021
685	90.0	0.827	6.502	800	-1	1789437978.021
686	90.0	0.897	6.926	800	-1	1789437979.031
687	90.0	1.011	6.948	800	-1	1789437980.032
688	90.0	0.933	6.897	800	-1	1789437981.033
689	90.0	0.896	6.965	800	-1	1789437982.032
690	90.0	0.928	6.595	800	-1	1789437983.033
691	90.0	1.057	6.921	800	-1	1789437984.032
692	90.0	0.839	6.888	800	-1	1789437985.032
693	90.0	1.068	6.942	800	-1	1789437986.032
694	90.0	1.486	6.957	800	-1	1789437987.033
695	90.0	1.504	7.022	800	-1	1789437988.033
696	90.0	0.699	8.011	800	-1	1789437989.043
697	90.0	0.816	6.823	800	-1	1789437990.044
698	90.0	0.789	6.806	800	-1	1789437991.044
699	90.0	0.822	6.448	800	-1	1789437992.044
700	90.0	0.884	6.778	800	-1	1789437993.055
701	90.0	0.876	6.482	800	-1	1789437994.056
702	90.0	0.801	6.771	800	-1	1789437995.056
703	90.0	0.827	6.773	800	-1	1789437996.056
704	90.0	0.811	6.495	800	-1	1789437997.056
705	90.0	0.815	6.461	800	-1	1789437998.056
706	90.0	0.579	7.561	800	-1	1789437999.056
707	90.0	0.971	6.827	800	-1	1789438000.067
708	90.0	0.761	6.694	800	-1	1789438001.067
709	90.0	0.813	6.499	800	-1	1789438002.067
710	90.0	0.681	8.090	800	-1	1789438003.067
711	90.0	0.786	6.634	800	-1	1789438004.067
712	90.0	0.652	6.703	800	-1	1789438005.068
713	90.0	0.811	6.873	800	-1	1789438006.068
714	90.0	0.788	6.505	800	-1	1789438007.068
715	90.0	1.014	6.826	800	-1	1789438008.078
716	90.0	0.820	6.496	800	-1	1789438009.079
717	90.0	0.859	6.444	800	-1	1789438010.090
718	90.0	0.837	6.812	800	-1	1789438011.090
719	90.0	1.125	6.797	800	-1	1789438012.091
720	90.0	1.010	6.775	800	-1	1789438013.090
721	90.0	0.873	6.439	800	-1	1789438014.091
722	90.0	0.863	6.781	800	-1	1789438015.090
723	90.0	1.155	6.890	800	-1	1789438016.090
724	90.0	0.872	6.835	800	-1	1789438017.091
725	90.0	1.160	6.818	800	-1	1789438018.091
726	90.0	0.857	6.474	800	-1	1789438019.091
727	90.0	0.868	6.798	800	-1	1789438020.091
728	90.0	0.887	6.514	800	-1	1789438021.102
729	90.0	0.703	6.473	800	-1	1789438022.102
730	90.0	0.817	6.474	800	-1	1789438023.102
731	90.0	0.860	6.478	800	-1	1789438024.102
732	90.0	0.819	6.440	800	-1	1789438025.103
733	90.0	0.865	6.506	800	-1	1789438026.102
734	90.0	0.929	6.465	800	-1	1789438027.103
735	90.0	0.959	6.499	800	-1	1789438028.102
736	90.0	1.391	6.861	800	-1	1789438029.103
737	90.0	0.825	6.477	800	-1	1789438030.103
738	90.0	0.802	6.478	800	-1	1789438031.103
739	90.0	0.781	6.564	800	-1	1789438032.103
740	90.0	0.768	6.482	800	-1	1789438033.103
741	90.0	0.769	6.466	800	-1	1789438034.103
742	90.0	0.703	6.534	800	-1	1789438035.103
743	90.0	0.869	6.508	800	-1	1789438036.103
744	90.0	0.986	6.789	800	-1	1789438037.103
745	90.0	1.163	6.872	800	-1	1789438038.104
746	90.0	0.883	6.861	800	-1	1789438039.114
747	90.0	0.874	6.857	800	-1	1789438040.114
748	90.0	0.902	6.583	800	-1	1789438041.114
749	90.0	0.856	6.652	800	-1	1789438042.114
750	90.0	0.801	7.908	800	-1	1789438043.125
751	90.0	0.870	6.464	800	-1	1789438044.126
752	90.0	0.759	8.010	800	-1	1789438045.126
753	90.0	0.801	6.421	800	-1	1789438046.127
754	90.0	0.802	6.828	800	-1	1789438047.126
755	90.0	0.885	6.770	800	-1	1789438048.126
756	90.0	0.841	6.467	800	-1	1789438049.127
757	90.0	0.749	6.452	800	-1	1789438050.128
758	90.0	0.677	6.487	800	-1	1789438051.138
759	90.0	0.848	6.791	800	-1	1789438052.138
760	90.0	0.787	6.456	800	-1	1789438053.138
761	90.0	0.778	6.459	800	-1	1789438054.139
762	90.0	0.785	6.746	800	-1	1789438055.139
763	90.0	0.823	6.462	800	-1	1789438056.138
764	90.0	0.787	6.756	800	-1	1789438057.138
765	90.0	0.777	6.476	800	-1	1789438058.139
766	90.0	0.790	6.428	800	-1	1789438059.139
767	90.0	0.862	6.534	800	-1	1789438060.149
768	90.0	0.844	7.018	800	-1	1789438061.149
769	90.0	0.960	6.926	800	-1	1789438062.149
770	90.0	0.815	8.100	800	-1	1789438063.160
771	90.0	0.815	7.783	800	-1	1789438064.161
772	90.0	0.863	6.801	800	-1	1789438065.161
773	90.0	1.118	6.825	800	-1	1789438066.161
774	90.0	0.913	6.833	800	-1	1789438067.161
775	90.0	0.767	8.020	800	-1	1789438068.161
776	90.0	0.830	6.811	800	-1	1789438069.161
777	90.0	1.176	6.857	800	-1	1789438070.162
778	90.0	0.778	6.464	800	-1	1789438071.162
779	90.0	0.834	6.453	800	-1	1789438072.173
780	90.0	0.716	7.702	800	-1	1789438073.172
781	90.0	0.760	6.495	800	-1	1789438074.173
782	90.0	0.814	6.445	800	-1	1789438075.173
783	90.0	0.864	6.476	800	-1	1789438076.173
784	90.0	0.781	6.443	800	-1	1789438077.173
785	90.0	0.783	6.460	800	-1	1789438078.174
786	90.0	0.874	6.492	800	-1	1789438079.173
787	90.0	0.795	6.451	800	-1	1789438080.174
788	90.0	1.005	6.780	800	-1	1789438081.173
789	90.0	0.691	6.460	800	-1	1789438082.174
790	90.0	0.793	6.459	800	-1	1789438083.174
791	90.0	0.681	6.468	800	-1	1789438084.174
792	90.0	0.683	7.759	800	-1	1789438085.173
793	90.0	0.780	6.464	800	-1	1789438086.174
794	90.0	0.895	6.461	800	-1	1789438087.185
795	90.0	0.858	6.779	800	-1	1789438088.185
796	90.0	0.824	6.471	800	-1	1789438089.185
797	90.0	1.175	6.839	800	-1	1789438090.185
798	90.0	0.781	6.529	800	-1	1789438091.185
799	90.0	0.866	6.475	800	-1	1789438092.186
800	90.0	0.806	6.469	800	-1	1789438093.186
801	90.0	0.865	6.478	800	-1	1789438094.186
802	90.0	0.864	6.479	800	-1	1789438095.186
803	90.0	0.950	6.871	800	-1	1789438096.197
804	90.0	0.852	6.811	800	-1	1789438097.197
805	90.0	0.820	6.800	800	-1	1789438098.208
806	90.0	0.948	6.471	800	-1	1789438099.208
807	90.0	0.803	6.461	800	-1	1789438100.208
808	90.0	0.781	6.452	800	-1	1789438101.208
809	90.0	0.709	6.464	800	-1	1789438102.209
810	90.0	0.835	6.447	800	-1	1789438103.209
811	90.0	0.862	6.451	800	-1	1789438104.209
812	90.0	0.645	6.484	800	-1	1789438105.209
813	90.0	0.810	6.507	800	-1	1789438106.208
814	90.0	0.804	6.776	800	-1	1789438107.208
815	90.0	0.649	6.497	800	-1	1789438108.208
816	90.0	0.889	6.460	800	-1	1789438109.209
817	90.0	0.815	6.467	800	-1	1789438110.209
818	90.0	0.831	6.474	800	-1	1789438111.209
819	90.0	0.760	6.443	800	-1	1789438112.221
820	90.0	0.991	6.785	800	-1	1789438113.220
821	90.0	0.654	7.702	800	-1	1789438114.220
822	90.0	0.771	6.474	800	-1	1789438115.221
823	90.0	0.766	6.456	800	-1	1789438116.220
824	90.0	0.745	6.459	800	-1	1789438117.221
825	90.0	0.766	6.467	800	-1	1789438118.221
826	90.0	0.820	6.482	800	-1	1789438119.221
827	90.0	0.763	6.478	800	-1	1789438120.221
828	90.0	0.763	6.474	800	-1	1789438121.221
829	90.0	0.879	6.624	800	-1	1789438122.232
830	90.0	0.947	6.987	800	-1	1789438123.233
831	90.0	0.906	6.953	800	-1	1789438124.233
832	90.0	0.732	6.634	800	-1	1789438125.232
833	90.0	0.831	6.612	800	-1	1789438126.233
834	90.0	0.917	6.714	800	-1	1789438127.232
835	90.0	0.868	6.655	800	-1	1789438128.232
836	90.0	0.900	6.594	800	-1	1789438129.233
837	90.0	0.863	6.961	800	-1	1789438130.233
838	90.0	1.288	7.076	800	-1	1789438131.233
839	90.0	1.005	6.782	800	-1	1789438132.244
840	90.0	1.043	6.826	800	-1	1789438133.244
841	90.0	0.891	6.838	800	-1	1789438134.244
842	90.0	0.895	6.770	800	-1	1789438135.244
843	90.0	0.759	6.466	800	-1	1789438136.244
844	90.0	0.716	6.794	800	-1	1789438137.244
845	90.0	0.877	6.795	800	-1	1789438138.244
846	90.0	0.783	6.452	800	-1	1789438139.245
847	90.0	1.231	6.818	800	-1	1789438140.244
848	90.0	0.805	6.450	800	-1	1789438141.245
849	90.0	0.734	6.513	800	-1	1789438142.245
850	90.0	0.877	6.474	800	-1	1789438143.256
851	90.0	0.832	6.457	800	-1	1789438144.256
852	90.0	0.790	6.464	800	-1	1789438145.258
853	90.0	0.778	6.442	800	-1	1789438146.257
854	90.0	0.784	6.460	800	-1	1789438147.257
855	90.0	1.320	7.012	800	-1	1789438148.256
856	90.0	0.905	6.457	800	-1	1789438149.256
857	90.0	0.771	6.443	800	-1	1789438150.258
858	90.0	0.776	6.463	800	-1	1789438151.257
859	90.0	0.826	6.493	800	-1	1789438152.268
860	90.0	0.855	6.804	800	-1	1789438153.279
861	90.0	0.734	6.511	800	-1	1789438154.279
862	90.0	1.055	6.857	800	-1	1789438155.279
863	90.0	0.882	6.482	800	-1	1789438156.279
864	90.0	0.835	6.845	800	-1	1789438157.279
865	90.0	0.789	6.452	800	-1	1789438158.290
866	90.0	1.086	6.816	800	-1	1789438159.291
867	90.0	0.721	6.485	800	-1	1789438160.290
868	90.0	1.008	6.784	800	-1	1789438161.291
869	90.0	0.871	6.457	800	-1	1789438162.291
870	90.0	0.697	6.505	800	-1	1789438163.291
871	90.0	0.783	6.458	800	-1	1789438164.291
872	90.0	0.733	6.463	800	-1	1789438165.291
873	90.0	0.796	6.488	800	-1	1789438166.291
874	90.0	0.788	6.465	800	-1	1789438167.291
875	90.0	0.869	6.491	800	-1	1789438168.291
876	90.0	1.199	6.902	800	-1	1789438169.292
877	90.0	0.790	7.673	800	-1	1789438170.302
878	90.0	0.823	6.466	800	-1	1789438171.303
879	90.0	0.814	6.474	800	-1	1789438172.303
880	90.0	0.777	6.470	800	-1	1789438173.303
881	90.0	0.783	6.461	800	-1	1789438174.303
882	90.0	0.848	6.485	800	-1	1789438175.303
883	90.0	0.794	6.500	800	-1	1789438176.304
884	90.0	0.844	6.478	800	-1	1789438177.303
885	90.0	0.962	6.807	800	-1	1789438178.303
886	90.0	0.823	6.473	800	-1	1789438179.304
887	90.0	0.776	6.495	800	-1	1789438180.304
888	90.0	0.767	6.475	800	-1	1789438181.304
889	90.0	0.830	6.504	800	-1	1789438182.303
890	90.0	0.842	6.762	800	-1	1789438183.303
891	90.0	0.771	6.450	800	-1	1789438184.304
892	90.0	0.771	6.450	800	-1	1789438185.304
893	90.0	0.662	6.505	800	-1	1789438186.304
894	90.0	0.863	6.628	800	-1	1789438187.314
895	90.0	1.326	6.964	800	-1	1789438188.315
896	90.0	0.868	6.929	800	-1	1789438189.315
897	90.0	0.873	6.939	800	-1	1789438190.315
898	90.0	0.830	6.798	800	-1	1789438191.315
899	90.0	0.811	6.659	800	-1	1789438192.315
900	90.0	0.901	6.635	800	-1	1789438193.316
901	90.0	0.892	6.961	800	-1	1789438194.315
902	90.0	0.889	6.955	800	-1	1789438195.316
904	90.0	0.814	6.797	800	-1	1789438196.327
905	90.0	0.793	6.462	800	-1	1789438197.327
906	90.0	0.694	6.437	800	-1	1789438198.327
907	90.0	0.682	6.486	800	-1	1789438199.327
908	90.0	0.838	6.470	800	-1	1789438200.328
909	90.0	0.797	6.479	800	-1	1789438201.327
910	90.0	0.804	6.460	800	-1	1789438202.328
911	90.0	0.977	6.766	800	-1	1789438203.327
912	90.0	1.155	6.819	800	-1	1789438204.327
913	90.0	0.807	6.776	800	-1	1789438205.328
914	90.0	0.816	6.801	800	-1	1789438206.328
915	90.0	0.795	6.753	800	-1	1789438207.328
916	90.0	1.315	6.867	800	-1	1789438208.328
917	90.0	0.801	6.773	800	-1	1789438209.328
918	90.0	0.714	6.486	800	-1	1789438210.339
919	90.0	0.857	6.467	800	-1	1789438211.339
920	90.0	0.821	6.607	800	-1	1789438212.350
921	90.0	0.776	6.482	800	-1	1789438213.350
922	90.0	0.788	6.888	800	-1	1789438214.350
923	90.0	0.738	6.652	800	-1	1789438215.351
924	90.0	0.779	6.614	800	-1	1789438216.351
925	90.0	0.780	6.615	800	-1	1789438217.351
926	90.0	0.941	6.791	800	-1	1789438218.362
927	90.0	0.835	6.474	800	-1	1789438219.362
928	90.0	1.241	6.824	800	-1	1789438220.362
929	90.0	0.775	6.471	800	-1	1789438221.373
930	90.0	0.741	6.483	800	-1	1789438222.374
931	90.0	0.793	6.458	800	-1	1789438223.373
932	90.0	0.779	6.441	800	-1	1789438224.373
933	90.0	0.770	6.451	800	-1	1789438225.373
934	90.0	0.841	6.478	800	-1	1789438226.373
935	90.0	1.053	6.830	800	-1	1789438227.373
936	90.0	0.827	6.439	800	-1	1789438228.374
937	90.0	0.792	6.453	800	-1	1789438229.374
938	90.0	0.874	6.803	800	-1	1789438230.385
939	90.0	0.781	6.470	800	-1	1789438231.385
940	90.0	0.687	7.629	800	-1	1789438232.385
941	90.0	0.656	7.687	800	-1	1789438233.385
942	90.0	0.824	6.504	800	-1	1789438234.385
943	90.0	0.795	6.473	800	-1	1789438235.385
944	90.0	0.852	6.792	800	-1	1789438236.385
945	90.0	0.821	6.446	800	-1	1789438237.386
946	90.0	0.729	6.517	800	-1	1789438238.386
947	90.0	0.779	6.508	800	-1	1789438239.387
948	90.0	0.869	6.916	800	-1	1789438240.397
949	90.0	0.698	6.618	800	-1	1789438241.397
950	90.0	0.889	6.944	800	-1	1789438242.397
951	90.0	0.827	6.455	800	-1	1789438243.408
952	90.0	0.722	6.514	800	-1	1789438244.408
953	90.0	0.841	6.766	800	-1	1789438245.408
954	90.0	0.918	6.791	800	-1	1789438246.408
955	90.0	0.708	6.466	800	-1	1789438247.409
956	90.0	0.865	6.440	800	-1	1789438248.409
957	90.0	0.838	6.447	800	-1	1789438249.409
958	90.0	0.644	7.627	800	-1	1789438250.409
959	90.0	0.910	6.784	800	-1	1789438251.409
960	90.0	1.260	6.819	800	-1	1789438252.409
961	90.0	0.680	6.462	800	-1	1789438253.409
962	90.0	0.969	5.782	800	-1	1789438254.409
963	90.0	0.794	6.543	800	-1	1789438255.420
964	90.0	0.871	8.667	800	-1	1789438256.430
965	90.0	0.971	8.388	800	-1	1789438257.429
966	90.0	0.922	8.684	800	-1	1789438258.430
967	90.0	0.888	8.197	800	-1	1789438259.430
968	90.0	0.976	8.661	800	-1	1789438260.430
969	90.0	0.886	8.719	800	-1	1789438261.430
970	90.0	0.989	8.631	800	-1	1789438262.430
971	90.0	0.888	7.996	800	-1	1789438263.431
972	90.0	0.819	8.479	800	-1	1789438264.430
973	90.0	0.812	8.486	800	-1	1789438265.431
974	90.0	0.805	8.459	800	-1	1789438266.431
975	90.0	0.723	6.637	800	-1	1789438267.432
976	90.0	0.885	6.596	800	-1	1789438268.432
977	90.0	0.837	6.614	800	-1	1789438269.433
978	90.0	0.840	6.594	800	-1	1789438270.433
979	90.0	1.074	6.828	800	-1	1789438271.443
980	90.0	0.811	6.792	800	-1	1789438272.443
981	90.0	0.838	6.810	800	-1	1789438273.444
982	90.0	0.813	6.461	800	-1	1789438274.444
983	90.0	0.816	6.451	800	-1	1789438275.444
984	90.0	0.800	6.571	800	-1	1789438276.455
985	90.0	0.772	6.464	800	-1	1789438277.466
986	90.0	0.775	6.475	800	-1	1789438278.467
987	90.0	0.935	6.837	800	-1	1789438279.467
988	90.0	0.769	6.465	800	-1	1789438280.467
989	90.0	0.779	6.463	800	-1	1789438281.467
990	90.0	0.775	6.441	800	-1	1789438282.467
991	90.0	0.842	6.622	800	-1	1789438283.478
992	90.0	0.848	6.870	800	-1	1789438284.478
993	90.0	1.349	6.914	800	-1	1789438285.478
994	90.0	0.858	6.767	800	-1	1789438286.489
995	90.0	0.899	6.829	800	-1	1789438287.489
996	90.0	0.869	6.805	800	-1	1789438288.489
997	90.0	0.882	6.454	800	-1	1789438289.490
998	90.0	0.796	6.850	800	-1	1789438290.490
999	90.0	1.111	6.806	800	-1	1789438291.489
1000	90.0	1.099	6.826	800	-1	1789438292.489
1001	90.0	0.909	6.857	800	-1	1789438293.490
1002	90.0	0.793	6.466	800	-1	1789438294.501
1003	90.0	0.783	6.442	800	-1	1789438295.502
1004	90.0	0.807	6.504	800	-1	1789438296.502
1005	90.0	0.875	6.693	800	-1	1789438297.512
1006	90.0	0.850	6.723	800	-1	1789438298.512
1007	90.0	0.787	6.980	800	-1	1789438299.512
1008	90.0	0.787	6.597	800	-1	1789438300.513
1009	90.0	0.796	6.594	800	-1	1789438301.513
1010	90.0	0.833	6.647	800	-1	1789438302.512
1011	90.0	1.103	6.875	800	-1	1789438303.512
1012	90.0	0.795	6.922	800	-1	1789438304.513
1013	90.0	0.801	6.605	800	-1	1789438305.513
1014	90.0	0.803	6.599	800	-1	1789438306.513
1015	90.0	0.853	6.939	800	-1	1789438307.513
1016	90.0	0.826	6.567	800	-1	1789438308.513
1017	90.0	0.820	6.880	800	-1	1789438309.513
1018	90.0	0.818	6.594	800	-1	1789438310.513
1019	90.0	0.807	6.896	800	-1	1789438311.513
1020	90.0	0.786	6.558	800	-1	1789438312.514
1021	90.0	0.767	6.722	800	-1	1789438313.513
1022	90.0	0.820	6.857	800	-1	1789438314.514
1023	90.0	0.822	6.879	800	-1	1789438315.514
1024	90.0	1.234	6.944	800	-1	1789438316.514
1025	90.0	0.803	6.872	800	-1	1789438317.514
1026	90.0	0.834	6.707	800	-1	1789438318.514
1027	90.0	0.794	6.755	800	-1	1789438319.514
1028	90.0	0.898	6.803	800	-1	1789438320.525
1029	90.0	0.877	6.805	800	-1	1789438321.525
1030	90.0	1.234	6.843	800	-1	1789438322.525
1031	90.0	0.891	6.457	800	-1	1789438323.526
1032	90.0	0.844	6.823	800	-1	1789438324.526
1033	90.0	0.796	6.457	800	-1	1789438325.526
1034	90.0	0.769	6.457	800	-1	1789438326.537
1035	90.0	0.786	6.462	800	-1	1789438327.537
1036	90.0	0.781	6.449	800	-1	1789438328.537
1037	90.0	0.768	6.483	800	-1	1789438329.537
1038	90.0	0.772	6.506	800	-1	1789438330.548
1039	90.0	0.824	6.789	800	-1	1789438331.548
1040	90.0	1.042	6.804	800	-1	1789438332.548
1041	90.0	0.772	6.499	800	-1	1789438333.549
1042	90.0	0.775	6.465	800	-1	1789438334.549
1043	90.0	0.894	6.858	800	-1	1789438335.560
1044	90.0	0.749	6.572	800	-1	1789438336.560
1045	90.0	0.816	6.523	800	-1	1789438337.560
1046	90.0	1.083	6.891	800	-1	1789438338.560
1047	90.0	1.219	6.879	800	-1	1789438339.560
1048	90.0	0.884	8.316	800	-1	1789438340.560
1049	90.0	0.822	6.847	800	-1	1789438341.560
1050	90.0	0.791	6.933	800	-1	1789438342.560
1051	90.0	0.865	6.807	800	-1	1789438343.560
1052	90.0	0.846	6.517	800	-1	1789438344.561
1053	90.0	0.766	6.578	800	-1	1789438345.561
1054	90.0	0.926	6.777	800	-1	1789438346.572
1055	90.0	0.838	6.435	800	-1	1789438347.572
1056	90.0	0.695	6.806	800	-1	1789438348.572
1057	90.0	0.830	6.440	800	-1	1789438349.572
1058	90.0	0.840	6.435	800	-1	1789438350.572
1059	90.0	0.756	6.497	800	-1	1789438351.572
1060	90.0	0.907	6.776	800	-1	1789438352.572
