# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-15T23:51:33
1789498828.296	folder	globe	11.5	7.3	8.34	2	ball	assets				{ "folder": "assets", "view": "browse", "items": 7 }
1789498828.296	intent	globe	11.5	7.3	8.34	2	ball	assets				{ "do": "reload", "view": "browse", "folder": "assets" }
1789498829.529	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498829.529	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498831.973	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "close", "view": "browse", "folder": "" }
1789498834.174	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498834.174	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498835.596	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": false }
1789498835.907	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498835.908	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498837.596	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "close", "view": "browse", "folder": "" }
1789498839.385	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498839.385	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498843.114	folder	globe	11.5	7.3	8.34	2	ball	settings				{ "folder": "settings", "view": "browse", "items": 4 }
1789498843.114	intent	globe	11.5	7.3	8.34	2	ball	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789498848.155	folder	globe	11.5	7.3	8.34	2	ball	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 12 }
1789498848.155	intent	globe	11.5	7.3	8.34	2	ball	settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789498855.431	folder	globe	11.5	7.3	8.34	2	ball	settings				{ "folder": "settings", "view": "browse", "items": 4 }
1789498855.431	intent	globe	11.5	7.3	8.34	2	ball	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789498863.421	folder	globe	11.5	7.3	8.34	2	ball	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 12 }
1789498863.421	intent	globe	11.5	7.3	8.34	2	ball	settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789498864.565	intent	globe	11.5	7.3	8.34	2	ball	settings_sphere				{ "do": "tasks", "view": "browse", "folder": "settings_sphere" }
1789498867.131	задание	globe	11.5	7.3	8.34	2	ball	settings_sphere	asset_house			
1789498868.620	active	globe	11.5	7.3	8.34	2	ball	settings_sphere	asset_house		1489	{ "key": "0", "slot": 0 }
1789498869.277	folder	globe	11.5	7.3	8.34	2	ball	settings	asset_house		2145	{ "folder": "settings", "view": "browse", "items": 4 }
1789498869.277	intent	globe	11.5	7.3	8.34	2	ball	settings	asset_house		2145	{ "do": "reload", "view": "browse", "folder": "settings" }
1789498869.287	active	globe	11.5	7.3	8.34	2	ball	settings	asset_house		2156	{ "key": "6", "slot": 3 }
1789498869.821	active	globe	11.5	7.3	8.34	2	ball	settings	asset_house		2689	{ "key": "0", "slot": 0 }
1789498871.132	folder	globe	11.5	7.3	8.34	2	ball		asset_house		4001	{ "folder": "", "view": "browse", "items": 5 }
1789498871.133	intent	globe	11.5	7.3	8.34	2	ball		asset_house		4001	{ "do": "reload", "view": "browse", "folder": "" }
1789498871.143	active	globe	11.5	7.3	8.34	2	ball		asset_house		4011	{ "key": "0", "slot": 0 }
1789498873.844	folder	globe	11.5	7.3	8.34	2	ball	assets	asset_house		6712	{ "folder": "assets", "view": "browse", "items": 7 }
1789498873.844	intent	globe	11.5	7.3	8.34	2	ball	assets	asset_house		6712	{ "do": "reload", "view": "browse", "folder": "assets" }
1789498873.854	active	globe	11.5	7.3	8.34	2	ball	assets	asset_house		6723	{ "key": "8", "slot": 0 }
1789498875.710	active	globe	11.5	7.3	8.34	2	ball	assets	asset_house		8578	{ "key": "6", "slot": 2 }
1789498876.388	select	globe	11.5	7.3	8.34	2	ball	assets	asset_house	да	9256	{ "do": "default", "view": "browse", "folder": "assets", "item": "asset_house", "title": "Дом" }
1789498876.388	toggle	globe	11.5	7.3	8.34	2	ball	assets				{ "open": false }
1789498878.155	задание	globe	11.5	7.3	8.34	2	ball	assets	scene_tower			
1789498879.355	folder	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		1201	{ "folder": "assets", "view": "browse", "items": 7 }
1789498879.355	toggle	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		1201	{ "open": true }
1789498879.366	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		1212	{ "key": "8", "slot": -2 }
1789498879.577	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		1422	{ "key": "6", "slot": 4 }
1789498880.021	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		1867	{ "key": "0", "slot": 0 }
1789498882.199	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		4045	{ "key": "6", "slot": 4 }
1789498883.544	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		5389	{ "key": "9", "slot": -1 }
1789498883.822	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		5667	{ "key": "12", "slot": 1 }
1789498886.044	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		7889	{ "key": "0", "slot": 0 }
1789498886.511	active	globe	11.5	7.3	8.34	2	ball	assets	scene_tower		8356	{ "key": "9", "slot": -1 }
1789498888.067	folder	globe	11.5	7.3	8.34	2	ball		scene_tower		9913	{ "folder": "", "view": "browse", "items": 5 }
1789498888.067	intent	globe	11.5	7.3	8.34	2	ball		scene_tower		9913	{ "do": "reload", "view": "browse", "folder": "" }
1789498888.077	active	globe	11.5	7.3	8.34	2	ball		scene_tower		9923	{ "key": "0", "slot": 0 }
1789498891.044	active	globe	11.5	7.3	8.34	2	ball		scene_tower		12890	{ "key": "12", "slot": 1 }
1789498892.335	folder	globe	11.5	7.3	8.34	2	ball	images	scene_tower		14180	{ "folder": "images", "view": "browse", "items": 7 }
1789498892.335	intent	globe	11.5	7.3	8.34	2	ball	images	scene_tower		14180	{ "do": "reload", "view": "browse", "folder": "images" }
1789498892.344	active	globe	11.5	7.3	8.34	2	ball	images	scene_tower		14190	{ "key": "12", "slot": 0 }
1789498894.034	active	globe	11.5	7.3	8.34	2	ball	images	scene_tower		15879	{ "key": "13", "slot": 1 }
1789498895.156	active	globe	11.5	7.3	8.34	2	ball	images	scene_tower		17001	{ "key": "12", "slot": 0 }
1789498896.611	active	globe	11.5	7.3	8.34	2	ball	images	scene_tower		18457	{ "key": "9", "slot": -1 }
1789498897.345	folder	globe	11.5	7.3	8.34	2	ball		scene_tower		19191	{ "folder": "", "view": "browse", "items": 5 }
1789498897.345	intent	globe	11.5	7.3	8.34	2	ball		scene_tower		19191	{ "do": "reload", "view": "browse", "folder": "" }
1789498897.356	active	globe	11.5	7.3	8.34	2	ball		scene_tower		19201	{ "key": "0", "slot": 0 }
1789498898.756	active	globe	11.5	7.3	8.34	2	ball		scene_tower		20602	{ "key": "6", "slot": -1 }
1789498899.723	active	globe	11.5	7.3	8.34	2	ball		scene_tower		21568	{ "key": "0", "slot": 0 }
1789498900.401	active	globe	11.5	7.3	8.34	2	ball		scene_tower		22246	{ "key": "9", "slot": 4 }
1789498900.936	folder	globe	11.5	7.3	8.34	2	ball	scenes	scene_tower		22781	{ "folder": "scenes", "view": "browse", "items": 7 }
1789498900.936	intent	globe	11.5	7.3	8.34	2	ball	scenes	scene_tower		22782	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789498900.945	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_tower		22791	{ "key": "9", "slot": 0 }
1789498903.178	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_tower		25024	{ "key": "14", "slot": 2 }
1789498903.512	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_tower		25357	{ "key": "10", "slot": 1 }
1789498904.090	select	globe	11.5	7.3	8.34	2	ball	scenes	scene_tower	да	25935	{ "do": "default", "view": "browse", "folder": "scenes", "item": "scene_tower", "title": "Башня" }
1789498904.090	toggle	globe	11.5	7.3	8.34	2	ball	scenes				{ "open": false }
1789498906.268	задание	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset			
1789498907.280	folder	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		1011	{ "folder": "scenes", "view": "browse", "items": 7 }
1789498907.280	toggle	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		1011	{ "open": true }
1789498907.291	active	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		1022	{ "key": "10", "slot": 1 }
1789498907.790	active	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		1521	{ "key": "28", "slot": -1 }
1789498908.045	active	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		1777	{ "key": "27", "slot": 0 }
1789498909.690	active	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		3422	{ "key": "10", "slot": 1 }
1789498910.246	active	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		3977	{ "key": "27", "slot": 0 }
1789498910.324	active	globe	11.5	7.3	8.34	2	ball	scenes	img_sunset		4055	{ "key": "28", "slot": -1 }
1789498910.957	folder	globe	11.5	7.3	8.34	2	ball		img_sunset		4689	{ "folder": "", "view": "browse", "items": 5 }
1789498910.958	intent	globe	11.5	7.3	8.34	2	ball		img_sunset		4689	{ "do": "reload", "view": "browse", "folder": "" }
1789498910.968	active	globe	11.5	7.3	8.34	2	ball		img_sunset		4699	{ "key": "11", "slot": -2 }
1789498911.646	active	globe	11.5	7.3	8.34	2	ball		img_sunset		5377	{ "key": "9", "slot": 4 }
1789498912.090	active	globe	11.5	7.3	8.34	2	ball		img_sunset		5822	{ "key": "0", "slot": 0 }
1789498913.824	active	globe	11.5	7.3	8.34	2	ball		img_sunset		7555	{ "key": "9", "slot": 4 }
1789498914.168	active	globe	11.5	7.3	8.34	2	ball		img_sunset		7900	{ "key": "0", "slot": 0 }
1789498914.368	active	globe	11.5	7.3	8.34	2	ball		img_sunset		8100	{ "key": "3", "slot": 2 }
1789498914.735	active	globe	11.5	7.3	8.34	2	ball		img_sunset		8467	{ "key": "0", "slot": 0 }
1789498915.213	active	globe	11.5	7.3	8.34	2	ball		img_sunset		8944	{ "key": "3", "slot": 2 }
1789498915.637	folder	globe	11.5	7.3	8.34	2	ball	logic	img_sunset		9368	{ "folder": "logic", "view": "browse", "items": 5 }
1789498915.637	intent	globe	11.5	7.3	8.34	2	ball	logic	img_sunset		9368	{ "do": "reload", "view": "browse", "folder": "logic" }
1789498915.646	active	globe	11.5	7.3	8.34	2	ball	logic	img_sunset		9378	{ "key": "3", "slot": 0 }
1789498918.947	active	globe	11.5	7.3	8.34	2	ball	logic	img_sunset		12678	{ "key": "12", "slot": -1 }
1789498919.469	folder	globe	11.5	7.3	8.34	2	ball		img_sunset		13201	{ "folder": "", "view": "browse", "items": 5 }
1789498919.469	intent	globe	11.5	7.3	8.34	2	ball		img_sunset		13201	{ "do": "reload", "view": "browse", "folder": "" }
1789498919.480	active	globe	11.5	7.3	8.34	2	ball		img_sunset		13212	{ "key": "10", "slot": -2 }
1789498919.747	active	globe	11.5	7.3	8.34	2	ball		img_sunset		13478	{ "key": "9", "slot": 4 }
1789498920.436	active	globe	11.5	7.3	8.34	2	ball		img_sunset		14167	{ "key": "12", "slot": 1 }
1789498920.547	active	globe	11.5	7.3	8.34	2	ball		img_sunset		14278	{ "key": "0", "slot": 0 }
1789498920.936	active	globe	11.5	7.3	8.34	2	ball		img_sunset		14667	{ "key": "12", "slot": 1 }
1789498921.369	folder	globe	11.5	7.3	8.34	2	ball	images	img_sunset		15101	{ "folder": "images", "view": "browse", "items": 7 }
1789498921.370	intent	globe	11.5	7.3	8.34	2	ball	images	img_sunset		15101	{ "do": "reload", "view": "browse", "folder": "images" }
1789498921.380	active	globe	11.5	7.3	8.34	2	ball	images	img_sunset		15112	{ "key": "13", "slot": 1 }
1789498921.624	active	globe	11.5	7.3	8.34	2	ball	images	img_sunset		15355	{ "key": "15", "slot": 2 }
1789498921.802	active	globe	11.5	7.3	8.34	2	ball	images	img_sunset		15533	{ "key": "12", "slot": 0 }
1789498922.891	active	globe	11.5	7.3	8.34	2	ball	images	img_sunset		16623	{ "key": "14", "slot": 5 }
1789498922.980	active	globe	11.5	7.3	8.34	2	ball	images	img_sunset		16712	{ "key": "13", "slot": 1 }
1789498924.313	select	globe	11.5	7.3	8.34	2	ball	images	img_sunset	да	18045	{ "do": "default", "view": "browse", "folder": "images", "item": "img_sunset", "title": "Закат" }
1789498926.358	задание	globe	11.5	7.3	8.34	2	ball	images	tree_oak			
1789498927.503	active	globe	11.5	7.3	8.34	2	ball	images	tree_oak		1144	{ "key": "12", "slot": 0 }
1789498927.958	active	globe	11.5	7.3	8.34	2	ball	images	tree_oak		1600	{ "key": "9", "slot": -1 }
1789498928.459	folder	globe	11.5	7.3	8.34	2	ball		tree_oak		2100	{ "folder": "", "view": "browse", "items": 5 }
1789498928.459	intent	globe	11.5	7.3	8.34	2	ball		tree_oak		2100	{ "do": "reload", "view": "browse", "folder": "" }
1789498928.470	active	globe	11.5	7.3	8.34	2	ball		tree_oak		2111	{ "key": "7", "slot": -2 }
1789498928.981	active	globe	11.5	7.3	8.34	2	ball		tree_oak		2622	{ "key": "6", "slot": -1 }
1789498929.403	active	globe	11.5	7.3	8.34	2	ball		tree_oak		3044	{ "key": "0", "slot": 0 }
1789498929.859	folder	globe	11.5	7.3	8.34	2	ball	assets	tree_oak		3501	{ "folder": "assets", "view": "browse", "items": 7 }
1789498929.859	intent	globe	11.5	7.3	8.34	2	ball	assets	tree_oak		3501	{ "do": "reload", "view": "browse", "folder": "assets" }
1789498929.870	active	globe	11.5	7.3	8.34	2	ball	assets	tree_oak		3511	{ "key": "6", "slot": 4 }
1789498930.381	active	globe	11.5	7.3	8.34	2	ball	assets	tree_oak		4022	{ "key": "0", "slot": 0 }
1789498930.825	active	globe	11.5	7.3	8.34	2	ball	assets	tree_oak		4467	{ "key": "12", "slot": 1 }
1789498931.681	active	globe	11.5	7.3	8.34	2	ball	assets	tree_oak		5322	{ "key": "3", "slot": 2 }
1789498932.115	folder	globe	11.5	7.3	8.34	2	ball	trees	tree_oak		5756	{ "folder": "trees", "view": "browse", "items": 5 }
1789498932.115	intent	globe	11.5	7.3	8.34	2	ball	trees	tree_oak		5756	{ "do": "reload", "view": "browse", "folder": "trees" }
1789498932.126	active	globe	11.5	7.3	8.34	2	ball	trees	tree_oak		5767	{ "key": "3", "slot": 0 }
1789498933.248	active	globe	11.5	7.3	8.34	2	ball	trees	tree_oak		6889	{ "key": "4", "slot": 1 }
1789498933.803	intent	globe	11.5	7.3	8.34	2	ball	trees	tree_oak		7445	{ "do": "none", "view": "browse", "folder": "trees" }
1789498933.903	select	globe	11.5	7.3	8.34	2	ball	trees	tree_oak	да	7545	{ "do": "default", "view": "browse", "folder": "trees", "item": "tree_oak", "title": "Дуб" }
1789498933.903	toggle	globe	11.5	7.3	8.34	2	ball	trees				{ "open": false }
1789498935.137	задание	globe	11.5	7.3	8.34	2	ball	trees	logic_timer			
1789498936.215	folder	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		1078	{ "folder": "trees", "view": "browse", "items": 5 }
1789498936.216	toggle	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		1078	{ "open": true }
1789498936.226	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		1089	{ "key": "0", "slot": -2 }
1789498936.793	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		1655	{ "key": "3", "slot": -2 }
1789498936.993	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		1855	{ "key": "4", "slot": 4 }
1789498937.270	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		2133	{ "key": "21", "slot": 0 }
1789498937.693	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		2555	{ "key": "5", "slot": -2 }
1789498937.759	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		2622	{ "key": "3", "slot": -2 }
1789498937.870	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		2733	{ "key": "0", "slot": -2 }
1789498938.526	toggle	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		3389	{ "open": false }
1789498938.893	folder	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		3756	{ "folder": "trees", "view": "browse", "items": 5 }
1789498938.893	toggle	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		3756	{ "open": true }
1789498938.904	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		3767	{ "key": "0", "slot": 0 }
1789498939.648	active	globe	11.5	7.3	8.34	2	ball	trees	logic_timer		4510	{ "key": "12", "slot": -1 }
1789498940.227	folder	globe	11.5	7.3	8.34	2	ball	assets	logic_timer		5089	{ "folder": "assets", "view": "browse", "items": 7 }
1789498940.227	intent	globe	11.5	7.3	8.34	2	ball	assets	logic_timer		5089	{ "do": "reload", "view": "browse", "folder": "assets" }
1789498940.237	active	globe	11.5	7.3	8.34	2	ball	assets	logic_timer		5100	{ "key": "12", "slot": 1 }
1789498940.782	active	globe	11.5	7.3	8.34	2	ball	assets	logic_timer		5644	{ "key": "9", "slot": -1 }
1789498941.160	folder	globe	11.5	7.3	8.34	2	ball		logic_timer		6022	{ "folder": "", "view": "browse", "items": 5 }
1789498941.160	intent	globe	11.5	7.3	8.34	2	ball		logic_timer		6023	{ "do": "reload", "view": "browse", "folder": "" }
1789498941.171	active	globe	11.5	7.3	8.34	2	ball		logic_timer		6033	{ "key": "6", "slot": -1 }
1789498941.571	active	globe	11.5	7.3	8.34	2	ball		logic_timer		6433	{ "key": "9", "slot": 4 }
1789498941.993	active	globe	11.5	7.3	8.34	2	ball		logic_timer		6856	{ "key": "0", "slot": 0 }
1789498942.771	active	globe	11.5	7.3	8.34	2	ball		logic_timer		7633	{ "key": "1", "slot": 3 }
1789498942.815	active	globe	11.5	7.3	8.34	2	ball		logic_timer		7678	{ "key": "0", "slot": 0 }
1789498943.015	active	globe	11.5	7.3	8.34	2	ball		logic_timer		7877	{ "key": "12", "slot": 1 }
1789498943.771	active	globe	11.5	7.3	8.34	2	ball		logic_timer		8633	{ "key": "0", "slot": 0 }
1789498944.282	active	globe	11.5	7.3	8.34	2	ball		logic_timer		9144	{ "key": "3", "slot": 2 }
1789498944.727	folder	globe	11.5	7.3	8.34	2	ball	logic	logic_timer		9589	{ "folder": "logic", "view": "browse", "items": 5 }
1789498944.727	intent	globe	11.5	7.3	8.34	2	ball	logic	logic_timer		9589	{ "do": "reload", "view": "browse", "folder": "logic" }
1789498944.737	active	globe	11.5	7.3	8.34	2	ball	logic	logic_timer		9600	{ "key": "5", "slot": -2 }
1789498945.315	active	globe	11.5	7.3	8.34	2	ball	logic	logic_timer		10178	{ "key": "3", "slot": 0 }
1789498945.782	active	globe	11.5	7.3	8.34	2	ball	logic	logic_timer		10644	{ "key": "0", "slot": 3 }
1789498946.760	select	globe	11.5	7.3	8.34	2	ball	logic	logic_timer	да	11622	{ "do": "default", "view": "browse", "folder": "logic", "item": "logic_timer", "title": "Таймер" }
1789498946.760	toggle	globe	11.5	7.3	8.34	2	ball	logic				{ "open": false }
1789498947.782	задание	globe	11.5	7.3	8.34	2	ball	logic	tree_palm			
1789498948.860	задание	globe	11.5	7.3	8.34	2	ball	logic	scene_draft2			
1789498949.816	folder	globe	11.5	7.3	8.34	2	ball	logic	scene_draft2		956	{ "folder": "logic", "view": "browse", "items": 5 }
1789498949.816	toggle	globe	11.5	7.3	8.34	2	ball	logic	scene_draft2		956	{ "open": true }
1789498949.827	active	globe	11.5	7.3	8.34	2	ball	logic	scene_draft2		967	{ "key": "0", "slot": 3 }
1789498950.471	active	globe	11.5	7.3	8.34	2	ball	logic	scene_draft2		1611	{ "key": "1", "slot": 0 }
1789498950.638	active	globe	11.5	7.3	8.34	2	ball	logic	scene_draft2		1777	{ "key": "3", "slot": -1 }
1789498951.183	folder	globe	11.5	7.3	8.34	2	ball		scene_draft2		2322	{ "folder": "", "view": "browse", "items": 5 }
1789498951.183	intent	globe	11.5	7.3	8.34	2	ball		scene_draft2		2322	{ "do": "reload", "view": "browse", "folder": "" }
1789498951.194	active	globe	11.5	7.3	8.34	2	ball		scene_draft2		2333	{ "key": "0", "slot": 0 }
1789498951.982	active	globe	11.5	7.3	8.34	2	ball		scene_draft2		3122	{ "key": "12", "slot": 1 }
1789498952.383	active	globe	11.5	7.3	8.34	2	ball		scene_draft2		3522	{ "key": "9", "slot": 4 }
1789498953.116	folder	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft2		4256	{ "folder": "scenes", "view": "browse", "items": 7 }
1789498953.117	intent	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft2		4256	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789498953.127	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft2		4267	{ "key": "27", "slot": 0 }
1789498954.305	active	globe	11.5	7.3	8.34	2	ball	scenes	scene_draft2		5444	{ "key": "10", "slot": 1 }
1789498955.361	folder	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft2		6500	{ "folder": "drafts", "view": "browse", "items": 2 }
1789498955.361	intent	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft2		6501	{ "do": "reload", "view": "browse", "folder": "drafts" }
1789498955.372	active	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft2		6511	{ "key": "10", "slot": 0 }
1789498956.205	active	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft2		7345	{ "key": "27", "slot": 1 }
1789498956.794	active	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft2		7934	{ "key": "28", "slot": -1 }
1789498957.227	active	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft2		8367	{ "key": "27", "slot": 1 }
1789498957.672	select	globe	11.5	7.3	8.34	2	ball	drafts	scene_draft2	да	8811	{ "do": "default", "view": "browse", "folder": "drafts", "item": "scene_draft2", "title": "Проба света" }
1789498957.672	toggle	globe	11.5	7.3	8.34	2	ball	drafts				{ "open": false }
1789498959.828	задание	globe	11.5	7.3	8.34	2	ball	drafts	tree_birch			
1789498961.206	folder	globe	11.5	7.3	8.34	2	ball	drafts	tree_birch		1379	{ "folder": "drafts", "view": "browse", "items": 2 }
1789498961.206	toggle	globe	11.5	7.3	8.34	2	ball	drafts	tree_birch		1379	{ "open": true }
1789498961.217	active	globe	11.5	7.3	8.34	2	ball	drafts	tree_birch		1390	{ "key": "10", "slot": 1 }
1789498961.805	active	globe	11.5	7.3	8.34	2	ball	drafts	tree_birch		1978	{ "key": "27", "slot": 0 }
1789498962.139	active	globe	11.5	7.3	8.34	2	ball	drafts	tree_birch		2311	{ "key": "40", "slot": -1 }
1789498962.562	folder	globe	11.5	7.3	8.34	2	ball	scenes	tree_birch		2734	{ "folder": "scenes", "view": "browse", "items": 7 }
1789498962.562	intent	globe	11.5	7.3	8.34	2	ball	scenes	tree_birch		2734	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789498962.572	active	globe	11.5	7.3	8.34	2	ball	scenes	tree_birch		2745	{ "key": "40", "slot": 2 }
1789498963.050	active	globe	11.5	7.3	8.34	2	ball	scenes	tree_birch		3223	{ "key": "27", "slot": 0 }
1789498963.317	active	globe	11.5	7.3	8.34	2	ball	scenes	tree_birch		3489	{ "key": "10", "slot": 1 }
1789498963.739	active	globe	11.5	7.3	8.34	2	ball	scenes	tree_birch		3911	{ "key": "28", "slot": -1 }
1789498964.150	folder	globe	11.5	7.3	8.34	2	ball		tree_birch		4323	{ "folder": "", "view": "browse", "items": 5 }
1789498964.150	intent	globe	11.5	7.3	8.34	2	ball		tree_birch		4323	{ "do": "reload", "view": "browse", "folder": "" }
1789498964.161	active	globe	11.5	7.3	8.34	2	ball		tree_birch		4334	{ "key": "11", "slot": -2 }
1789498964.350	active	globe	11.5	7.3	8.34	2	ball		tree_birch		4522	{ "key": "9", "slot": 4 }
1789498964.750	active	globe	11.5	7.3	8.34	2	ball		tree_birch		4923	{ "key": "0", "slot": 0 }
1789498965.173	folder	globe	11.5	7.3	8.34	2	ball	assets	tree_birch		5345	{ "folder": "assets", "view": "browse", "items": 7 }
1789498965.173	intent	globe	11.5	7.3	8.34	2	ball	assets	tree_birch		5346	{ "do": "reload", "view": "browse", "folder": "assets" }
1789498965.183	active	globe	11.5	7.3	8.34	2	ball	assets	tree_birch		5356	{ "key": "0", "slot": 0 }
1789498965.706	active	globe	11.5	7.3	8.34	2	ball	assets	tree_birch		5878	{ "key": "3", "slot": 2 }
1789498966.573	folder	globe	11.5	7.3	8.34	2	ball	trees	tree_birch		6745	{ "folder": "trees", "view": "browse", "items": 5 }
1789498966.573	intent	globe	11.5	7.3	8.34	2	ball	trees	tree_birch		6745	{ "do": "reload", "view": "browse", "folder": "trees" }
1789498966.583	active	globe	11.5	7.3	8.34	2	ball	trees	tree_birch		6756	{ "key": "3", "slot": 1 }
1789498967.039	active	globe	11.5	7.3	8.34	2	ball	trees	tree_birch		7211	{ "key": "0", "slot": 0 }
1789498968.706	active	globe	11.5	7.3	8.34	2	ball	trees	tree_birch		8878	{ "key": "3", "slot": 1 }
1789498969.417	select	globe	11.5	7.3	8.34	2	ball	trees	tree_birch	да	9590	{ "do": "default", "view": "browse", "folder": "trees", "item": "tree_birch", "title": "Берёза" }
1789498969.418	toggle	globe	11.5	7.3	8.34	2	ball	trees				{ "open": false }
1789498970.762	задание	globe	11.5	7.3	8.34	2	ball	trees	scene_draft1			
1789498971.818	folder	globe	11.5	7.3	8.34	2	ball	trees	scene_draft1		1056	{ "folder": "trees", "view": "browse", "items": 5 }
1789498971.818	toggle	globe	11.5	7.3	8.34	2	ball	trees	scene_draft1		1057	{ "open": true }
1789498971.829	active	globe	11.5	7.3	8.34	2	ball	trees	scene_draft1		1067	{ "key": "0", "slot": 3 }
1789498972.362	active	globe	11.5	7.3	8.34	2	ball	trees	scene_draft1		1600	{ "key": "3", "slot": 0 }
1789498972.818	active	globe	11.5	7.3	8.34	2	ball	trees	scene_draft1		2056	{ "key": "12", "slot": -1 }
1789498973.185	folder	globe	11.5	7.3	8.34	2	ball	assets	scene_draft1		2423	{ "folder": "assets", "view": "browse", "items": 7 }
1789498973.185	intent	globe	11.5	7.3	8.34	2	ball	assets	scene_draft1		2423	{ "do": "reload", "view": "browse", "folder": "assets" }
1789498973.195	active	globe	11.5	7.3	8.34	2	ball	assets	scene_draft1		2434	{ "key": "12", "slot": 1 }
1789498974.106	active	globe	11.5	7.3	8.34	2	ball	assets	scene_draft1		3345	{ "key": "0", "slot": 0 }
1789498974.429	active	globe	11.5	7.3	8.34	2	ball	assets	scene_draft1		3667	{ "key": "9", "slot": -1 }
1789498974.851	folder	globe	11.5	7.3	8.34	2	ball		scene_draft1		4090	{ "folder": "", "view": "browse", "items": 5 }
1789498974.852	intent	globe	11.5	7.3	8.34	2	ball		scene_draft1		4090	{ "do": "reload", "view": "browse", "folder": "" }
1789498974.862	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		4101	{ "key": "6", "slot": -1 }
1789498975.162	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		4401	{ "key": "9", "slot": 4 }
1789498975.473	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		4712	{ "key": "0", "slot": 0 }
1789498975.818	active	globe	11.5	7.3	8.34	2	ball		scene_draft1		5056	{ "key": "12", "slot": 1 }
