# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-15T23:51:33
1789498458.899	мастер_значение	globe	11.5	7.7	8.34	2	ball					cell_cm=7.7
1789498458.910	мастер_значение	globe	11.5	7.5	8.34	2	ball					cell_cm=7.5
1789498458.921	мастер_значение	globe	11.5	7.4	8.34	2	ball					cell_cm=7.4
1789498458.932	мастер_значение	globe	11.5	7.2	8.34	2	ball					cell_cm=7.2
1789498458.943	мастер_значение	globe	11.5	7.1	8.34	2	ball					cell_cm=7.1
1789498458.954	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498458.988	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498459.010	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498459.022	мастер_значение	globe	11.5	7.1	8.34	2	ball					cell_cm=7.1
1789498459.042	мастер_значение	globe	11.5	7.2	8.34	2	ball					cell_cm=7.2
1789498459.065	мастер_значение	globe	11.5	7.3	8.34	2	ball					cell_cm=7.3
1789498459.078	мастер_значение	globe	11.5	7.4	8.34	2	ball					cell_cm=7.4
1789498459.098	мастер_значение	globe	11.5	7.5	8.34	2	ball					cell_cm=7.5
1789498459.111	мастер_значение	globe	11.5	7.6	8.34	2	ball					cell_cm=7.6
1789498459.131	мастер_значение	globe	11.5	7.7	8.34	2	ball					cell_cm=7.7
1789498459.176	мастер_значение	globe	11.5	7.8	8.34	2	ball					cell_cm=7.8
1789498459.188	мастер_значение	globe	11.5	7.7	8.34	2	ball					cell_cm=7.7
1789498459.300	мастер_значение	globe	11.5	7.6	8.34	2	ball					cell_cm=7.6
1789498459.332	мастер_значение	globe	11.5	7.5	8.34	2	ball					cell_cm=7.5
1789498459.444	мастер_значение	globe	11.5	7.4	8.34	2	ball					cell_cm=7.4
1789498459.466	мастер_значение	globe	11.5	7.3	8.34	2	ball					cell_cm=7.3
1789498459.544	мастер_значение	globe	11.5	7.2	8.34	2	ball					cell_cm=7.2
1789498459.566	мастер_значение	globe	11.5	7.1	8.34	2	ball					cell_cm=7.1
1789498459.578	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498459.589	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498459.600	мастер_значение	globe	11.5	6.7	5.44	3	ball					cell_cm=6.7
1789498459.620	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498459.633	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498459.644	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498459.665	мастер_значение	globe	11.5	6.3	5.44	3	ball					cell_cm=6.3
1789498459.711	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498459.723	мастер_значение	globe	11.5	6.3	5.44	3	ball					cell_cm=6.3
1789498459.734	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498459.811	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498459.824	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498459.922	мастер_значение	globe	11.5	6.7	5.44	3	ball					cell_cm=6.7
1789498459.978	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498459.990	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498460.001	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498460.022	мастер_значение	globe	11.5	6.3	5.44	3	ball					cell_cm=6.3
1789498460.122	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498460.211	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498460.266	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498460.422	мастер_значение	globe	11.5	6.7	5.44	3	ball					cell_cm=6.7
1789498460.444	мастер_значение	globe	11.5	6.8	8.34	2	ball					cell_cm=6.8
1789498460.466	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498460.488	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498460.533	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498460.633	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498460.666	мастер_значение	globe	11.5	7.1	8.34	2	ball					cell_cm=7.1
1789498460.822	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498460.855	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498460.877	мастер_значение	globe	11.5	6.8	8.34	2	ball					cell_cm=6.8
1789498460.899	мастер_значение	globe	11.5	6.7	5.44	3	ball					cell_cm=6.7
1789498460.922	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498460.934	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498460.954	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498460.987	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498461.001	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498461.032	мастер_значение	globe	11.5	6.7	5.44	3	ball					cell_cm=6.7
1789498461.089	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498461.133	мастер_значение	globe	11.5	6.7	5.44	3	ball					cell_cm=6.7
1789498461.155	мастер_значение	globe	11.5	6.8	8.34	2	ball					cell_cm=6.8
1789498461.355	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498461.411	мастер_значение	globe	11.5	6.8	8.34	2	ball					cell_cm=6.8
1789498461.432	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498461.522	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498461.555	мастер_значение	globe	11.5	7.1	8.34	2	ball					cell_cm=7.1
1789498461.622	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498461.644	мастер_значение	globe	11.5	6.9	8.34	2	ball					cell_cm=6.9
1789498461.666	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498461.699	мастер_значение	globe	11.5	7.1	8.34	2	ball					cell_cm=7.1
1789498464.834	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498468.212	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498468.224	мастер_значение	globe	11.5	6.4	5.44	3	ball					cell_cm=6.4
1789498468.236	мастер_значение	globe	11.5	6.1	5.44	3	ball					cell_cm=6.1
1789498468.245	мастер_значение	globe	11.5	5.9	5.44	3	ball					cell_cm=5.9
1789498468.257	мастер_значение	globe	11.5	5.7	5.44	3	ball					cell_cm=5.7
1789498468.266	мастер_значение	globe	11.5	5.5	5.44	3	ball					cell_cm=5.5
1789498468.277	мастер_значение	globe	11.5	5.2	5.44	3	ball					cell_cm=5.2
1789498468.288	мастер_значение	globe	11.5	5.1	5.44	3	ball					cell_cm=5.1
1789498468.299	мастер_значение	globe	11.5	4.9	5.44	3	ball					cell_cm=4.9
1789498468.311	мастер_значение	globe	11.5	4.6	4.01	4	ball					cell_cm=4.6
1789498468.323	мастер_значение	globe	11.5	4.4	4.01	4	ball					cell_cm=4.4
1789498468.334	мастер_значение	globe	11.5	4.2	4.01	4	ball					cell_cm=4.2
1789498468.345	мастер_значение	globe	11.5	4.0	4.01	4	ball					cell_cm=4.0
1789498468.356	мастер_значение	globe	11.5	3.8	4.01	4	ball					cell_cm=3.8
1789498468.366	мастер_значение	globe	11.5	3.4	3.17	5	ball					cell_cm=3.4
1789498468.378	мастер_значение	globe	11.5	2.8	2.72	6	ball					cell_cm=2.8
1789498468.392	мастер_значение	globe	11.5	2.3	2.31	7	ball					cell_cm=2.3
1789498468.405	мастер_значение	globe	11.5	1.8	2.01	8	ball					cell_cm=1.8
1789498468.425	мастер_значение	globe	11.5	1.5	2.01	8	ball					cell_cm=1.5
1789498471.625	мастер_значение	globe	11.5	2.2	2.31	7	ball					cell_cm=2.2
1789498476.980	мастер_значение	globe	11.5	3.0	3.17	5	ball					cell_cm=3.0
1789498480.947	мастер_значение	globe	11.5	3.7	4.01	4	ball					cell_cm=3.7
1789498482.935	мастер_значение	globe	11.5	4.4	4.01	4	ball					cell_cm=4.4
1789498483.657	мастер_значение	globe	11.5	5.1	5.44	3	ball					cell_cm=5.1
1789498485.791	мастер_значение	globe	11.5	5.8	5.44	3	ball					cell_cm=5.8
1789498486.513	мастер_значение	globe	11.5	6.5	5.44	3	ball					cell_cm=6.5
1789498496.869	мастер_значение	globe	11.5	7.2	8.34	2	ball					cell_cm=7.2
1789498512.515	мастер_значение	globe	11.5	7.0	8.34	2	ball					cell_cm=7.0
1789498523.227	мастер_значение	globe	11.5	6.0	5.44	3	ball					cell_cm=6.0
1789498534.206	мастер_значение	globe	11.5	8.0	8.34	2	ball					cell_cm=8.0
1789498542.451	мастер_значение	globe	11.5	7.3	8.34	2	ball					cell_cm=7.3
1789498543.262	мастер_значение	globe	11.5	6.6	5.44	3	ball					cell_cm=6.6
1789498546.329	мастер_значение	globe	11.5	7.3	8.34	2	ball					cell_cm=7.3
1789498553.718	панель_кнопка	globe	11.5	7.3	8.34	2	ball					next
1789498553.718	мастер_подтверждено	globe	11.5	7.3	8.34	2	ball					cell_cm
1789498563.496	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.7
1789498563.518	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.6
1789498563.540	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.5
1789498563.563	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.4
1789498563.574	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.3
1789498563.584	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.2
1789498563.595	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.1
1789498563.607	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.9
1789498563.618	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.7
1789498563.629	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.5
1789498563.640	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.4
1789498563.651	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.2
1789498563.662	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.1
1789498563.673	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=0.9
1789498563.685	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=0.7
1789498563.695	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=0.5
1789498569.975	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=0.6
1789498569.997	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=0.7
1789498570.041	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=0.8
1789498570.063	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=0.9
1789498570.075	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.0
1789498570.085	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.2
1789498570.096	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.4
1789498570.107	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.6
1789498570.118	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=1.8
1789498570.129	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.0
1789498570.141	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.2
1789498570.152	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.4
1789498570.163	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.6
1789498570.174	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.8
1789498570.185	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=3.1
1789498570.196	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=3.3
1789498570.208	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=3.6
1789498570.218	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=3.9
1789498570.230	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=4.1
1789498570.241	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=4.3
1789498570.252	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=4.5
1789498570.263	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=4.6
1789498570.274	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=4.7
1789498570.296	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=4.8
1789498570.318	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=4.9
1789498570.330	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=5.0
1789498570.341	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=5.1
1789498570.363	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=5.2
1789498575.542	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.2
1789498575.564	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.3
1789498575.619	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.4
1789498575.664	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.5
1789498575.764	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.6
1789498581.098	мастер_значение	globe	11.5	7.3	8.34	2	ball					stick_speed=2.3
1789498592.776	панель_кнопка	globe	11.5	7.3	8.34	2	ball					next
1789498592.777	мастер_подтверждено	globe	11.5	7.3	8.34	2	ball					stick_speed
1789498598.344	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=13.0
1789498598.366	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=12.0
1789498598.410	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=11.0
1789498598.444	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=10.0
1789498598.465	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=9.0
1789498598.488	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=8.0
1789498598.510	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=7.0
1789498598.521	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=6.0
1789498598.532	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=5.0
1789498598.554	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=4.0
1789498598.565	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=3.0
1789498598.587	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=2.0
1789498598.621	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=1.0
1789498598.654	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=0.0
1789498601.288	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=2.0
1789498601.344	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=3.0
1789498601.355	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=4.0
1789498601.366	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=5.0
1789498601.377	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=6.0
1789498601.388	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=7.0
1789498601.399	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=8.0
1789498601.410	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=9.0
1789498601.421	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=10.0
1789498601.443	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=12.0
1789498601.454	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=13.0
1789498601.465	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=15.0
1789498601.477	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=17.0
1789498601.488	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=19.0
1789498601.499	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=22.0
1789498601.510	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=25.0
1789498601.733	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "none", "view": "browse", "folder": "" }
1789498605.822	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=24.0
1789498605.878	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=23.0
1789498605.933	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=22.0
1789498605.955	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=21.0
1789498605.977	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=20.0
1789498605.999	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=19.0
1789498606.022	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=18.0
1789498606.088	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=17.0
1789498606.200	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=18.0
1789498606.344	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=17.0
1789498611.122	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=10.0
1789498611.300	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=11.0
1789498613.034	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=10.0
1789498616.945	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=11.0
1789498631.158	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=12.0
1789498635.291	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=13.0
1789498640.514	мастер_значение	globe	11.5	7.3	8.34	2	ball					detent=14.0
1789498653.403	панель_кнопка	globe	11.5	7.3	8.34	2	ball					next
1789498653.403	мастер_подтверждено	globe	11.5	7.3	8.34	2	ball					detent
1789498661.040	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "actions", "items": 7 }
1789498661.040	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789498667.849	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498667.850	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498670.960	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=440.0
1789498670.971	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=430.0
1789498670.982	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=420.0
1789498670.994	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=410.0
1789498671.004	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=400.0
1789498671.015	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=390.0
1789498671.026	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=380.0
1789498671.038	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=370.0
1789498671.048	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=360.0
1789498671.071	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=340.0
1789498671.082	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=320.0
1789498671.093	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=290.0
1789498671.104	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=260.0
1789498671.115	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=230.0
1789498671.126	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=200.0
1789498672.450	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "actions", "items": 7 }
1789498672.450	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789498675.672	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498675.673	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498676.994	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=250.0
1789498677.461	мастер_значение	globe	11.5	7.3	8.34	2	ball					hold_ms=300.0
1789498679.584	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "actions", "items": 7 }
1789498679.584	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789498682.140	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498682.140	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498685.830	folder	globe	11.5	7.3	8.34	2	ball	assets				{ "folder": "assets", "view": "browse", "items": 7 }
1789498685.830	intent	globe	11.5	7.3	8.34	2	ball	assets				{ "do": "reload", "view": "browse", "folder": "assets" }
1789498688.962	select	globe	11.5	7.3	8.34	2	ball	assets				{ "do": "default", "view": "browse", "folder": "assets", "item": "asset_barrel", "title": "Бочка" }
1789498688.962	toggle	globe	11.5	7.3	8.34	2	ball	assets				{ "open": false }
1789498691.341	folder	globe	11.5	7.3	8.34	2	ball	assets				{ "folder": "assets", "view": "browse", "items": 7 }
1789498691.341	toggle	globe	11.5	7.3	8.34	2	ball	assets				{ "open": true }
1789498694.696	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498694.696	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498696.675	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "actions", "items": 7 }
1789498696.675	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789498699.030	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498699.030	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498700.830	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "close", "view": "browse", "folder": "" }
1789498715.841	панель_кнопка	globe	11.5	7.3	8.34	2	ball					back
1789498715.842	мастер_назад	globe	11.5	7.3	8.34	2	ball					detent
1789498718.031	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498718.031	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498721.119	панель_кнопка	globe	11.5	7.3	8.34	2	ball					next
1789498721.120	мастер_подтверждено	globe	11.5	7.3	8.34	2	ball					detent
1789498725.299	folder	globe	11.5	7.3	8.34	2	ball	assets				{ "folder": "assets", "view": "browse", "items": 7 }
1789498725.299	intent	globe	11.5	7.3	8.34	2	ball	assets				{ "do": "reload", "view": "browse", "folder": "assets" }
1789498727.254	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498727.254	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498728.255	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "actions", "items": 7 }
1789498728.255	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789498731.554	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498731.554	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498733.243	панель_кнопка	globe	11.5	7.3	8.34	2	ball					next
1789498733.243	мастер_подтверждено	globe	11.5	7.3	8.34	2	ball					hold_ms
1789498736.810	мастер_значение	globe	11.5	7.3	8.34	2	ball					panel_side=right
1789498739.621	мастер_значение	globe	11.5	7.3	8.34	2	ball					panel_side=left_top
1789498741.788	мастер_значение	globe	11.5	7.3	8.34	2	ball					panel_side=top
1789498744.377	панель_кнопка	globe	11.5	7.3	8.34	2	ball					next
1789498744.377	мастер_подтверждено	globe	11.5	7.3	8.34	2	ball					panel_side
1789498748.633	мастер_значение	globe	11.5	7.3	8.34	2	ball					haptics=false
1789498751.022	мастер_значение	globe	11.5	7.3	8.34	2	ball					haptics=true
1789498753.678	панель_кнопка	globe	11.5	7.3	8.34	2	ball					next
1789498753.678	мастер_подтверждено	globe	11.5	7.3	8.34	2	ball					haptics
1789498756.189	панель_кнопка	globe	11.5	7.3	8.34	2	ball					save
1789498756.190	мастер_сохранено	globe	11.5	7.3	8.34	2	ball					summary
1789498759.723	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": false }
1789498765.313	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498765.313	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498767.213	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "close", "view": "browse", "folder": "" }
1789498768.991	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498768.991	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498770.124	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "close", "view": "browse", "folder": "" }
1789498771.235	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498771.236	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498774.491	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "close", "view": "browse", "folder": "" }
1789498775.991	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498775.992	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498776.847	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": false }
1789498777.303	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498777.303	toggle	globe	11.5	7.3	8.34	2	ball					{ "open": true }
1789498793.137	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "none", "view": "browse", "folder": "" }
1789498797.382	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "actions", "items": 7 }
1789498797.382	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789498797.915	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "none", "view": "actions", "folder": "" }
1789498799.160	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498799.160	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498807.194	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "actions", "items": 7 }
1789498807.194	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789498811.483	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "none", "view": "actions", "folder": "" }
1789498812.494	folder	globe	11.5	7.3	8.34	2	ball					{ "folder": "", "view": "browse", "items": 5 }
1789498812.494	intent	globe	11.5	7.3	8.34	2	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789498824.684	folder	globe	11.5	7.3	8.34	2	ball	assets				{ "folder": "assets", "view": "browse", "items": 7 }
1789498824.684	intent	globe	11.5	7.3	8.34	2	ball	assets				{ "do": "reload", "view": "browse", "folder": "assets" }
1789498826.040	folder	globe	11.5	7.3	8.34	2	ball	assets				{ "folder": "assets", "view": "actions", "items": 7 }
1789498826.040	intent	globe	11.5	7.3	8.34	2	ball	assets				{ "do": "reload", "view": "actions", "folder": "assets" }
