# секунда	частота	CPU мс	GPU мс	draw calls
822	72.0	1.738	11.005	1600
823	72.0	1.720	11.419	1600
824	72.0	1.630	11.000	1600
825	72.0	1.630	10.948	1600
826	72.0	1.658	10.988	1600
827	72.0	1.581	11.005	1600
828	72.0	1.618	10.917	1600
829	72.0	1.833	11.090	1600
830	72.0	1.707	11.166	1600
831	72.0	1.684	10.989	1600
832	72.0	1.772	11.457	1600
833	72.0	1.770	11.531	1600
834	72.0	1.585	10.985	1600
835	72.0	1.645	11.070	1600
836	72.0	1.572	10.958	1600
837	72.0	1.710	11.040	1600
838	72.0	1.560	10.964	1600
839	72.0	1.648	11.054	1600
840	72.0	1.636	11.036	1600
841	72.0	1.740	11.049	1600
842	72.0	1.596	10.921	1600
843	72.0	1.618	11.138	1600
844	72.0	1.657	11.035	1600
845	72.0	1.711	11.112	1600
846	72.0	1.602	10.999	1600
847	72.0	1.685	11.109	1600
848	72.0	1.683	11.051	1600
849	72.0	1.656	11.080	1600
850	72.0	1.636	11.053	1600
851	72.0	1.770	11.287	1600
852	72.0	1.622	11.034	1600
853	72.0	1.644	11.410	1600
854	72.0	1.667	11.073	1600
855	72.0	1.634	11.111	1600
856	72.0	1.613	11.004	1600
857	72.0	1.664	11.279	1600
858	72.0	1.594	10.966	1600
859	72.0	1.654	11.017	1600
860	72.0	1.585	11.025	1600
861	72.0	1.685	11.055	1600
862	72.0	1.591	11.089	1600
863	72.0	1.672	11.112	1600
864	72.0	1.573	10.966	1600
865	72.0	1.761	11.072	1600
866	72.0	1.620	11.334	1600
867	72.0	1.596	11.052	1600
868	72.0	1.676	10.952	1600
869	72.0	1.647	11.132	1600
870	72.0	1.601	11.015	1600
871	72.0	1.725	11.009	1600
872	72.0	1.630	11.131	1600
873	72.0	1.752	11.202	1600
874	72.0	1.736	11.244	1600
875	72.0	1.741	11.419	1600
876	72.0	1.705	11.372	1597
877	72.0	1.626	10.999	1600
878	72.0	1.670	11.422	1600
879	72.0	1.762	11.059	1600
880	72.0	0.199	2.609	0
881	72.0	1.681	11.080	1600
882	72.0	1.841	10.999	1600
883	72.0	1.684	11.307	1600
884	72.0	1.744	11.234	1600
885	72.0	1.759	10.894	1600
886	72.0	1.786	11.299	1600
887	72.0	1.687	10.909	1600
888	72.0	1.755	11.381	1600
889	72.0	1.732	11.417	1600
890	72.0	1.792	10.969	1600
891	72.0	1.674	11.396	1600
892	72.0	1.635	10.982	1600
893	72.0	1.951	11.672	1600
894	72.0	1.817	11.064	1600
895	72.0	1.800	10.883	1600
896	72.0	1.620	10.844	1600
897	72.0	1.716	11.369	1600
898	72.0	1.683	10.894	1600
899	72.0	1.679	10.978	1376
900	72.0	0.357	2.613	0
901	72.0	0.922	4.484	604
902	72.0	1.774	11.015	1600
903	72.0	1.736	11.069	1600
904	72.0	1.686	10.949	1600
905	72.0	1.673	10.913	1600
906	72.0	1.741	11.073	1600
907	72.0	1.610	10.938	1600
908	72.0	1.753	11.440	1600
909	72.0	1.717	10.839	1600
910	72.0	1.772	11.347	1600
911	72.0	1.659	10.936	1600
912	72.0	1.776	11.245	1600
913	72.0	1.625	10.827	1600
914	72.0	1.869	11.471	1600
915	72.0	1.758	11.330	1600
916	72.0	1.750	11.394	1600
917	72.0	1.802	6.176	1361
918	72.0	1.763	10.986	1600
919	72.0	1.564	11.020	1600
920	72.0	1.720	10.925	1600
921	72.0	1.602	11.019	1600
922	72.0	0.206	2.608	0
923	72.0	1.639	11.043	1600
924	72.0	0.223	2.609	0
925	72.0	1.690	10.479	1600
926	72.0	1.872	10.970	1600
927	72.0	1.797	10.707	1600
928	72.0	1.789	11.268	1600
929	72.0	1.823	11.305	1600
930	72.0	1.722	11.194	1600
931	72.0	0.408	2.872	60
932	72.0	1.595	10.600	1573
933	72.0	0.855	5.999	172
934	72.0	1.610	11.065	1600
935	72.0	1.644	11.180	1600
936	72.0	1.656	11.147	1600
937	72.0	1.819	11.174	1600
938	72.0	1.601	11.049	1600
939	72.0	1.668	11.148	1600
940	72.0	1.652	11.171	1600
941	72.0	1.757	11.114	1600
942	72.0	1.747	11.137	1593
943	72.0	1.655	11.079	1600
944	72.0	1.660	11.047	1600
945	72.0	1.928	11.040	1600
946	72.0	1.778	10.598	1600
947	72.0	1.951	6.784	1140
948	72.0	1.704	11.483	1600
949	72.0	1.685	11.525	1600
950	72.0	1.752	11.009	1600
951	72.0	1.690	11.033	1600
952	72.0	1.598	10.271	1480
953	72.0	1.931	11.133	1600
954	72.0	1.656	11.091	1600
955	72.0	1.691	10.800	1600
956	72.0	1.619	11.291	1600
957	72.0	1.798	11.019	1600
958	72.0	1.721	11.213	1600
959	72.0	1.838	11.293	1600
960	72.0	1.673	11.133	1600
961	72.0	1.623	11.134	1600
962	72.0	1.785	10.910	1600
963	72.0	1.615	11.275	1600
964	72.0	1.624	11.260	1600
965	72.0	1.689	10.975	1600
966	72.0	1.786	11.002	1600
967	72.0	1.687	10.965	1600
968	72.0	1.764	10.984	1600
969	72.0	1.631	10.882	1600
970	72.0	1.842	11.205	1600
971	72.0	1.575	10.911	1600
972	72.0	1.789	10.939	1600
973	72.0	1.794	10.995	1600
974	72.0	1.625	10.963	1600
975	72.0	1.595	11.001	1600
976	72.0	1.713	10.909	1600
977	72.0	1.639	11.417	1600
978	72.0	1.753	10.761	1600
979	72.0	1.873	11.255	1600
980	72.0	1.542	11.270	1600
981	72.0	1.575	10.952	1600
982	72.0	1.593	10.943	1600
983	72.0	1.607	11.003	1600
984	72.0	1.582	11.000	1600
985	72.0	1.704	10.937	1600
986	72.0	1.661	11.401	1600
987	72.0	1.661	11.029	1600
988	72.0	1.618	11.041	1600
989	72.0	1.644	10.850	1600
990	72.0	1.830	11.187	1600
991	72.0	1.688	11.131	1600
992	72.0	1.740	11.577	1600
993	72.0	1.604	10.233	1600
994	72.0	1.926	10.290	1600
995	72.0	1.693	10.231	1600
996	72.0	1.673	10.234	1600
997	72.0	1.717	10.288	1600
998	72.0	1.716	10.245	1600
999	72.0	1.791	10.188	1600
1000	72.0	1.756	10.607	1600
1001	72.0	1.628	10.628	1600
1002	72.0	1.797	10.692	1600
1003	72.0	1.567	10.258	1600
1004	72.0	1.614	10.615	1600
1005	72.0	1.652	10.750	1600
1006	72.0	1.598	10.666	1600
1007	72.0	1.644	10.300	1600
1008	72.0	1.794	10.760	1600
1009	72.0	1.731	10.677	1600
1010	72.0	1.756	10.665	1600
1011	72.0	1.836	10.739	1600
1012	72.0	1.689	10.325	1600
1013	72.0	1.595	10.743	1600
1014	72.0	1.673	10.706	1600
1015	72.0	1.640	10.794	1600
1016	72.0	1.633	10.697	1600
1017	72.0	1.536	10.368	1600
1018	72.0	1.675	10.739	1600
1019	72.0	1.664	10.782	1600
1020	72.0	1.535	10.286	1600
1021	72.0	1.694	10.821	1600
1022	72.0	1.596	10.339	1600
1023	72.0	1.581	10.327	1600
1024	72.0	1.658	10.331	1600
1025	72.0	1.644	10.328	1600
1026	72.0	1.868	10.773	1600
1027	72.0	1.723	10.725	1600
1028	72.0	1.686	10.316	1600
1029	72.0	1.891	10.790	1600
1030	72.0	1.719	10.770	1600
1031	72.0	1.637	10.684	1600
1032	72.0	1.700	10.738	1600
1033	72.0	1.649	10.703	1600
1034	72.0	1.734	10.718	1600
1035	72.0	1.617	10.683	1600
1036	72.0	1.637	10.679	1600
1037	72.0	1.569	10.307	1600
1038	72.0	1.615	10.626	1600
1039	72.0	1.798	10.760	1600
1040	72.0	1.678	10.695	1600
1041	72.0	1.615	10.296	1600
1042	72.0	1.681	10.907	1600
1043	72.0	1.704	10.657	1600
1044	72.0	1.765	10.720	1600
1045	72.0	1.775	10.777	1600
1046	72.0	1.682	10.336	1600
1047	72.0	1.628	10.695	1600
1048	72.0	1.662	10.712	1600
1049	72.0	1.720	10.792	1600
1050	72.0	1.600	10.313	1600
1051	72.0	1.676	10.365	1600
1052	72.0	1.605	10.332	1600
1053	72.0	1.742	10.711	1600
1054	72.0	1.824	10.793	1600
1055	72.0	1.615	10.364	1600
1056	72.0	1.734	10.786	1600
1057	72.0	1.643	10.769	1600
1058	72.0	1.707	10.761	1600
1059	72.0	1.839	10.704	1600
1060	72.0	1.656	10.778	1600
1061	72.0	1.712	10.776	1600
1062	72.0	1.764	10.815	1600
1063	72.0	1.769	11.026	1600
1064	72.0	1.805	11.020	1600
1065	72.0	1.701	10.626	1600
1066	72.0	1.664	10.743	1600
1067	72.0	1.665	10.716	1600
1068	72.0	1.588	10.766	1600
1069	72.0	1.793	10.359	1600
1070	72.0	1.730	10.807	1600
1071	72.0	1.715	10.759	1600
1072	72.0	1.722	10.770	1600
1073	72.0	1.762	10.793	1600
1074	72.0	1.683	10.795	1600
1075	72.0	1.617	10.389	1600
1076	72.0	1.889	10.798	1600
1077	72.0	1.665	10.756	1600
1078	72.0	1.615	10.413	1600
1079	72.0	1.684	10.388	1600
