# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	ввод	профиль	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-20T11:28:12
1789885981.818	настройка_значение	globe	14.5	8.0	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=8.0
1789885981.888	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789885981.888	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.9
1789885981.920	folder	globe	14.5	7.8	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789885981.920	настройка_значение	globe	14.5	7.8	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.8
1789885982.000	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789885982.000	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.9
1789885982.012	folder	globe	14.5	7.8	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789885982.013	настройка_значение	globe	14.5	7.8	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.8
1789885982.054	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789885982.054	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.9
1789885982.120	folder	globe	14.5	7.8	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789885982.120	настройка_значение	globe	14.5	7.8	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.8
1789885982.140	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789885982.140	настройка_значение	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.9
1789885983.254	панель_кнопка	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				done
1789885983.255	настройка_сохранена	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings_sphere				cell_cm=7.9
1789885984.901	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings				{ "folder": "settings", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789885984.901	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789885985.679	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789885985.679	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "browse", "folder": "" }
1789885986.479	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789885986.479	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789885987.718	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 70, "total": 128, "page": 1, "pages": 2 }
1789885987.719	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789885990.122	сценарий_шаг	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk	labels	да	28155	
1789885993.045	page	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "from": 71, "to": 128, "total": 128, "page": 2, "pages": 2 }
1789885993.049	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 58, "total": 128, "page": 2, "pages": 2 }
1789885993.049	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789885994.756	сценарий_шаг	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk	pages	да	4634	
1789885994.756	page	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "from": 1, "to": 70, "total": 128, "page": 1, "pages": 2 }
1789885994.761	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 70, "total": 128, "page": 1, "pages": 2 }
1789885994.761	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789885997.702	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789885997.702	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789885998.846	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789885998.846	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "browse", "folder": "" }
1789885999.791	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 1, "total": 0, "page": 1, "pages": 1 }
1789885999.794	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					show
1789885999.794	поиск_открыт	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					
1789885999.794	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "search", "view": "search", "folder": "" }
1789886000.115	сессия_openxr	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					session_visible кадр 27412
1789886006.796	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 9, "total": 8, "page": 1, "pages": 1 }
1789886006.796	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "search", "folder": "" }
1789886006.796	поиск_запрос	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					г → 8
1789886007.137	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 3, "total": 2, "page": 1, "pages": 1 }
1789886007.137	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "search", "folder": "" }
1789886007.137	поиск_запрос	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					го → 2
1789886007.493	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 2, "total": 1, "page": 1, "pages": 1 }
1789886007.493	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "search", "folder": "" }
1789886007.494	поиск_запрос	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					гор → 1
1789886009.916	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 3, "total": 2, "page": 1, "pages": 1 }
1789886009.916	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "search", "folder": "" }
1789886009.916	поиск_запрос	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					го → 2
1789886012.314	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					hide
1789886012.314	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					enter
1789886012.375	сессия_openxr	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					session_focussed кадр 28515
1789886015.314	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	images				hide
1789886015.315	сценарий_шаг	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	images	search	да	20559	
1789886015.316	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	images				{ "folder": "images", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789886015.316	select	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	images				{ "do": "default", "view": "browse", "folder": "images", "item": "img_mountains", "title": "Горы" }
1789886017.403	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789886017.404	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789886017.903	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789886017.904	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "browse", "folder": "" }
1789886018.481	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "tasks", "view": "browse", "folder": "" }
1789886020.970	сценарий_начат	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					4 шагов, осталось 4
1789886020.970	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "tasks", "view": "browse", "folder": "" }
1789886025.348	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789886025.349	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789886027.087	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 70, "total": 128, "page": 1, "pages": 2 }
1789886027.088	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789886029.747	сценарий_шаг	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk	labels	да	8777	
1789886031.248	page	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "from": 71, "to": 128, "total": 128, "page": 2, "pages": 2 }
1789886031.252	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 58, "total": 128, "page": 2, "pages": 2 }
1789886031.252	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789886032.181	сценарий_шаг	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk	pages	да	2434	
1789886032.182	page	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "from": 1, "to": 70, "total": 128, "page": 1, "pages": 2 }
1789886032.186	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "folder": "bulk", "view": "browse", "items": 70, "total": 128, "page": 1, "pages": 2 }
1789886032.187	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789886033.305	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789886033.305	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789886034.126	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789886034.127	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "browse", "folder": "" }
1789886036.538	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 1, "total": 0, "page": 1, "pages": 1 }
1789886036.543	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					show
1789886036.543	поиск_открыт	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					
1789886036.543	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "search", "view": "search", "folder": "" }
1789886036.874	сессия_openxr	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					session_visible кадр 30720
1789886037.976	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 22, "total": 21, "page": 1, "pages": 1 }
1789886037.976	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "search", "folder": "" }
1789886037.977	поиск_запрос	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					м → 21
1789886038.407	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "search", "items": 4, "total": 3, "page": 1, "pages": 1 }
1789886038.407	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "search", "folder": "" }
1789886038.407	поиск_запрос	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					мо → 3
1789886039.227	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					hide
1789886039.227	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					enter
1789886039.286	сессия_openxr	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					session_focussed кадр 30937
1789886041.561	клавиатура	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				hide
1789886041.562	сценарий_шаг	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes	search	да	9381	
1789886041.563	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "folder": "scenes", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789886041.563	select	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "do": "default", "view": "browse", "folder": "scenes", "item": "scene_castle", "title": "Замок" }
1789886041.563	toggle	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "open": false }
1789886043.617	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "folder": "scenes", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789886043.617	toggle	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "open": true }
1789886046.220	скриншот	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes		да		screenshot_2026-09-20_11-34-05.983.png, 1920×1080, 189167 байт, всего 3706135 (листинг), 237 мс
1789886046.220	сценарий_шаг	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes	screenshot	да	4658	
1789886048.449	задание	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes	scene_cave			
1789886050.417	select	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes	scene_cave	да	1967	{ "do": "default", "view": "browse", "folder": "scenes", "item": "scene_cave", "title": "Пещера" }
1789886050.417	toggle	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "open": false }
1789886051.984	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "folder": "scenes", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789886051.985	toggle	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	scenes				{ "open": true }
1789886052.962	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789886052.962	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789886053.884	folder	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789886053.884	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "reload", "view": "browse", "folder": "" }
1789886056.217	intent	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					{ "do": "exit", "view": "browse", "folder": "" }
1789886056.221	выход	globe	14.5	7.9	7.57	2	face	controllers	p18fd0f41789e					выгрузка в /storage/emulated/0/Download/VRGE/2026-09-20_11-34-16
