# unix_время	событие	стратегия	радиус_м	частота	альфа	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-15T07:56:35
1789655008.913	intent	globe	13.0	4.2	4.14	6	ball					{ "do": "none", "view": "browse", "folder": "" }
1789655010.780	intent	globe	13.0	4.2	4.14	6	ball					{ "do": "exit", "view": "browse", "folder": "" }
1789655010.783	выход	globe	13.0	4.2	4.14	6	ball					выгрузка в /storage/emulated/0/Download/VRGE/2026-09-17_19-23-30
# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-17T20:37:03
1789659423.880	сессия_openxr	globe	13.0	4.2	4.14	6	ball					session_begun кадр 0
1789659424.269	сессия_openxr	globe	13.0	4.2	4.14	6	ball					session_visible кадр 1
1789659424.270	сессия_openxr	globe	13.0	4.2	4.14	6	ball					session_focussed кадр 1
1789659424.563	folder	globe	20.0	1.5	3.52	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659424.563	toggle	globe	20.0	1.5	3.52	13	ball					{ "open": true }
1789659428.909	folder	globe	20.0	15.0	15.07	1	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659433.421	folder	lens	20.0	1.5	1.5	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659437.932	folder	globe_hex	20.0	1.5	3.52	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659442.532	folder	octa	20.0	1.5	3.65	21	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659447.113	folder	rings	20.0	1.5	3.29	16	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659451.734	folder	fib	20.0	1.5	3.47	27	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659456.293	folder	fib	8.0	1.5	1.49	26	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659456.294	настройка_значение	fib	8.0	1.5	1.49	26	ball					radius_cm=8.0
1789659456.326	folder	fib	17.5	1.5	3.04	27	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659456.326	настройка_значение	fib	17.5	1.5	3.04	27	ball					radius_cm=17.5
1789659456.350	folder	fib	20.0	1.5	3.47	27	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659456.432	folder	globe	20.0	1.5	3.52	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659491.679	folder	globe	20.0	1.5	3.52	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659491.679	intent	globe	20.0	1.5	3.52	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659491.682	folder	globe	20.0	1.5	3.52	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 61, "total": 128, "page": 1, "pages": 3 }
1789659491.682	intent	globe	20.0	1.5	3.52	13	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659496.191	folder	globe	20.0	1.5	3.52	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659496.192	folder	globe	20.0	1.5	3.52	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659496.192	intent	globe	20.0	1.5	3.52	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659496.193	folder	globe	20.0	1.5	3.52	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659496.193	intent	globe	20.0	1.5	3.52	13	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659496.193	folder	globe	20.0	1.5	3.52	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659496.193	intent	globe	20.0	1.5	3.52	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659496.196	folder	globe	20.0	1.5	3.52	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659496.196	intent	globe	20.0	1.5	3.52	13	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659500.735	folder	globe	20.0	1.5	3.52	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659500.737	folder	globe	20.0	1.5	3.52	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659500.737	intent	globe	20.0	1.5	3.52	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659500.746	folder	globe	20.0	1.5	3.52	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659500.746	intent	globe	20.0	1.5	3.52	13	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659500.747	folder	globe	20.0	1.5	3.52	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659500.747	intent	globe	20.0	1.5	3.52	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659500.757	folder	globe	20.0	1.5	3.52	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659500.757	intent	globe	20.0	1.5	3.52	13	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659505.270	folder	lens	20.0	1.5	1.5	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 61, "total": 128, "page": 1, "pages": 3 }
1789659505.270	folder	lens	20.0	1.5	1.5	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659505.271	intent	lens	20.0	1.5	1.5	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659505.271	folder	lens	20.0	1.5	1.5	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659505.271	intent	lens	20.0	1.5	1.5	13	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659505.272	folder	lens	20.0	1.5	1.5	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659505.272	intent	lens	20.0	1.5	1.5	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659505.275	folder	lens	20.0	1.5	1.5	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 61, "total": 128, "page": 1, "pages": 3 }
1789659505.275	intent	lens	20.0	1.5	1.5	13	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659509.780	folder	lens	20.0	1.5	1.5	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659509.781	folder	lens	20.0	1.5	1.5	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659509.781	intent	lens	20.0	1.5	1.5	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659509.781	folder	lens	20.0	1.5	1.5	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659509.782	intent	lens	20.0	1.5	1.5	13	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659509.782	folder	lens	20.0	1.5	1.5	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659509.782	intent	lens	20.0	1.5	1.5	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659509.785	folder	lens	20.0	1.5	1.5	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659509.785	intent	lens	20.0	1.5	1.5	13	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659514.295	folder	lens	20.0	1.5	1.5	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659514.296	folder	lens	20.0	1.5	1.5	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659514.296	intent	lens	20.0	1.5	1.5	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659514.297	folder	lens	20.0	1.5	1.5	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659514.298	intent	lens	20.0	1.5	1.5	13	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659514.298	folder	lens	20.0	1.5	1.5	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659514.298	intent	lens	20.0	1.5	1.5	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659514.309	folder	lens	20.0	1.5	1.5	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789659514.309	intent	lens	20.0	1.5	1.5	13	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659518.825	folder	globe	20.0	1.5	3.52	13	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 61, "total": 128, "page": 1, "pages": 3 }
1789659518.826	folder	globe	20.0	1.5	3.52	13	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659518.826	intent	globe	20.0	1.5	3.52	13	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659518.827	folder	globe	20.0	1.5	3.52	13	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659518.827	intent	globe	20.0	1.5	3.52	13	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659518.830	клавиатура	globe	20.0	1.5	3.52	13	ball					show
1789659518.856	toggle	globe	20.0	1.5	3.52	13	ball					{ "open": false }
1789659518.857	самопроверка	globe	20.0	1.5	3.52	13	ball			PASS		{ "глобус уровень 13, 632 ячеек, вращение": { "gpu95": 2.25300002098083, "cpu95": 0.20200000703335, "proc95": 2.116, "over": 0 }, "глобус крупный: уровень 1, 32 ячеек, радиус 20.0 см, вращение": { "gpu95": 1.89699995517731, "cpu95": 0.17800000309944, "proc95": 3.396, "over": 0 }, "линза α=0.037, 700 ячеек, вращение": { "gpu95": 2.68899989128113, "cpu95": 0.18000000715256, "proc95": 7.493, "over": 0 } }
1789659522.692	folder	globe	13.0	4.2	4.14	6	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659522.692	toggle	globe	13.0	4.2	4.14	6	ball					{ "open": true }
1789659525.006	folder	globe	13.0	4.2	4.14	6	ball	settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789659525.006	intent	globe	13.0	4.2	4.14	6	ball	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789659526.137	folder	globe	13.0	4.2	4.14	6	ball	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789659526.138	intent	globe	13.0	4.2	4.14	6	ball	settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789659529.684	настройка_открыта	globe	13.0	4.2	4.14	6	ball	settings_sphere				cell_cm
1789659529.685	intent	globe	13.0	4.2	4.14	6	ball	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "cell_cm" }
1789659532.915	панель_кнопка	globe	13.0	4.2	4.14	6	ball	settings_sphere				done
1789659532.918	настройка_сохранена	globe	13.0	4.2	4.14	6	ball	settings_sphere				cell_cm=4.2
1789659541.330	настройка_открыта	globe	13.0	4.2	4.14	6	ball	settings_sphere				radius_cm
1789659541.330	intent	globe	13.0	4.2	4.14	6	ball	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "radius_cm" }
1789659543.261	folder	globe	10.5	4.2	4.2	4	ball	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789659543.262	настройка_значение	globe	10.5	4.2	4.2	4	ball	settings_sphere				radius_cm=10.5
1789659543.275	folder	globe	11.0	4.2	4.4	4	ball	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789659543.275	настройка_значение	globe	11.0	4.2	4.4	4	ball	settings_sphere				radius_cm=11.0
1789659548.894	панель_кнопка	globe	11.0	4.2	4.4	4	ball	settings_sphere				done
1789659548.895	настройка_сохранена	globe	11.0	4.2	4.4	4	ball	settings_sphere				radius_cm=11.0
1789659550.629	folder	globe	11.0	4.2	4.4	4	ball	settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789659550.629	intent	globe	11.0	4.2	4.4	4	ball	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789659552.051	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659552.051	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659553.040	folder	globe	11.0	4.2	4.4	4	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659553.040	intent	globe	11.0	4.2	4.4	4	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659555.231	folder	globe	11.0	4.2	4.4	4	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 61, "total": 128, "page": 1, "pages": 3 }
1789659555.231	intent	globe	11.0	4.2	4.4	4	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659561.176	скриншот	globe	11.0	4.2	4.4	4	ball	bulk		да		screenshot_2026-09-17_20-39-20.974.png, 1920×1080, 130660 байт, всего 130660 (листинг), 202 мс
1789659566.730	page	globe	11.0	4.2	4.4	4	ball	bulk				{ "from": 62, "to": 122, "total": 128, "page": 2, "pages": 3 }
1789659566.731	folder	globe	11.0	4.2	4.4	4	ball	bulk				{ "folder": "bulk", "view": "browse", "items": 61, "total": 128, "page": 2, "pages": 3 }
1789659566.731	intent	globe	11.0	4.2	4.4	4	ball	bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789659569.477	скриншот	globe	11.0	4.2	4.4	4	ball	bulk		да		screenshot_2026-09-17_20-39-29.319.png, 1920×1080, 143575 байт, всего 274235 (листинг), 158 мс
1789659573.553	folder	globe	11.0	4.2	4.4	4	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659573.553	intent	globe	11.0	4.2	4.4	4	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659577.813	скриншот	globe	11.0	4.2	4.4	4	ball	files		да		screenshot_2026-09-17_20-39-37.642.png, 1920×1080, 109395 байт, всего 383630 (листинг), 171 мс
1789659583.664	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 10, "total": 10, "page": 1, "pages": 1 }
1789659583.668	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659587.054	скриншот	globe	11.0	4.2	4.4	4	ball			да		screenshot_2026-09-17_20-39-46.887.png, 1920×1080, 96036 байт, всего 479666 (листинг), 166 мс
1789659591.834	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "actions", "items": 8, "total": 7, "page": 1, "pages": 1 }
1789659591.835	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789659597.062	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 9, "total": 9, "page": 1, "pages": 1 }
1789659597.062	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659598.899	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "actions", "items": 8, "total": 7, "page": 1, "pages": 1 }
1789659598.901	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789659599.972	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 8, "total": 8, "page": 1, "pages": 1 }
1789659599.973	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659601.788	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "actions", "items": 8, "total": 7, "page": 1, "pages": 1 }
1789659601.789	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789659602.840	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789659602.840	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659604.766	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "actions", "items": 8, "total": 7, "page": 1, "pages": 1 }
1789659604.766	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "actions", "folder": "" }
1789659605.940	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789659605.940	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659609.922	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 1, "total": 0, "page": 1, "pages": 1 }
1789659609.925	клавиатура	globe	11.0	4.2	4.4	4	ball					show
1789659609.925	поиск_открыт	globe	11.0	4.2	4.4	4	ball					
1789659609.925	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "search", "view": "search", "folder": "" }
1789659610.347	сессия_openxr	globe	11.0	4.2	4.4	4	ball					session_visible кадр 16623
1789659616.027	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 13, "total": 12, "page": 1, "pages": 1 }
1789659616.027	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "search", "folder": "" }
1789659616.027	поиск_запрос	globe	11.0	4.2	4.4	4	ball					з → 12
1789659616.658	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 7, "total": 6, "page": 1, "pages": 1 }
1789659616.658	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "search", "folder": "" }
1789659616.658	поиск_запрос	globe	11.0	4.2	4.4	4	ball					за → 6
1789659617.013	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 3, "total": 2, "page": 1, "pages": 1 }
1789659617.013	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "search", "folder": "" }
1789659617.013	поиск_запрос	globe	11.0	4.2	4.4	4	ball					зам → 2
1789659617.447	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 2, "total": 1, "page": 1, "pages": 1 }
1789659617.447	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "search", "folder": "" }
1789659617.447	поиск_запрос	globe	11.0	4.2	4.4	4	ball					замо → 1
1789659618.013	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 2, "total": 1, "page": 1, "pages": 1 }
1789659618.013	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "search", "folder": "" }
1789659618.013	поиск_запрос	globe	11.0	4.2	4.4	4	ball					замок → 1
1789659620.790	клавиатура	globe	11.0	4.2	4.4	4	ball					hide
1789659620.791	клавиатура	globe	11.0	4.2	4.4	4	ball					enter
1789659620.791	клавиатура	globe	11.0	4.2	4.4	4	ball					hide
1789659620.791	клавиатура	globe	11.0	4.2	4.4	4	ball					enter
1789659620.812	клавиатура	globe	11.0	4.2	4.4	4	ball					hide
1789659620.812	клавиатура	globe	11.0	4.2	4.4	4	ball					enter
1789659620.849	сессия_openxr	globe	11.0	4.2	4.4	4	ball					session_focussed кадр 17568
1789659624.508	скриншот	globe	11.0	4.2	4.4	4	ball			да		screenshot_2026-09-17_20-40-24.335.png, 1920×1080, 108563 байт, всего 588229 (листинг), 173 мс
1789659628.957	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "none", "view": "search", "folder": "" }
1789659629.635	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "none", "view": "search", "folder": "" }
1789659630.301	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "none", "view": "search", "folder": "" }
1789659631.001	клавиатура	globe	11.0	4.2	4.4	4	ball					hide
1789659631.002	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789659631.003	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659632.268	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 1, "total": 0, "page": 1, "pages": 1 }
1789659632.271	клавиатура	globe	11.0	4.2	4.4	4	ball					show
1789659632.271	поиск_открыт	globe	11.0	4.2	4.4	4	ball					
1789659632.271	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "search", "view": "search", "folder": "" }
1789659632.571	сессия_openxr	globe	11.0	4.2	4.4	4	ball					session_visible кадр 18608
1789659636.282	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 16, "total": 15, "page": 1, "pages": 1 }
1789659636.282	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "search", "folder": "" }
1789659636.282	поиск_запрос	globe	11.0	4.2	4.4	4	ball					м → 15
1789659636.848	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "search", "items": 4, "total": 3, "page": 1, "pages": 1 }
1789659636.848	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "search", "folder": "" }
1789659636.848	поиск_запрос	globe	11.0	4.2	4.4	4	ball					мо → 3
1789659642.704	клавиатура	globe	11.0	4.2	4.4	4	ball					hide
1789659642.704	клавиатура	globe	11.0	4.2	4.4	4	ball					enter
1789659642.751	сессия_openxr	globe	11.0	4.2	4.4	4	ball					session_focussed кадр 19524
1789659642.936	скриншот	globe	11.0	4.2	4.4	4	ball			да		screenshot_2026-09-17_20-40-42.771.png, 1920×1080, 142471 байт, всего 730700 (листинг), 164 мс
1789659648.127	клавиатура	globe	11.0	4.2	4.4	4	ball	assets				hide
1789659648.128	folder	globe	11.0	4.2	4.4	4	ball	assets				{ "folder": "assets", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789659648.128	select	globe	11.0	4.2	4.4	4	ball	assets				{ "do": "default", "view": "browse", "folder": "assets", "item": "asset_bridge", "title": "Мост" }
1789659648.128	toggle	globe	11.0	4.2	4.4	4	ball	assets				{ "open": false }
1789659650.059	folder	globe	11.0	4.2	4.4	4	ball	assets				{ "folder": "assets", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789659650.059	toggle	globe	11.0	4.2	4.4	4	ball	assets				{ "open": true }
1789659653.637	folder	globe	11.0	4.2	4.4	4	ball	files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789659653.637	intent	globe	11.0	4.2	4.4	4	ball	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789659655.515	folder	globe	11.0	4.2	4.4	4	ball					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789659655.515	intent	globe	11.0	4.2	4.4	4	ball					{ "do": "reload", "view": "browse", "folder": "" }
1789659656.859	folder	globe	11.0	4.2	4.4	4	ball	settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789659656.859	intent	globe	11.0	4.2	4.4	4	ball	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789659659.371	folder	globe	11.0	4.2	4.4	4	ball	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789659659.371	intent	globe	11.0	4.2	4.4	4	ball	settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789659661.565	настройка_открыта	globe	11.0	4.2	4.4	4	ball	settings_sphere				surface
1789659661.566	intent	globe	11.0	4.2	4.4	4	ball	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "surface" }
1789659663.171	folder	lens	11.0	4.2	4.2	4	ball	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789659663.171	настройка_значение	lens	11.0	4.2	4.2	4	ball	settings_sphere				surface=lens
1789659666.381	панель_кнопка	lens	11.0	4.2	4.2	4	ball	settings_sphere				done
1789659666.382	настройка_сохранена	lens	11.0	4.2	4.2	4	ball	settings_sphere				surface=lens
1789659669.419	настройка_открыта	lens	11.0	4.2	4.2	4	ball	settings_sphere				hand_rotation
1789659669.420	intent	lens	11.0	4.2	4.2	4	ball	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "hand_rotation" }
1789659670.793	настройка_значение	lens	11.0	4.2	4.2	4	stand	settings_sphere				hand_rotation=stand
1789659678.827	настройка_значение	lens	11.0	4.2	4.2	4	face	settings_sphere				hand_rotation=face
1789659684.183	настройка_значение	lens	11.0	4.2	4.2	4	stand	settings_sphere				hand_rotation=stand
1789659688.139	настройка_значение	lens	11.0	4.2	4.2	4	face	settings_sphere				hand_rotation=face
1789659691.839	панель_кнопка	lens	11.0	4.2	4.2	4	face	settings_sphere				done
1789659691.840	настройка_сохранена	lens	11.0	4.2	4.2	4	face	settings_sphere				hand_rotation=face
1789659694.129	folder	lens	11.0	4.2	4.2	4	face	settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789659694.129	intent	lens	11.0	4.2	4.2	4	face	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789659696.918	folder	lens	11.0	4.2	4.2	4	face					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789659696.918	intent	lens	11.0	4.2	4.2	4	face					{ "do": "reload", "view": "browse", "folder": "" }
1789659700.618	folder	lens	11.0	4.2	4.2	4	face	settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789659700.618	intent	lens	11.0	4.2	4.2	4	face	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789659702.751	intent	lens	11.0	4.2	4.2	4	face	settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789659703.395	intent	lens	11.0	4.2	4.2	4	face	settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789659703.997	folder	lens	11.0	4.2	4.2	4	face	settings				{ "folder": "settings", "view": "actions", "items": 5, "total": 4, "page": 1, "pages": 1 }
1789659703.997	intent	lens	11.0	4.2	4.2	4	face	settings				{ "do": "reload", "view": "actions", "folder": "settings" }
1789659706.885	folder	lens	11.0	4.2	4.2	4	face	settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789659706.885	intent	lens	11.0	4.2	4.2	4	face	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789659708.418	shake	lens	11.0	4.2	4.2	4	face					{ "how": "shake", "from": "settings" }
1789659708.419	folder	lens	11.0	4.2	4.2	4	face					{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789659708.419	intent	lens	11.0	4.2	4.2	4	face					{ "do": "reload", "view": "browse", "folder": "" }
