# unix_время	событие	стратегия	радиус_м	частота	альфа	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-15T07:56:35
1789568531.892	active	lens	16.0	6.4	6.4	4	face	images	scene_draft1		8452	{ "key": "(1, 0)", "slot": 0 }
1789568532.013	active	lens	16.0	6.4	6.4	4	face	images	scene_draft1		8573	{ "key": "(1, -1)", "slot": 5 }
1789568534.541	folder	lens	16.0	6.4	6.4	4	face	files	scene_draft1		11101	{ "folder": "files", "view": "browse", "items": 4 }
1789568534.541	intent	lens	16.0	6.4	6.4	4	face	files	scene_draft1		11101	{ "do": "reload", "view": "browse", "folder": "files" }
1789568534.547	active	lens	16.0	6.4	6.4	4	face	files	scene_draft1		11106	{ "key": "(1, 0)", "slot": 0 }
1789568536.475	folder	lens	16.0	6.4	6.4	4	face	scenes	scene_draft1		13035	{ "folder": "scenes", "view": "browse", "items": 7 }
1789568536.475	intent	lens	16.0	6.4	6.4	4	face	scenes	scene_draft1		13035	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789568536.480	active	lens	16.0	6.4	6.4	4	face	scenes	scene_draft1		13040	{ "key": "(1, 0)", "slot": 0 }
1789568537.919	folder	lens	16.0	6.4	6.4	4	face	drafts	scene_draft1		14478	{ "folder": "drafts", "view": "browse", "items": 2 }
1789568537.919	intent	lens	16.0	6.4	6.4	4	face	drafts	scene_draft1		14478	{ "do": "reload", "view": "browse", "folder": "drafts" }
1789568537.924	active	lens	16.0	6.4	6.4	4	face	drafts	scene_draft1		14484	{ "key": "(1, 0)", "slot": 0 }
1789568539.219	select	lens	16.0	6.4	6.4	4	face	drafts	scene_draft1	да	15778	{ "do": "default", "view": "browse", "folder": "drafts", "item": "scene_draft1", "title": "Набросок моста" }
1789568539.219	toggle	lens	16.0	6.4	6.4	4	face	drafts				{ "open": false }
1789568540.953	задание	lens	16.0	6.4	6.4	4	face	drafts	img_sunset			
1789568542.375	folder	lens	16.0	6.4	6.4	4	face	drafts	img_sunset		1423	{ "folder": "drafts", "view": "browse", "items": 2 }
1789568542.376	toggle	lens	16.0	6.4	6.4	4	face	drafts	img_sunset		1423	{ "open": true }
1789568542.387	active	lens	16.0	6.4	6.4	4	face	drafts	img_sunset		1434	{ "key": "(1, 0)", "slot": -2 }
1789568543.204	active	lens	16.0	6.4	6.4	4	face	drafts	img_sunset		2252	{ "key": "(0, 1)", "slot": -2 }
1789568543.294	active	lens	16.0	6.4	6.4	4	face	drafts	img_sunset		2341	{ "key": "(-1, 1)", "slot": 0 }
1789568543.436	active	lens	16.0	6.4	6.4	4	face	drafts	img_sunset		2484	{ "key": "(-2, 1)", "slot": -1 }
1789568543.592	active	lens	16.0	6.4	6.4	4	face	drafts	img_sunset		2639	{ "key": "(-3, 1)", "slot": -2 }
1789568544.852	shake	lens	16.0	6.4	6.4	4	face		img_sunset		3900	{ "folder": "" }
1789568544.853	folder	lens	16.0	6.4	6.4	4	face		img_sunset		3900	{ "folder": "", "view": "browse", "items": 6 }
1789568544.853	intent	lens	16.0	6.4	6.4	4	face		img_sunset		3901	{ "do": "reload", "view": "browse", "folder": "" }
1789568544.858	active	lens	16.0	6.4	6.4	4	face		img_sunset		3906	{ "key": "(-3, 1)", "slot": 0 }
1789568546.486	folder	lens	16.0	6.4	6.4	4	face	files	img_sunset		5534	{ "folder": "files", "view": "browse", "items": 4 }
1789568546.487	intent	lens	16.0	6.4	6.4	4	face	files	img_sunset		5534	{ "do": "reload", "view": "browse", "folder": "files" }
1789568546.493	active	lens	16.0	6.4	6.4	4	face	files	img_sunset		5540	{ "key": "(1, 0)", "slot": 0 }
1789568550.043	folder	lens	16.0	6.4	6.4	4	face	images	img_sunset		9090	{ "folder": "images", "view": "browse", "items": 7 }
1789568550.043	intent	lens	16.0	6.4	6.4	4	face	images	img_sunset		9090	{ "do": "reload", "view": "browse", "folder": "images" }
1789568550.048	active	lens	16.0	6.4	6.4	4	face	images	img_sunset		9095	{ "key": "(1, -1)", "slot": 5 }
1789568551.181	active	lens	16.0	6.4	6.4	4	face	images	img_sunset		10228	{ "key": "(1, 0)", "slot": 0 }
1789568552.376	select	lens	16.0	6.4	6.4	4	face	images	img_sunset	да	11423	{ "do": "default", "view": "browse", "folder": "images", "item": "img_sunset", "title": "Закат" }
1789568553.820	задание	lens	16.0	6.4	6.4	4	face	images	scene_tower			
1789568556.465	folder	lens	16.0	6.4	6.4	4	face	files	scene_tower		2645	{ "folder": "files", "view": "browse", "items": 4 }
1789568556.465	intent	lens	16.0	6.4	6.4	4	face	files	scene_tower		2645	{ "do": "reload", "view": "browse", "folder": "files" }
1789568556.471	active	lens	16.0	6.4	6.4	4	face	files	scene_tower		2650	{ "key": "(1, 0)", "slot": 0 }
1789568560.143	folder	lens	16.0	6.4	6.4	4	face	scenes	scene_tower		6323	{ "folder": "scenes", "view": "browse", "items": 7 }
1789568560.144	intent	lens	16.0	6.4	6.4	4	face	scenes	scene_tower		6323	{ "do": "reload", "view": "browse", "folder": "scenes" }
1789568560.149	active	lens	16.0	6.4	6.4	4	face	scenes	scene_tower		6328	{ "key": "(1, 0)", "slot": 0 }
1789568561.488	select	lens	16.0	6.4	6.4	4	face	scenes	scene_tower	да	7667	{ "do": "default", "view": "browse", "folder": "scenes", "item": "scene_tower", "title": "Башня" }
1789568561.488	toggle	lens	16.0	6.4	6.4	4	face	scenes				{ "open": false }
1789568563.944	folder	lens	16.0	6.4	6.4	4	face	scenes				{ "folder": "scenes", "view": "browse", "items": 7 }
1789568563.944	toggle	lens	16.0	6.4	6.4	4	face	scenes				{ "open": true }
1789568564.899	folder	lens	16.0	6.4	6.4	4	face	files				{ "folder": "files", "view": "browse", "items": 4 }
1789568564.900	intent	lens	16.0	6.4	6.4	4	face	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789568565.444	folder	lens	16.0	6.4	6.4	4	face					{ "folder": "", "view": "browse", "items": 6 }
1789568565.444	intent	lens	16.0	6.4	6.4	4	face					{ "do": "reload", "view": "browse", "folder": "" }
1789568568.665	intent	lens	16.0	6.4	6.4	4	face					{ "do": "exit", "view": "browse", "folder": "" }
1789568568.667	выход	lens	16.0	6.4	6.4	4	face					выгрузка в /storage/emulated/0/Download/VRGE/2026-09-16_19-22-48
# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-16T20:14:32
1789571672.767	folder	globe	20.0	1.5	3.52	13	face					{ "folder": "", "view": "browse", "items": 6 }
1789571672.767	toggle	globe	20.0	1.5	3.52	13	face					{ "open": true }
1789571704.677	настройка_значение	fib	8.0	1.5	1.49	26	face					radius_cm=8.0
1789571704.702	настройка_значение	fib	18.0	1.5	3.12	27	face					radius_cm=18.0
1789571704.782	panel_scroll	fib	20.0	1.5	3.47	27	face					{ "how": "", "mode": "edit" }
1789571709.594	toggle	globe	20.0	1.5	3.52	13	face					{ "open": false }
1789571709.594	самопроверка	globe	20.0	1.5	3.52	13	face			FAIL		{ "глобус уровень 13, 632 ячеек, вращение": { "gpu95": 2.76200008392334, "cpu95": 0.18000000715256, "proc95": 1.959, "over": 0 }, "глобус крупный: уровень 1, 32 ячеек, радиус 20.0 см, вращение": { "gpu95": 1.82099997997284, "cpu95": 0.1879999935627, "proc95": 3.194, "over": 0 }, "линза α=0.037, 700 ячеек, вращение": { "gpu95": 2.67000007629395, "cpu95": 0.16799999773502, "proc95": 66.636, "over": 0 } }
1789571712.373	folder	lens	16.0	6.4	6.4	4	face					{ "folder": "", "view": "browse", "items": 6 }
1789571712.373	toggle	lens	16.0	6.4	6.4	4	face					{ "open": true }
1789571715.695	folder	lens	16.0	6.4	6.4	4	face	files				{ "folder": "files", "view": "browse", "items": 4 }
1789571715.695	intent	lens	16.0	6.4	6.4	4	face	files				{ "do": "reload", "view": "browse", "folder": "files" }
1789571716.641	folder	lens	16.0	6.4	6.4	4	face					{ "folder": "", "view": "browse", "items": 6 }
1789571716.641	intent	lens	16.0	6.4	6.4	4	face					{ "do": "reload", "view": "browse", "folder": "" }
1789571718.254	folder	lens	16.0	6.4	6.4	4	face	settings				{ "folder": "settings", "view": "browse", "items": 4 }
1789571718.254	intent	lens	16.0	6.4	6.4	4	face	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789571720.485	folder	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11 }
1789571720.485	intent	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789571733.814	настройка_открыта	lens	16.0	6.4	6.4	4	face	settings_sphere				surface
1789571733.815	intent	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "surface" }
1789571735.596	panel_scroll	lens	16.0	6.4	6.4	4	face	settings_sphere				{ "how": "stick", "mode": "edit" }
1789571738.542	настройка_значение	globe	16.0	6.4	6.4	4	face	settings_sphere				surface=globe
1789571745.820	настройка_значение	globe_hex	16.0	6.4	6.4	4	face	settings_sphere				surface=globe_hex
1789571748.430	panel_scroll	globe_hex	16.0	6.4	6.4	4	face	settings_sphere				{ "how": "stick", "mode": "edit" }
1789571749.521	настройка_значение	octa	16.0	6.4	6.5	9	face	settings_sphere				surface=octa
1789571753.164	panel_scroll	octa	16.0	6.4	6.5	9	face	settings_sphere				{ "how": "stick", "mode": "edit" }
1789571754.277	настройка_значение	rings	16.0	6.4	6.06	9	face	settings_sphere				surface=rings
1789571761.898	panel_scroll	rings	16.0	6.4	6.06	9	face	settings_sphere				{ "how": "stick", "mode": "edit" }
1789571763.478	настройка_значение	fib	16.0	6.4	6.31	15	face	settings_sphere				surface=fib
1789571769.755	настройка_значение	lens	16.0	6.4	6.4	4	face	settings_sphere				surface=lens
1789571775.500	настройка_значение	globe	16.0	6.4	6.4	4	face	settings_sphere				surface=globe
1789571778.955	folder	globe	16.0	6.4	6.4	4	face	settings				{ "folder": "settings", "view": "browse", "items": 4 }
1789571778.956	intent	globe	16.0	6.4	6.4	4	face	settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789571780.456	folder	globe	16.0	6.4	6.4	4	face	settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11 }
1789571780.456	intent	globe	16.0	6.4	6.4	4	face	settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789571782.414	настройка_открыта	globe	16.0	6.4	6.4	4	face	settings_sphere				cell_cm
1789571782.414	intent	globe	16.0	6.4	6.4	4	face	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "cell_cm" }
1789571783.999	panel_scroll	globe	16.0	6.4	6.4	4	face	settings_sphere				{ "how": "stick", "mode": "edit" }
1789571786.301	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571786.313	panel_scroll	globe	16.0	5.7	5.58	5	face	settings_sphere				{ "how": "stick", "mode": "edit" }
1789571786.315	настройка_значение	globe	16.0	5.8	5.58	5	face	settings_sphere				cell_cm=5.8
1789571786.325	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571786.334	настройка_значение	globe	16.0	5.5	5.58	5	face	settings_sphere				cell_cm=5.5
1789571786.344	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571786.353	настройка_значение	globe	16.0	5.8	5.58	5	face	settings_sphere				cell_cm=5.8
1789571786.364	настройка_значение	globe	16.0	5.9	5.58	5	face	settings_sphere				cell_cm=5.9
1789571786.375	настройка_значение	globe	16.0	6.0	6.4	4	face	settings_sphere				cell_cm=6.0
1789571786.385	настройка_значение	globe	16.0	6.2	6.4	4	face	settings_sphere				cell_cm=6.2
1789571786.396	настройка_значение	globe	16.0	6.3	6.4	4	face	settings_sphere				cell_cm=6.3
1789571786.407	настройка_значение	globe	16.0	6.4	6.4	4	face	settings_sphere				cell_cm=6.4
1789571786.487	настройка_значение	globe	16.0	6.5	6.4	4	face	settings_sphere				cell_cm=6.5
1789571786.501	настройка_значение	globe	16.0	6.7	6.4	4	face	settings_sphere				cell_cm=6.7
1789571786.511	настройка_значение	globe	16.0	6.9	6.4	4	face	settings_sphere				cell_cm=6.9
1789571786.520	настройка_значение	globe	16.0	7.0	7.56	3	face	settings_sphere				cell_cm=7.0
1789571786.529	настройка_значение	globe	16.0	7.1	7.56	3	face	settings_sphere				cell_cm=7.1
1789571786.549	настройка_значение	globe	16.0	7.2	7.56	3	face	settings_sphere				cell_cm=7.2
1789571786.564	настройка_значение	globe	16.0	7.3	7.56	3	face	settings_sphere				cell_cm=7.3
1789571786.582	настройка_значение	globe	16.0	7.4	7.56	3	face	settings_sphere				cell_cm=7.4
1789571786.597	настройка_значение	globe	16.0	7.5	7.56	3	face	settings_sphere				cell_cm=7.5
1789571786.608	настройка_значение	globe	16.0	7.6	7.56	3	face	settings_sphere				cell_cm=7.6
1789571786.640	настройка_значение	globe	16.0	7.7	7.56	3	face	settings_sphere				cell_cm=7.7
1789571786.661	настройка_значение	globe	16.0	7.8	7.56	3	face	settings_sphere				cell_cm=7.8
1789571786.674	настройка_значение	globe	16.0	7.9	7.56	3	face	settings_sphere				cell_cm=7.9
1789571786.686	настройка_значение	globe	16.0	8.0	8.35	2	face	settings_sphere				cell_cm=8.0
1789571786.697	настройка_значение	globe	16.0	8.1	8.35	2	face	settings_sphere				cell_cm=8.1
1789571786.716	настройка_значение	globe	16.0	8.3	8.35	2	face	settings_sphere				cell_cm=8.3
1789571786.731	настройка_значение	globe	16.0	8.5	8.35	2	face	settings_sphere				cell_cm=8.5
1789571786.742	настройка_значение	globe	16.0	8.7	8.35	2	face	settings_sphere				cell_cm=8.7
1789571786.752	настройка_значение	globe	16.0	8.8	8.35	2	face	settings_sphere				cell_cm=8.8
1789571786.764	настройка_значение	globe	16.0	8.9	8.35	2	face	settings_sphere				cell_cm=8.9
1789571786.775	настройка_значение	globe	16.0	9.0	8.35	2	face	settings_sphere				cell_cm=9.0
1789571786.785	настройка_значение	globe	16.0	9.1	8.35	2	face	settings_sphere				cell_cm=9.1
1789571786.796	настройка_значение	globe	16.0	9.2	8.35	2	face	settings_sphere				cell_cm=9.2
1789571786.807	настройка_значение	globe	16.0	9.3	8.35	2	face	settings_sphere				cell_cm=9.3
1789571786.864	настройка_значение	globe	16.0	9.4	8.35	2	face	settings_sphere				cell_cm=9.4
1789571786.877	настройка_значение	globe	16.0	9.5	8.35	2	face	settings_sphere				cell_cm=9.5
1789571786.897	настройка_значение	globe	16.0	9.6	8.35	2	face	settings_sphere				cell_cm=9.6
1789571786.910	настройка_значение	globe	16.0	9.7	8.35	2	face	settings_sphere				cell_cm=9.7
1789571786.921	настройка_значение	globe	16.0	9.8	8.35	2	face	settings_sphere				cell_cm=9.8
1789571786.932	настройка_значение	globe	16.0	9.9	8.35	2	face	settings_sphere				cell_cm=9.9
1789571786.942	настройка_значение	globe	16.0	10.1	12.05	1	face	settings_sphere				cell_cm=10.1
1789571786.952	настройка_значение	globe	16.0	10.2	12.05	1	face	settings_sphere				cell_cm=10.2
1789571786.974	настройка_значение	globe	16.0	10.3	12.05	1	face	settings_sphere				cell_cm=10.3
1789571786.997	настройка_значение	globe	16.0	10.2	12.05	1	face	settings_sphere				cell_cm=10.2
1789571787.031	настройка_значение	globe	16.0	10.1	12.05	1	face	settings_sphere				cell_cm=10.1
1789571787.044	настройка_значение	globe	16.0	10.2	12.05	1	face	settings_sphere				cell_cm=10.2
1789571787.076	настройка_значение	globe	16.0	10.3	12.05	1	face	settings_sphere				cell_cm=10.3
1789571787.088	настройка_значение	globe	16.0	10.4	12.05	1	face	settings_sphere				cell_cm=10.4
1789571787.099	настройка_значение	globe	16.0	10.5	12.05	1	face	settings_sphere				cell_cm=10.5
1789571787.119	настройка_значение	globe	16.0	10.6	12.05	1	face	settings_sphere				cell_cm=10.6
1789571787.199	настройка_значение	globe	16.0	10.5	12.05	1	face	settings_sphere				cell_cm=10.5
1789571787.211	настройка_значение	globe	16.0	10.4	12.05	1	face	settings_sphere				cell_cm=10.4
1789571787.221	настройка_значение	globe	16.0	10.3	12.05	1	face	settings_sphere				cell_cm=10.3
1789571787.232	настройка_значение	globe	16.0	10.2	12.05	1	face	settings_sphere				cell_cm=10.2
1789571787.252	настройка_значение	globe	16.0	10.1	12.05	1	face	settings_sphere				cell_cm=10.1
1789571787.265	настройка_значение	globe	16.0	10.0	8.35	2	face	settings_sphere				cell_cm=10.0
1789571787.285	настройка_значение	globe	16.0	9.9	8.35	2	face	settings_sphere				cell_cm=9.9
1789571787.300	настройка_значение	globe	16.0	9.7	8.35	2	face	settings_sphere				cell_cm=9.7
1789571787.310	настройка_значение	globe	16.0	9.6	8.35	2	face	settings_sphere				cell_cm=9.6
1789571787.321	настройка_значение	globe	16.0	9.4	8.35	2	face	settings_sphere				cell_cm=9.4
1789571787.333	настройка_значение	globe	16.0	9.2	8.35	2	face	settings_sphere				cell_cm=9.2
1789571787.343	настройка_значение	globe	16.0	9.1	8.35	2	face	settings_sphere				cell_cm=9.1
1789571787.353	настройка_значение	globe	16.0	8.9	8.35	2	face	settings_sphere				cell_cm=8.9
1789571787.365	настройка_значение	globe	16.0	8.8	8.35	2	face	settings_sphere				cell_cm=8.8
1789571787.376	настройка_значение	globe	16.0	8.7	8.35	2	face	settings_sphere				cell_cm=8.7
1789571787.387	настройка_значение	globe	16.0	8.6	8.35	2	face	settings_sphere				cell_cm=8.6
1789571787.398	настройка_значение	globe	16.0	8.5	8.35	2	face	settings_sphere				cell_cm=8.5
1789571787.409	настройка_значение	globe	16.0	8.4	8.35	2	face	settings_sphere				cell_cm=8.4
1789571787.421	настройка_значение	globe	16.0	8.3	8.35	2	face	settings_sphere				cell_cm=8.3
1789571787.440	настройка_значение	globe	16.0	8.2	8.35	2	face	settings_sphere				cell_cm=8.2
1789571787.464	настройка_значение	globe	16.0	8.1	8.35	2	face	settings_sphere				cell_cm=8.1
1789571787.477	настройка_значение	globe	16.0	8.0	8.35	2	face	settings_sphere				cell_cm=8.0
1789571787.544	настройка_значение	globe	16.0	7.9	7.56	3	face	settings_sphere				cell_cm=7.9
1789571787.564	настройка_значение	globe	16.0	7.8	7.56	3	face	settings_sphere				cell_cm=7.8
1789571787.587	настройка_значение	globe	16.0	7.7	7.56	3	face	settings_sphere				cell_cm=7.7
1789571787.631	настройка_значение	globe	16.0	7.6	7.56	3	face	settings_sphere				cell_cm=7.6
1789571787.654	настройка_значение	globe	16.0	7.5	7.56	3	face	settings_sphere				cell_cm=7.5
1789571787.676	настройка_значение	globe	16.0	7.4	7.56	3	face	settings_sphere				cell_cm=7.4
1789571787.698	настройка_значение	globe	16.0	7.3	7.56	3	face	settings_sphere				cell_cm=7.3
1789571787.720	настройка_значение	globe	16.0	7.2	7.56	3	face	settings_sphere				cell_cm=7.2
1789571787.743	настройка_значение	globe	16.0	7.1	7.56	3	face	settings_sphere				cell_cm=7.1
1789571787.765	настройка_значение	globe	16.0	7.0	7.56	3	face	settings_sphere				cell_cm=7.0
1789571787.787	настройка_значение	globe	16.0	6.9	6.4	4	face	settings_sphere				cell_cm=6.9
1789571787.844	настройка_значение	globe	16.0	6.8	6.4	4	face	settings_sphere				cell_cm=6.8
1789571787.888	настройка_значение	globe	16.0	6.7	6.4	4	face	settings_sphere				cell_cm=6.7
1789571787.967	настройка_значение	globe	16.0	6.6	6.4	4	face	settings_sphere				cell_cm=6.6
1789571788.011	настройка_значение	globe	16.0	6.5	6.4	4	face	settings_sphere				cell_cm=6.5
1789571788.032	настройка_значение	globe	16.0	6.4	6.4	4	face	settings_sphere				cell_cm=6.4
1789571788.077	настройка_значение	globe	16.0	6.5	6.4	4	face	settings_sphere				cell_cm=6.5
1789571788.144	настройка_значение	globe	16.0	6.4	6.4	4	face	settings_sphere				cell_cm=6.4
1789571788.311	настройка_значение	globe	16.0	6.3	6.4	4	face	settings_sphere				cell_cm=6.3
1789571788.332	настройка_значение	globe	16.0	6.2	6.4	4	face	settings_sphere				cell_cm=6.2
1789571788.400	настройка_значение	globe	16.0	6.1	6.4	4	face	settings_sphere				cell_cm=6.1
1789571788.444	настройка_значение	globe	16.0	6.0	6.4	4	face	settings_sphere				cell_cm=6.0
1789571788.489	настройка_значение	globe	16.0	5.9	5.58	5	face	settings_sphere				cell_cm=5.9
1789571788.600	настройка_значение	globe	16.0	5.8	5.58	5	face	settings_sphere				cell_cm=5.8
1789571788.621	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571788.655	настройка_значение	globe	16.0	5.8	5.58	5	face	settings_sphere				cell_cm=5.8
1789571788.767	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571788.788	настройка_значение	globe	16.0	5.8	5.58	5	face	settings_sphere				cell_cm=5.8
1789571788.878	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571788.899	настройка_значение	globe	16.0	5.6	5.58	5	face	settings_sphere				cell_cm=5.6
1789571788.944	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571788.976	настройка_значение	globe	16.0	5.8	5.58	5	face	settings_sphere				cell_cm=5.8
1789571788.999	настройка_значение	globe	16.0	5.9	5.58	5	face	settings_sphere				cell_cm=5.9
1789571789.021	настройка_значение	globe	16.0	5.8	5.58	5	face	settings_sphere				cell_cm=5.8
1789571789.042	настройка_значение	globe	16.0	5.7	5.58	5	face	settings_sphere				cell_cm=5.7
1789571789.178	настройка_значение	globe	16.0	5.6	5.58	5	face	settings_sphere				cell_cm=5.6
1789571789.256	настройка_значение	globe	16.0	5.5	5.58	5	face	settings_sphere				cell_cm=5.5
1789571789.269	настройка_значение	globe	16.0	5.4	5.58	5	face	settings_sphere				cell_cm=5.4
1789571789.288	настройка_значение	globe	16.0	5.3	5.1	6	face	settings_sphere				cell_cm=5.3
1789571789.301	настройка_значение	globe	16.0	5.2	5.1	6	face	settings_sphere				cell_cm=5.2
1789571789.311	настройка_значение	globe	16.0	5.1	5.1	6	face	settings_sphere				cell_cm=5.1
1789571789.330	настройка_значение	globe	16.0	5.0	5.1	6	face	settings_sphere				cell_cm=5.0
1789571789.344	настройка_значение	globe	16.0	4.9	5.1	6	face	settings_sphere				cell_cm=4.9
1789571789.374	настройка_значение	globe	16.0	4.8	5.1	6	face	settings_sphere				cell_cm=4.8
1789571789.421	настройка_значение	globe	16.0	4.7	4.4	7	face	settings_sphere				cell_cm=4.7
1789571789.442	настройка_значение	globe	16.0	4.6	4.4	7	face	settings_sphere				cell_cm=4.6
1789571789.463	настройка_значение	globe	16.0	4.4	4.4	7	face	settings_sphere				cell_cm=4.4
1789571789.477	настройка_значение	globe	16.0	4.3	4.4	7	face	settings_sphere				cell_cm=4.3
1789571789.491	настройка_значение	globe	16.0	4.2	4.03	8	face	settings_sphere				cell_cm=4.2
1789571789.503	настройка_значение	globe	16.0	4.1	4.03	8	face	settings_sphere				cell_cm=4.1
1789571789.515	настройка_значение	globe	16.0	4.0	4.03	8	face	settings_sphere				cell_cm=4.0
1789571789.538	настройка_значение	globe	16.0	3.9	3.79	9	face	settings_sphere				cell_cm=3.9
1789571789.586	настройка_значение	globe	16.0	3.8	3.79	9	face	settings_sphere				cell_cm=3.8
1789571789.605	настройка_значение	globe	16.0	3.7	3.79	9	face	settings_sphere				cell_cm=3.7
1789571789.623	настройка_значение	globe	16.0	3.6	3.6	10	face	settings_sphere				cell_cm=3.6
1789571789.635	настройка_значение	globe	16.0	3.5	3.6	10	face	settings_sphere				cell_cm=3.5
1789571789.645	настройка_значение	globe	16.0	3.4	3.23	11	face	settings_sphere				cell_cm=3.4
1789571789.667	настройка_значение	globe	16.0	3.3	3.23	11	face	settings_sphere				cell_cm=3.3
1789571789.792	настройка_значение	globe	16.0	3.4	3.23	11	face	settings_sphere				cell_cm=3.4
1789571789.820	настройка_значение	globe	16.0	3.3	3.23	11	face	settings_sphere				cell_cm=3.3
1789571789.844	настройка_значение	globe	16.0	3.2	3.23	11	face	settings_sphere				cell_cm=3.2
1789571789.856	настройка_значение	globe	16.0	3.1	2.98	12	face	settings_sphere				cell_cm=3.1
1789571789.868	настройка_значение	globe	16.0	2.9	2.98	12	face	settings_sphere				cell_cm=2.9
1789571789.879	настройка_значение	globe	16.0	2.8	2.81	13	face	settings_sphere				cell_cm=2.8
1789571789.890	настройка_значение	globe	16.0	2.7	2.81	13	face	settings_sphere				cell_cm=2.7
1789571789.900	настройка_значение	globe	16.0	2.6	2.81	13	face	settings_sphere				cell_cm=2.6
1789571789.912	настройка_значение	globe	16.0	2.5	2.81	13	face	settings_sphere				cell_cm=2.5
1789571789.924	настройка_значение	globe	16.0	2.4	2.81	13	face	settings_sphere				cell_cm=2.4
1789571789.935	настройка_значение	globe	16.0	2.3	2.81	13	face	settings_sphere				cell_cm=2.3
1789571789.945	настройка_значение	globe	16.0	2.2	2.81	13	face	settings_sphere				cell_cm=2.2
1789571789.958	настройка_значение	globe	16.0	2.1	2.81	13	face	settings_sphere				cell_cm=2.1
1789571789.987	настройка_значение	globe	16.0	2.0	2.81	13	face	settings_sphere				cell_cm=2.0
1789571790.035	настройка_значение	globe	16.0	2.1	2.81	13	face	settings_sphere				cell_cm=2.1
1789571790.114	настройка_значение	globe	16.0	2.2	2.81	13	face	settings_sphere				cell_cm=2.2
1789571790.134	настройка_значение	globe	16.0	2.3	2.81	13	face	settings_sphere				cell_cm=2.3
1789571790.156	настройка_значение	globe	16.0	2.2	2.81	13	face	settings_sphere				cell_cm=2.2
1789571790.178	настройка_значение	globe	16.0	2.1	2.81	13	face	settings_sphere				cell_cm=2.1
1789571790.191	настройка_значение	globe	16.0	2.0	2.81	13	face	settings_sphere				cell_cm=2.0
1789571790.202	настройка_значение	globe	16.0	1.9	2.81	13	face	settings_sphere				cell_cm=1.9
1789571790.215	настройка_значение	globe	16.0	1.8	2.81	13	face	settings_sphere				cell_cm=1.8
1789571790.291	настройка_значение	globe	16.0	1.7	2.81	13	face	settings_sphere				cell_cm=1.7
1789571790.335	настройка_значение	globe	16.0	1.6	2.81	13	face	settings_sphere				cell_cm=1.6
1789571790.354	настройка_значение	globe	16.0	1.5	2.81	13	face	settings_sphere				cell_cm=1.5
1789571792.189	панель_кнопка	globe	16.0	1.5	2.81	13	face	settings_sphere				done
1789571792.192	настройка_сохранена	globe	16.0	1.5	2.81	13	face	settings_sphere				cell_cm=1.5
1789571799.049	настройка_открыта	globe	16.0	1.5	2.81	13	face	settings_sphere				hand_rotation
1789571799.050	intent	globe	16.0	1.5	2.81	13	face	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "hand_rotation" }
1789571801.913	настройка_значение	globe	16.0	1.5	2.81	13	ball	settings_sphere				hand_rotation=ball
1789571807.646	настройка_значение	globe	16.0	1.5	2.81	13	stand	settings_sphere				hand_rotation=stand
1789571816.602	настройка_значение	globe	16.0	1.5	2.81	13	face	settings_sphere				hand_rotation=face
1789571819.936	настройка_значение	globe	16.0	1.5	2.81	13	ball	settings_sphere				hand_rotation=ball
1789571822.814	панель_кнопка	globe	16.0	1.5	2.81	13	ball	settings_sphere				done
1789571822.815	настройка_сохранена	globe	16.0	1.5	2.81	13	ball	settings_sphere				hand_rotation=ball
1789571834.097	настройка_открыта	globe	16.0	1.5	2.81	13	ball	settings_sphere				panel_side
1789571834.097	intent	globe	16.0	1.5	2.81	13	ball	settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "panel_side" }
1789571836.404	панель_кнопка	globe	16.0	1.5	2.81	13	ball	settings_sphere				done
