# unix_время	событие	поверхность	радиус_см	ячейка_см	ячейка_факт_см	уровень_глобуса	вращение_рукой	ввод	профиль	папка	задание	попадание	мс_от_задания	подробности
# сессия 2026-09-19T19:18:52
1789827601.079	intent	globe	20.0	1.5	3.52	13	ball	controllers		bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789827605.599	folder	lens	20.0	1.5	1.5	13	ball	controllers		bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789827605.600	folder	lens	20.0	1.5	1.5	13	ball	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789827605.600	intent	lens	20.0	1.5	1.5	13	ball	controllers		files				{ "do": "reload", "view": "browse", "folder": "files" }
1789827605.601	folder	lens	20.0	1.5	1.5	13	ball	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827605.601	intent	lens	20.0	1.5	1.5	13	ball	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827605.602	folder	lens	20.0	1.5	1.5	13	ball	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789827605.602	intent	lens	20.0	1.5	1.5	13	ball	controllers		files				{ "do": "reload", "view": "browse", "folder": "files" }
1789827605.611	folder	lens	20.0	1.5	1.5	13	ball	controllers		bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789827605.612	intent	lens	20.0	1.5	1.5	13	ball	controllers		bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789827610.153	folder	globe	20.0	1.5	3.52	13	ball	controllers		bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789827610.155	folder	globe	20.0	1.5	3.52	13	ball	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789827610.155	intent	globe	20.0	1.5	3.52	13	ball	controllers		files				{ "do": "reload", "view": "browse", "folder": "files" }
1789827610.156	folder	globe	20.0	1.5	3.52	13	ball	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827610.156	intent	globe	20.0	1.5	3.52	13	ball	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827610.158	клавиатура	globe	20.0	1.5	3.52	13	ball	controllers						show
1789827610.178	toggle	globe	20.0	1.5	3.52	13	ball	controllers						{ "open": false }
1789827610.178	самопроверка	globe	20.0	1.5	3.52	13	ball	controllers				PASS		{ "глобус уровень 13, 632 ячеек, вращение": { "gpu95": 2.13599991798401, "cpu95": 0.19400000572205, "proc95": 2.114, "over": 0 }, "глобус крупный: уровень 1, 32 ячеек, радиус 20.0 см, вращение": { "gpu95": 2.33699989318848, "cpu95": 0.18099999427795, "proc95": 2.39, "over": 0 }, "линза α=0.037, 700 ячеек, вращение": { "gpu95": 3.00799989700317, "cpu95": 0.195999994874, "proc95": 6.005, "over": 0 } }
1789827610.179	ввод_готов	globe	14.5	8.4	7.57	2	ball	controllers						controllers
1789827618.891	folder	globe	14.5	8.4	7.57	2	ball	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827618.891	toggle	globe	14.5	8.4	7.57	2	ball	controllers						{ "open": true }
1789827621.472	folder	globe	14.5	8.4	7.57	2	ball	controllers		settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789827621.472	intent	globe	14.5	8.4	7.57	2	ball	controllers		settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789827623.150	folder	globe	14.5	8.4	7.57	2	ball	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827623.150	intent	globe	14.5	8.4	7.57	2	ball	controllers		settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789827628.719	настройка_открыта	globe	14.5	8.4	7.57	2	ball	controllers		settings_sphere				surface
1789827628.720	intent	globe	14.5	8.4	7.57	2	ball	controllers		settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "surface" }
1789827629.837	folder	lens	14.5	8.4	8.4	2	ball	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827629.837	настройка_значение	lens	14.5	8.4	8.4	2	ball	controllers		settings_sphere				surface=lens
1789827633.406	настройка_открыта	lens	14.5	8.4	8.4	2	ball	controllers		settings_sphere				hand_rotation
1789827633.406	intent	lens	14.5	8.4	8.4	2	ball	controllers		settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "hand_rotation" }
1789827634.891	настройка_значение	lens	14.5	8.4	8.4	2	stand	controllers		settings_sphere				hand_rotation=stand
1789827640.369	настройка_значение	lens	14.5	8.4	8.4	2	face	controllers		settings_sphere				hand_rotation=face
1789827646.783	настройка_открыта	lens	14.5	8.4	8.4	2	face	controllers		settings_sphere				cell_cm
1789827646.784	intent	lens	14.5	8.4	8.4	2	face	controllers		settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "cell_cm" }
1789827647.982	folder	lens	14.5	5.8	5.8	4	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827647.982	настройка_значение	lens	14.5	5.8	5.8	4	face	controllers		settings_sphere				cell_cm=5.8
1789827647.995	folder	lens	14.5	5.7	5.7	4	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827647.995	настройка_значение	lens	14.5	5.7	5.7	4	face	controllers		settings_sphere				cell_cm=5.7
1789827648.006	folder	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827648.006	настройка_значение	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				cell_cm=5.5
1789827648.016	folder	lens	14.5	5.4	5.4	5	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827648.016	настройка_значение	lens	14.5	5.4	5.4	5	face	controllers		settings_sphere				cell_cm=5.4
1789827648.042	folder	lens	14.5	5.3	5.3	5	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827648.043	настройка_значение	lens	14.5	5.3	5.3	5	face	controllers		settings_sphere				cell_cm=5.3
1789827648.075	folder	lens	14.5	5.2	5.2	5	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827648.075	настройка_значение	lens	14.5	5.2	5.2	5	face	controllers		settings_sphere				cell_cm=5.2
1789827648.118	folder	lens	14.5	5.3	5.3	5	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827648.118	настройка_значение	lens	14.5	5.3	5.3	5	face	controllers		settings_sphere				cell_cm=5.3
1789827648.134	folder	lens	14.5	5.4	5.4	5	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827648.135	настройка_значение	lens	14.5	5.4	5.4	5	face	controllers		settings_sphere				cell_cm=5.4
1789827648.143	folder	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827648.143	настройка_значение	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				cell_cm=5.5
1789827649.569	панель_кнопка	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				done
1789827649.570	настройка_сохранена	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				cell_cm=5.5
1789827651.115	folder	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789827651.115	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789827652.560	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827652.560	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827653.482	folder	lens	14.5	5.5	5.5	4	face	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789827653.482	intent	lens	14.5	5.5	5.5	4	face	controllers		files				{ "do": "reload", "view": "browse", "folder": "files" }
1789827654.182	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827654.182	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827654.848	folder	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789827654.849	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789827656.237	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827656.948	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827657.471	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827657.992	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827659.437	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827659.937	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827660.715	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827661.482	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827662.360	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827664.916	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827665.694	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827666.383	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827666.683	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "redraw", "view": "browse", "folder": "settings" }
1789827667.328	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827667.328	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827669.195	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "search", "items": 1, "total": 0, "page": 1, "pages": 1 }
1789827669.197	клавиатура	lens	14.5	5.5	5.5	4	face	controllers						show
1789827669.198	поиск_открыт	lens	14.5	5.5	5.5	4	face	controllers						
1789827669.198	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "search", "view": "search", "folder": "" }
1789827669.642	сессия_openxr	lens	14.5	5.5	5.5	4	face	controllers						session_visible кадр 12191
1789827672.187	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "search", "items": 61, "total": 60, "page": 1, "pages": 1 }
1789827672.187	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "search", "folder": "" }
1789827672.187	поиск_запрос	lens	14.5	5.5	5.5	4	face	controllers						л → 60
1789827673.018	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "search", "items": 3, "total": 2, "page": 1, "pages": 1 }
1789827673.019	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "search", "folder": "" }
1789827673.019	поиск_запрос	lens	14.5	5.5	5.5	4	face	controllers						ле → 2
1789827673.707	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "search", "items": 2, "total": 1, "page": 1, "pages": 1 }
1789827673.708	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "search", "folder": "" }
1789827673.708	поиск_запрос	lens	14.5	5.5	5.5	4	face	controllers						лес → 1
1789827674.818	клавиатура	lens	14.5	5.5	5.5	4	face	controllers						hide
1789827674.818	клавиатура	lens	14.5	5.5	5.5	4	face	controllers						enter
1789827674.876	сессия_openxr	lens	14.5	5.5	5.5	4	face	controllers						session_focussed кадр 12661
1789827677.662	клавиатура	lens	14.5	5.5	5.5	4	face	controllers		scenes				hide
1789827677.663	folder	lens	14.5	5.5	5.5	4	face	controllers		scenes				{ "folder": "scenes", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789827677.663	select	lens	14.5	5.5	5.5	4	face	controllers		scenes				{ "do": "default", "view": "browse", "folder": "scenes", "item": "scene_forest", "title": "Лес" }
1789827677.663	toggle	lens	14.5	5.5	5.5	4	face	controllers		scenes				{ "open": false }
1789827678.863	folder	lens	14.5	5.5	5.5	4	face	controllers		scenes				{ "folder": "scenes", "view": "browse", "items": 7, "total": 7, "page": 1, "pages": 1 }
1789827678.863	toggle	lens	14.5	5.5	5.5	4	face	controllers		scenes				{ "open": true }
1789827681.540	folder	lens	14.5	5.5	5.5	4	face	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789827681.540	intent	lens	14.5	5.5	5.5	4	face	controllers		files				{ "do": "reload", "view": "browse", "folder": "files" }
1789827681.995	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827681.996	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827684.062	сценарий_начат	lens	14.5	5.5	5.5	4	face	controllers						4 шагов, осталось 4
1789827684.062	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "tasks", "view": "browse", "folder": "" }
1789827692.641	folder	lens	14.5	5.5	5.5	4	face	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789827692.641	intent	lens	14.5	5.5	5.5	4	face	controllers		files				{ "do": "reload", "view": "browse", "folder": "files" }
1789827693.617	folder	lens	14.5	5.5	5.5	4	face	controllers		bulk				{ "folder": "bulk", "view": "browse", "items": 128, "total": 128, "page": 1, "pages": 1 }
1789827693.617	intent	lens	14.5	5.5	5.5	4	face	controllers		bulk				{ "do": "reload", "view": "browse", "folder": "bulk" }
1789827696.051	сценарий_шаг	lens	14.5	5.5	5.5	4	face	controllers		bulk	labels	да	11990	
1789827705.486	folder	lens	14.5	5.5	5.5	4	face	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
1789827705.487	intent	lens	14.5	5.5	5.5	4	face	controllers		files				{ "do": "reload", "view": "browse", "folder": "files" }
1789827706.853	folder	lens	14.5	5.5	5.5	4	face	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827706.853	intent	lens	14.5	5.5	5.5	4	face	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827707.942	folder	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789827707.942	intent	lens	14.5	5.5	5.5	4	face	controllers		settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789827709.621	folder	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827709.621	intent	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				{ "do": "reload", "view": "browse", "folder": "settings_sphere" }
1789827713.478	настройка_открыта	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				cell_cm
1789827713.478	intent	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "cell_cm" }
1789827716.330	панель_кнопка	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				done
1789827716.331	настройка_сохранена	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				cell_cm=5.5
1789827719.390	настройка_открыта	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				hand_rotation
1789827719.390	intent	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "hand_rotation" }
1789827721.498	панель_кнопка	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				default
1789827724.665	настройка_значение	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				hand_rotation=face
1789827726.398	панель_кнопка	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				done
1789827726.399	настройка_сохранена	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				hand_rotation=face
1789827728.323	настройка_открыта	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				cell_cm
1789827728.324	intent	lens	14.5	5.5	5.5	4	face	controllers		settings_sphere				{ "do": "edit", "view": "browse", "folder": "settings_sphere", "setting": "cell_cm" }
1789827732.878	folder	lens	14.5	9.7	9.7	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827732.878	настройка_значение	lens	14.5	9.7	9.7	1	face	controllers		settings_sphere				cell_cm=9.7
1789827732.911	folder	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827732.911	настройка_значение	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				cell_cm=9.8
1789827732.933	folder	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827732.933	настройка_значение	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				cell_cm=9.9
1789827732.945	folder	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827732.945	настройка_значение	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				cell_cm=10.0
1789827732.977	folder	lens	14.5	10.1	10.1	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827732.977	настройка_значение	lens	14.5	10.1	10.1	1	face	controllers		settings_sphere				cell_cm=10.1
1789827732.989	folder	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827732.989	настройка_значение	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				cell_cm=10.0
1789827733.044	folder	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.044	настройка_значение	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				cell_cm=9.9
1789827733.064	folder	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.064	настройка_значение	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				cell_cm=10.0
1789827733.077	folder	lens	14.5	10.1	10.1	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.077	настройка_значение	lens	14.5	10.1	10.1	1	face	controllers		settings_sphere				cell_cm=10.1
1789827733.088	folder	lens	14.5	10.2	10.2	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.088	настройка_значение	lens	14.5	10.2	10.2	1	face	controllers		settings_sphere				cell_cm=10.2
1789827733.855	folder	lens	14.5	10.1	10.1	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.856	настройка_значение	lens	14.5	10.1	10.1	1	face	controllers		settings_sphere				cell_cm=10.1
1789827733.868	folder	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.868	настройка_значение	lens	14.5	10.0	10.0	1	face	controllers		settings_sphere				cell_cm=10.0
1789827733.879	folder	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.879	настройка_значение	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				cell_cm=9.9
1789827733.888	folder	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.888	настройка_значение	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				cell_cm=9.8
1789827733.899	folder	lens	14.5	9.7	9.7	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.899	настройка_значение	lens	14.5	9.7	9.7	1	face	controllers		settings_sphere				cell_cm=9.7
1789827733.908	folder	lens	14.5	9.6	9.6	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.908	настройка_значение	lens	14.5	9.6	9.6	1	face	controllers		settings_sphere				cell_cm=9.6
1789827733.918	folder	lens	14.5	9.5	9.5	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.918	настройка_значение	lens	14.5	9.5	9.5	1	face	controllers		settings_sphere				cell_cm=9.5
1789827733.976	folder	lens	14.5	9.6	9.6	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.976	настройка_значение	lens	14.5	9.6	9.6	1	face	controllers		settings_sphere				cell_cm=9.6
1789827733.988	folder	lens	14.5	9.7	9.7	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827733.989	настройка_значение	lens	14.5	9.7	9.7	1	face	controllers		settings_sphere				cell_cm=9.7
1789827734.006	folder	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827734.006	настройка_значение	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				cell_cm=9.8
1789827734.020	folder	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827734.020	настройка_значение	lens	14.5	9.9	9.9	1	face	controllers		settings_sphere				cell_cm=9.9
1789827734.087	folder	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				{ "folder": "settings_sphere", "view": "browse", "items": 11, "total": 11, "page": 1, "pages": 1 }
1789827734.088	настройка_значение	lens	14.5	9.8	9.8	1	face	controllers		settings_sphere				cell_cm=9.8
1789827735.334	folder	lens	14.5	9.8	9.8	1	face	controllers		settings				{ "folder": "settings", "view": "browse", "items": 4, "total": 4, "page": 1, "pages": 1 }
1789827735.334	intent	lens	14.5	9.8	9.8	1	face	controllers		settings				{ "do": "reload", "view": "browse", "folder": "settings" }
1789827736.255	folder	lens	14.5	9.8	9.8	1	face	controllers						{ "folder": "", "view": "browse", "items": 6, "total": 6, "page": 1, "pages": 1 }
1789827736.255	intent	lens	14.5	9.8	9.8	1	face	controllers						{ "do": "reload", "view": "browse", "folder": "" }
1789827737.300	folder	lens	14.5	9.8	9.8	1	face	controllers		files				{ "folder": "files", "view": "browse", "items": 5, "total": 5, "page": 1, "pages": 1 }
